Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
35,31,176,Robert,Youngren,male,31,AL,US,00:00:00,02:34:00,02:37:00,04:49:00,04:50:00,05:57:00,05:59:00,08:43:00,08:54:00,13:45:00,13:57:00,16:25:00,16:37:00,19:34:00,19:45:00,22:59:00,23:24:00,25:12:00,25:24:00,27:05:00,27:22:00,32:18:00,32:35:00,37:20:00,38:09:00,41:40:00,41:42:00,43:43:26
36,32,175,Roger,Wrublik,male,48,AZ,US,00:00:00,02:57:00,03:00:00,05:46:00,05:48:00,07:13:00,07:14:00,10:08:00,10:18:00,16:13:00,16:27:00,19:08:00,19:12:00,21:42:00,21:56:00,25:08:00,25:12:00,27:09:00,27:13:00,28:48:00,29:15:00,34:40:00,34:58:00,38:56:00,39:06:00,42:17:00,42:19:00,44:01:02
37,33,167,Chris,Twiggs,male,35,FL,US,00:00:00,02:49:00,02:56:00,05:44:00,05:50:00,07:17:00,07:19:00,10:00:00,10:14:00,15:36:00,15:57:00,18:37:00,18:42:00,21:41:00,22:06:00,25:32:00,25:39:00,27:35:00,27:40:00,28:54:00,29:04:00,33:27:00,33:43:00,38:14:00,38:29:00,42:05:00,42:07:00,44:09:01
38,34,118,Devin,Gardiner,male,28,CO,US,00:00:00,02:31:00,02:32:00,04:57:00,05:00:00,06:14:00,06:20:00,08:54:00,09:09:00,14:14:00,14:47:00,17:02:00,17:06:00,19:19:00,20:14:00,24:15:00,25:40:00,27:16:00,27:23:00,28:52:00,29:35:00,34:17:00,34:37:00,38:29:00,38:43:00,42:32:00,42:37:00,44:11:23
39,35,108,Mike,Dobies,male,44,MI,US,00:00:00,02:50:00,02:51:00,05:13:00,05:16:00,06:27:00,06:29:00,08:57:00,09:05:00,14:18:00,14:37:00,17:02:00,17:03:00,19:43:00,20:19:00,23:34:00,23:45:00,25:36:00,25:40:00,27:42:00,28:01:00,33:37:00,33:52:00,38:25:00,38:32:00,42:06:00,42:09:00,44:34:28
40,36,114,Michael,Bur,male,40,MD,US,00:00:00,02:50:00,02:51:00,05:17:00,05:19:00,06:35:00,06:39:00,09:12:00,09:21:00,14:26:00,14:43:00,17:07:00,17:08:00,19:43:00,20:11:00,23:11:00,23:24:00,25:12:00,25:24:00,27:04:00,27:22:00,33:12:00,33:28:00,37:54:00,38:09:00,42:07:00,42:09:00,44:34:28
41,37,23,Eric,Hodges,male,56,CA,US,00:00:00,02:45:00,02:51:00,05:11:00,05:13:00,06:26:00,06:27:00,09:14:00,09:29:00,14:42:00,15:09:00,17:59:00,18:08:00,20:54:00,21:41:00,24:19:00,24:27:00,26:12:00,26:18:00,27:55:00,28:31:00,33:05:00,33:22:00,37:35:00,37:55:00,42:06:00,42:14:00,45:03:49
42,5,29,Andrea,Feucht,female,31,NM,US,00:00:00,03:04:00,03:06:00,05:46:00,05:50:00,07:11:00,07:13:00,10:08:00,10:23:00,16:09:00,16:22:00,19:27:00,19:35:00,22:35:00,22:57:00,25:49:00,26:01:00,27:37:00,27:40:00,29:18:00,29:32:00,34:07:00,34:30:00,38:22:00,38:33:00,42:18:00,42:28:00,45:10:35
43,38,159,Geoff,Scott,male,57,NC,US,00:00:00,02:54:00,02:55:00,05:46:00,05:48:00,07:12:00,07:17:00,10:02:00,10:09:00,15:18:00,15:50:00,19:04:00,19:10:00,22:31:00,22:31:00,25:15:00,25:20:00,27:09:00,27:16:00,28:43:00,28:52:00,34:02:00,34:23:00,38:28:00,38:32:00,42:39:00,42:44:00,45:16:36
44,39,39,John,DeWalt,male,69,PA,US,00:00:00,02:59:00,03:02:00,05:45:00,05:48:00,07:13:00,07:14:00,10:04:00,10:08:00,16:20:00,16:45:00,19:39:00,19:44:00,22:26:00,22:46:00,25:49:00,26:03:00,27:45:00,27:52:00,29:17:00,29:34:00,34:24:00,34:51:00,38:40:00,38:55:00,"","",45:20:18
45,40,120,David,Gordon,male,59,CA,US,00:00:00,02:50:00,02:51:00,05:31:00,05:31:00,06:48:00,06:50:00,09:26:00,09:32:00,14:56:00,15:11:00,17:45:00,17:53:00,20:23:00,21:18:00,24:13:00,24:27:00,26:25:00,26:32:00,28:04:00,28:27:00,33:23:00,33:38:00,38:17:00,38:28:00,42:23:00,42:32:00,45:24:14
46,41,43,Joe,Prusaitis,male,50,TX,US,00:00:00,02:53:00,02:59:00,06:10:00,06:15:00,07:36:00,07:40:00,10:19:00,10:34:00,16:15:00,16:35:00,19:38:00,19:38:00,22:10:00,22:41:00,25:49:00,25:59:00,27:48:00,27:52:00,29:15:00,29:41:00,34:49:00,35:15:00,38:51:00,39:04:00,43:03:00,43:38:00,45:27:55
47,42,160,Howie,Stern,male,36,CA,US,00:00:00,02:49:00,02:54:00,05:13:00,05:28:00,06:44:00,07:21:00,09:56:00,10:43:00,15:27:00,16:08:00,18:54:00,19:14:00,21:44:00,22:57:00,26:27:00,26:34:00,28:20:00,28:30:00,29:50:00,30:30:00,35:15:00,35:50:00,39:35:00,39:55:00,43:57:00,44:01:00,45:42:05
48,6,31,Kristina,Irvin,female,47,CA,US,00:00:00,03:11:00,03:20:00,05:56:00,05:58:00,07:17:00,07:21:00,10:11:00,10:23:00,15:59:00,16:15:00,19:02:00,19:11:00,22:28:00,22:42:00,25:44:00,25:48:00,27:37:00,27:47:00,29:33:00,29:56:00,34:55:00,35:05:00,39:13:00,39:24:00,43:12:00,43:18:00,45:45:46
49,43,156,Aron,Ralston,male,30,CO,US,00:00:00,02:42:00,02:49:00,04:54:00,04:58:00,05:57:00,05:59:00,08:36:00,08:48:00,13:49:00,14:11:00,16:30:00,16:51:00,19:43:00,20:59:00,24:19:00,24:58:00,26:57:00,27:14:00,28:57:00,29:21:00,34:20:00,34:49:00,38:55:00,39:14:00,42:58:00,43:16:00,45:55:49
50,44,24,Kristen,Kern,male,41,NM,US,00:00:00,02:50:00,02:51:00,05:13:00,05:17:00,06:28:00,06:30:00,08:57:00,09:07:00,14:29:00,14:48:00,17:24:00,17:32:00,20:15:00,20:46:00,23:44:00,23:55:00,25:30:00,25:36:00,27:02:00,27:17:00,33:14:00,33:40:00,38:42:00,38:56:00,43:17:00,43:24:00,45:58:47
51,45,22,Hans,Dieter-Weisshaar,male,65,,,00:00:00,03:03:00,03:04:00,05:52:00,05:52:00,07:09:00,07:10:00,09:48:00,09:53:00,15:24:00,15:37:00,18:24:00,18:27:00,22:00:00,22:15:00,24:31:00,24:44:00,26:51:00,26:59:00,28:19:00,28:24:00,33:53:00,34:04:00,38:38:00,38:50:00,43:22:00,43:33:00,46:17:31
52,46,35,Chuck,Kroger,male,59,CO,US,00:00:00,03:07:00,03:12:00,05:43:00,05:50:00,07:11:00,07:13:00,10:07:00,10:22:00,15:57:00,16:33:00,19:38:00,19:45:00,23:04:00,23:04:00,26:23:00,26:24:00,28:32:00,28:46:00,30:32:00,31:11:00,36:10:00,36:32:00,40:30:00,40:45:00,44:14:00,44:19:00,46:38:00
53,7,48,Margaret,Heaphy,female,50,MT,US,00:00:00,03:05:00,03:13:00,05:58:00,06:02:00,07:25:00,07:28:00,10:13:00,10:24:00,16:18:00,17:13:00,20:21:00,20:29:00,23:29:00,24:55:00,27:45:00,27:53:00,29:40:00,29:44:00,31:03:00,31:27:00,36:20:00,36:44:00,40:30:00,40:41:00,44:33:00,44:39:00,46:43:42
54,47,177,Chad,Carson,male,46,UT,US,00:00:00,02:23:00,02:23:00,04:31:00,04:31:00,05:27:00,05:29:00,07:28:00,07:34:00,11:37:00,11:37:00,13:31:00,13:32:00,15:08:00,15:31:00,18:05:00,18:10:00,20:49:00,21:13:00,23:28:00,24:06:00,30:02:00,30:26:00,37:36:00,38:02:00,43:23:00,43:33:00,46:44:27
55,8,38,Rickie,Redland,female,51,CO,US,00:00:00,02:49:00,02:53:00,05:16:00,05:18:00,06:29:00,06:31:00,08:58:00,09:05:00,14:10:00,14:32:00,17:44:00,17:49:00,21:00:00,21:27:00,24:31:00,24:36:00,26:35:00,26:41:00,28:39:00,28:53:00,34:10:00,34:34:00,38:56:00,39:23:00,44:03:00,44:10:00,46:45:29
56,9,28,Diane,Van Deren,female,45,CO,US,00:00:00,02:50:00,02:50:00,05:16:00,05:18:00,06:29:00,06:31:00,08:58:00,09:06:00,14:10:00,14:32:00,17:44:00,17:49:00,21:00:00,21:27:00,24:31:00,24:38:00,26:35:00,26:41:00,28:39:00,28:53:00,34:10:00,34:34:00,38:50:00,39:24:00,44:03:00,44:10:00,46:45:29
57,48,115,Wendell,Doman,male,46,CA,US,00:00:00,02:43:00,02:44:00,05:27:00,05:30:00,06:44:00,06:47:00,09:23:00,09:30:00,14:55:00,15:09:00,18:06:00,18:14:00,21:30:00,23:48:00,26:52:00,26:58:00,28:57:00,29:00:00,30:46:00,31:03:00,36:13:00,36:26:00,40:34:00,40:41:00,44:34:00,44:36:00,46:54:50
58,49,26,Nigel,Finney,male,59,MN,US,00:00:00,02:50:00,02:54:00,05:30:00,05:33:00,06:52:00,06:57:00,09:35:00,09:44:00,15:22:00,15:42:00,18:32:00,18:41:00,21:44:00,22:00:00,25:00:00,25:11:00,27:05:00,27:15:00,28:52:00,29:11:00,34:03:00,34:19:00,38:55:00,39:14:00,44:01:00,44:01:00,46:55:10
59,50,116,Thomas,Knutson,male,55,MN,US,00:00:00,03:02:00,03:04:00,05:45:00,05:48:00,07:08:00,07:09:00,09:50:00,09:58:00,15:33:00,15:46:00,18:28:00,18:38:00,21:25:00,22:00:00,25:00:00,25:11:00,27:07:00,27:16:00,28:52:00,29:11:00,34:23:00,34:41:00,38:46:00,39:15:00,44:01:00,44:01:00,46:55:10
60,51,34,Scott,Olmer,male,34,CO,US,00:00:00,02:50:00,02:50:00,05:17:00,05:19:00,06:39:00,06:41:00,09:12:00,09:16:00,14:55:00,15:06:00,18:05:00,18:13:00,21:00:00,21:30:00,25:12:00,25:19:00,27:16:00,27:24:00,28:54:00,29:23:00,34:34:00,35:01:00,39:33:00,39:54:00,44:13:00,44:15:00,46:59:21
61,52,21,Charlie,Thorn,male,59,NM,US,00:00:00,02:42:00,02:42:00,05:05:00,05:07:00,06:24:00,06:27:00,09:03:00,09:18:00,14:24:00,14:47:00,17:49:00,17:51:00,20:53:00,23:18:00,25:58:00,26:09:00,28:04:00,28:10:00,29:54:00,30:22:00,35:11:00,35:24:00,39:35:00,39:54:00,44:24:00,44:24:00,47:02:17
62,53,143,Martin,Miller,male,53,MT,US,00:00:00,02:51:00,02:54:00,05:32:00,05:35:00,06:56:00,06:58:00,09:37:00,09:43:00,15:14:00,16:35:00,19:19:00,19:19:00,22:22:00,22:55:00,25:58:00,26:06:00,27:58:00,28:04:00,29:43:00,29:57:00,35:25:00,35:48:00,40:08:00,40:27:00,44:26:00,44:27:00,47:02:37
63,54,33,Tom,Rowe,male,57,MT,US,00:00:00,02:47:00,02:48:00,05:27:00,05:30:00,06:50:00,06:53:00,09:44:00,09:48:00,15:43:00,16:09:00,19:09:00,19:14:00,22:55:00,22:55:00,25:51:00,26:06:00,27:56:00,28:04:00,29:41:00,30:04:00,35:22:00,35:49:00,40:13:00,40:28:00,44:35:00,44:38:00,47:03:42
64,55,123,Lance,Goss,male,60,CO,US,00:00:00,03:14:00,03:17:00,05:56:00,05:58:00,07:19:00,07:21:00,10:16:00,10:24:00,16:18:00,16:32:00,19:25:00,19:30:00,22:56:00,24:22:00,27:13:00,27:19:00,29:07:00,29:13:00,31:06:00,31:27:00,36:14:00,36:33:00,40:26:00,40:35:00,44:23:00,44:28:00,47:06:38
65,56,140,Jim,Magill,male,59,CA,US,00:00:00,02:51:00,02:53:00,05:27:00,05:28:00,06:39:00,06:42:00,09:14:00,09:22:00,15:10:00,15:17:00,18:29:00,18:39:00,21:34:00,22:00:00,25:08:00,25:12:00,27:26:00,27:26:00,29:00:00,29:11:00,34:20:00,34:33:00,39:13:00,39:24:00,44:16:00,44:19:00,47:09:31
66,57,105,Kirk,Boisseree,male,48,CA,US,00:00:00,03:00:00,03:02:00,06:01:00,06:05:00,07:29:00,07:32:00,10:15:00,10:30:00,16:22:00,16:24:00,19:48:00,20:01:00,22:26:00,"",26:31:00,26:36:00,28:30:00,28:35:00,30:10:00,30:34:00,35:57:00,36:10:00,40:26:00,40:42:00,44:49:00,44:51:00,47:11:03
67,58,119,Jean-Francois,Geiss,male,52,,FR,00:00:00,02:50:00,02:55:00,05:26:00,05:30:00,06:46:00,06:50:00,09:37:00,09:49:00,16:17:00,17:03:00,20:44:00,20:47:00,23:25:00,23:40:00,27:05:00,27:11:00,28:46:00,28:48:00,30:12:00,30:41:00,35:36:00,35:58:00,40:34:00,40:51:00,45:08:00,45:10:00,47:19:36
68,59,152,David,Pease,male,42,UT,US,00:00:00,02:44:00,02:58:00,05:20:00,05:25:00,06:38:00,06:41:00,09:20:00,09:40:00,15:17:00,15:47:00,19:21:00,19:26:00,22:50:00,23:27:00,26:54:00,27:03:00,29:06:00,29:13:00,31:02:00,31:47:00,37:15:00,37:30:00,41:59:00,42:12:00,45:30:00,45:34:00,47:46:33
69,60,45,Rich,Haefele,male,38,CO,US,00:00:00,02:57:00,02:59:00,05:46:00,05:52:00,07:13:00,07:16:00,10:01:00,10:25:00,16:20:00,16:40:00,19:47:00,20:00:00,22:50:00,23:18:00,26:30:00,26:38:00,28:28:00,28:34:00,30:15:00,30:59:00,36:06:00,36:23:00,40:30:00,40:44:00,45:08:00,45:18:00,47:50:52
70,61,104,Jerry,Bloom,male,52,CA,US,00:00:00,02:50:00,02:54:00,05:40:00,05:40:00,06:59:00,07:02:00,09:47:00,09:53:00,16:20:00,16:40:00,20:29:00,20:30:00,23:53:00,24:06:00,27:11:00,27:13:00,29:32:00,29:40:00,31:07:00,31:27:00,36:36:00,36:57:00,41:22:00,41:36:00,45:20:00,45:25:00,47:52:40
