Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
71,62,127,Richard,Hayes,male,54,CA,US,00:00:00,02:34:00,02:40:00,05:04:00,05:11:00,06:17:00,06:20:00,08:34:00,08:51:00,13:51:00,14:23:00,17:04:00,17:17:00,19:51:00,20:48:00,23:50:00,24:03:00,25:56:00,26:04:00,27:35:00,28:06:00,33:21:00,33:59:00,39:32:00,39:59:00,44:43:00,44:48:00,47:54:13
72,63,102,Dennis,Aslett,male,56,ID,US,00:00:00,02:50:00,02:54:00,05:24:00,05:27:00,06:39:00,06:41:00,09:18:00,09:33:00,15:31:00,15:58:00,18:54:00,19:08:00,22:39:00,22:39:00,25:47:00,26:01:00,27:55:00,28:01:00,29:44:00,30:06:00,35:19:00,35:49:00,40:15:00,40:30:00,45:23:00,"",""
73,64,37,Jon,MacManus,male,54,CO,US,00:00:00,02:56:00,02:58:00,05:41:00,05:44:00,06:56:00,07:02:00,09:29:00,09:39:00,15:06:00,15:24:00,18:03:00,18:09:00,21:00:00,21:27:00,25:29:00,26:35:00,28:21:00,28:27:00,30:08:00,30:42:00,36:20:00,36:37:00,41:46:00,"","","",""
74,65,168,Lonney,Vogt,male,51,CO,US,00:00:00,02:51:00,02:54:00,05:41:00,05:45:00,07:06:00,07:11:00,09:58:00,10:03:00,17:30:00,17:40:00,20:50:00,20:57:00,24:10:00,24:52:00,28:21:00,28:30:00,30:47:00,30:55:00,32:14:00,32:34:00,37:52:00,38:15:00,44:14:00,"","","",""
75,10,174,Allie,Wood,female,44,MT,US,00:00:00,03:23:00,03:29:00,06:31:00,06:34:00,07:58:00,08:00:00,10:55:00,11:04:00,17:22:00,17:33:00,21:08:00,21:10:00,24:38:00,24:51:00,28:06:00,28:13:00,30:36:00,30:39:00,32:32:00,32:46:00,38:35:00,38:49:00,45:00:00,"","","",""
76,66,173,Chuck,Wilson,male,57,CA,US,00:00:00,02:58:00,03:00:00,05:37:00,05:39:00,06:59:00,07:00:00,09:55:00,10:00:00,16:00:00,16:12:00,19:40:00,19:40:00,22:50:00,25:14:00,28:21:00,28:28:00,30:45:00,30:55:00,32:27:00,32:38:00,38:07:00,38:18:00,45:00:00,"","","",""
77,67,141,Nate,McDowell,male,34,NM,US,00:00:00,02:18:00,02:19:00,04:22:00,04:22:00,05:14:00,05:16:00,07:02:00,07:05:00,10:54:00,10:55:00,12:27:00,12:28:00,14:00:00,14:18:00,16:36:00,16:43:00,18:19:00,18:23:00,19:20:00,19:32:00,25:05:00,"","","","","",""
78,68,113,Garry,Curry,male,51,CO,US,00:00:00,02:54:00,02:55:00,05:21:00,05:25:00,06:37:00,06:38:00,09:10:00,09:16:00,14:29:00,14:47:00,17:15:00,17:24:00,20:05:00,20:33:00,24:05:00,24:23:00,26:19:00,26:29:00,28:08:00,28:43:00,34:29:00,35:11:00,"","","","",""
79,69,137,Brett,Lehigh,male,45,CA,US,00:00:00,02:49:00,02:51:00,05:56:00,05:57:00,07:20:00,07:21:00,10:02:00,10:10:00,16:04:00,16:10:00,18:55:00,19:04:00,22:22:00,22:33:00,26:04:00,26:09:00,28:07:00,28:10:00,29:46:00,29:58:00,35:38:00,35:47:00,"","","","",""
80,70,41,Dick,Curtis,male,60,CO,US,00:00:00,02:39:00,02:39:00,05:04:00,05:08:00,06:26:00,06:31:00,09:18:00,09:34:00,15:12:00,15:48:00,19:05:00,19:18:00,22:42:00,23:23:00,26:30:00,26:43:00,28:37:00,28:45:00,30:41:00,31:23:00,36:37:00,36:50:00,"","","","",""
81,71,47,Ulrich,Kamm,male,58,CO,US,00:00:00,03:07:00,03:09:00,06:09:00,06:15:00,07:35:00,07:40:00,10:27:00,10:42:00,16:32:00,16:50:00,19:38:00,19:45:00,23:18:00,23:18:00,26:24:00,26:33:00,28:23:00,28:35:00,30:32:00,30:47:00,36:40:00,37:00:00,"","","","",""
82,72,134,David,King,male,59,NC,US,00:00:00,03:07:00,03:10:00,06:09:00,06:11:00,07:39:00,07:41:00,10:42:00,10:57:00,18:20:00,18:46:00,22:06:00,22:11:00,24:49:00,25:00:00,28:21:00,28:33:00,31:00:00,31:08:00,32:23:00,32:55:00,38:37:00,38:40:00,"","","","",""
83,73,125,Charles,Hansberry,male,36,MT,US,00:00:00,02:31:00,02:32:00,05:03:00,05:08:00,06:19:00,06:23:00,08:50:00,09:06:00,14:59:00,15:45:00,18:08:00,18:13:00,20:37:00,21:03:00,23:43:00,23:58:00,26:00:00,26:11:00,27:56:00,28:19:00,"","","","","","",""
84,74,150,Steve,Pattillo,male,55,NM,US,00:00:00,03:00:00,03:04:00,05:41:00,05:45:00,07:03:00,07:08:00,09:50:00,10:00:00,15:47:00,16:11:00,19:23:00,19:30:00,22:36:00,23:37:00,26:45:00,26:52:00,28:46:00,28:52:00,31:08:00,31:28:00,"","","","","","",""
85,75,46,James,Ballard,male,55,OR,US,00:00:00,03:23:00,03:29:00,06:29:00,06:34:00,08:08:00,08:13:00,11:27:00,11:47:00,18:50:00,19:06:00,22:20:00,22:26:00,25:30:00,26:00:00,29:25:00,29:46:00,32:33:00,32:42:00,35:16:00,"","","","","","","",""
86,76,110,Rockford,Cogar,male,50,CO,US,00:00:00,02:46:00,02:51:00,05:16:00,05:20:00,06:34:00,06:38:00,09:17:00,09:32:00,15:11:00,15:37:00,18:56:00,19:05:00,22:22:00,22:57:00,26:23:00,26:31:00,28:36:00,28:45:00,30:41:00,36:44:00,"","","","","","",""
87,77,11,William,Rideg,male,40,MT,US,00:00:00,02:50:00,02:53:00,05:26:00,05:31:00,06:40:00,06:42:00,09:08:00,09:11:00,14:20:00,14:30:00,17:15:00,17:19:00,20:10:00,20:47:00,24:13:00,"","","","","","","","","","","",""
88,78,155,Rollin,Perry,male,66,IA,US,00:00:00,03:28:00,03:30:00,06:52:00,06:54:00,08:30:00,08:32:00,11:55:00,12:04:00,19:01:00,19:10:00,22:46:00,22:53:00,25:50:00,26:09:00,30:12:00,"","","","","","","","","","","",""
89,79,2,Kevin,Shilling,male,38,UT,US,00:00:00,02:20:00,02:20:00,04:22:00,04:23:00,05:16:00,05:16:00,07:04:00,07:07:00,11:14:00,11:17:00,13:14:00,13:17:00,15:05:00,15:51:00,"","","","","","","","","","","","",""
90,80,121,Scott,Gordon,male,44,NM,US,00:00:00,02:27:00,02:28:00,04:34:00,04:35:00,05:38:00,05:38:00,07:50:00,07:57:00,12:26:00,12:36:00,14:41:00,14:55:00,17:44:00,"","","","","","","","","","","","","",""
91,81,27,Jim,Baker,male,55,OK,US,00:00:00,02:45:00,02:50:00,05:01:00,05:06:00,06:13:00,06:14:00,08:38:00,08:48:00,13:48:00,14:05:00,16:29:00,16:34:00,19:33:00,"","","","","","","","","","","","","",""
92,82,172,Jeffrey,Mark Wilbur,male,46,VA,US,00:00:00,02:37:00,02:42:00,05:05:00,05:07:00,06:22:00,06:24:00,"","",13:39:00,13:48:00,16:23:00,16:40:00,20:07:00,"","","","","","","","","","","","","",""
93,83,19,Gary,Cuffin,male,54,CO,US,00:00:00,02:44:00,02:46:00,05:08:00,05:13:00,06:28:00,06:30:00,08:55:00,09:00:00,14:09:00,14:19:00,17:06:00,17:12:00,20:33:00,"","","","","","","","","","","","","",""
94,11,30,Roberta,Orr,female,39,AR,US,00:00:00,02:50:00,02:54:00,05:23:00,05:25:00,06:39:00,06:41:00,09:14:00,09:22:00,14:45:00,15:14:00,18:18:00,18:25:00,21:34:00,"","","","","","","","","","","","","",""
95,84,138,Greg,Loomis,male,31,VA,US,00:00:00,02:42:00,02:42:00,05:42:00,05:46:00,07:03:00,07:07:00,09:43:00,09:56:00,15:07:00,15:50:00,18:44:00,18:57:00,21:44:00,22:12:00,"","","","","","","","","","","","",""
96,85,170,William,Watson,male,59,CA,US,00:00:00,02:44:00,02:54:00,05:27:00,05:31:00,06:46:00,06:49:00,09:16:00,09:34:00,15:00:00,15:28:00,18:01:00,18:10:00,20:44:00,22:57:00,"","","","","","","","","","","","",""
97,86,157,Sam,Samuelson,male,55,CO,US,00:00:00,03:10:00,03:12:00,05:49:00,05:52:00,07:17:00,07:20:00,10:27:00,10:40:00,16:34:00,16:51:00,19:40:00,19:42:00,23:00:00,23:49:00,"","","","","","","","","","","","",""
98,87,15,Craig,Wilson,male,56,ME,US,00:00:00,02:54:00,02:55:00,05:45:00,05:48:00,07:11:00,07:14:00,10:10:00,10:24:00,16:23:00,16:44:00,20:02:00,20:07:00,23:52:00,"","","","","","","","","","","","","",""
99,88,171,Matthew,Watts,male,49,CO,US,00:00:00,03:13:00,03:16:00,06:26:00,06:29:00,07:58:00,08:02:00,11:13:00,11:27:00,17:53:00,18:02:00,22:09:00,22:12:00,26:15:00,"","","","","","","","","","","","","",""
100,89,44,Matt,Mahoney,male,50,FL,US,00:00:00,03:22:00,03:25:00,06:07:00,06:08:00,07:27:00,07:28:00,10:13:00,10:24:00,17:35:00,17:58:00,22:15:00,22:27:00,26:38:00,"","","","","","","","","","","","","",""
101,90,144,Duane,Nelson,male,49,OR,US,00:00:00,03:03:00,03:07:00,06:07:00,06:09:00,07:34:00,07:36:00,10:42:00,10:47:00,18:38:00,18:52:00,23:12:00,23:17:00,27:10:00,"","","","","","","","","","","","","",""
102,12,153,Deb,Pero,female,51,NH,US,00:00:00,02:57:00,03:00:00,06:01:00,06:05:00,07:32:00,07:36:00,10:26:00,10:36:00,17:22:00,17:53:00,22:59:00,23:31:00,27:58:00,27:58:00,"","","","","","","","","","","","",""
103,91,100,Fred,Abramowitz,male,54,CO,US,00:00:00,02:50:00,02:54:00,05:41:00,05:41:00,06:56:00,07:02:00,09:42:00,09:51:00,15:57:00,16:19:00,23:27:00,24:06:00,28:13:00,28:13:00,"","","","","","","","","","","","",""
104,92,178,Bob,Bachani,male,50,AZ,US,00:00:00,02:49:00,02:54:00,05:17:00,05:22:00,06:32:00,06:37:00,09:11:00,09:25:00,14:54:00,15:37:00,18:29:00,18:38:00,"","","","","","","","","","","","","","",""
105,93,101,Roger,Ackerman,male,59,GA,US,00:00:00,02:59:00,03:01:00,05:55:00,05:56:00,07:25:00,07:28:00,10:23:00,10:34:00,16:52:00,17:00:00,20:16:00,20:18:00,"","","","","","","","","","","","","","",""
106,94,8,Peter,Bakwin,male,43,CO,US,00:00:00,02:26:00,02:27:00,04:32:00,04:32:00,05:31:00,05:32:00,07:39:00,07:41:00,12:14:00,"","","","","","","","","","","","","","","","","",""
107,95,122,Brett,Gosney,male,46,CO,US,00:00:00,02:44:00,02:44:00,05:01:00,05:05:00,06:14:00,06:17:00,08:37:00,08:52:00,14:12:00,"","","","","","","","","","","","","","","","","",""
108,96,103,Kellen,Betts,male,23,WA,US,00:00:00,02:43:00,02:44:00,05:01:00,05:01:00,06:12:00,06:13:00,08:37:00,08:43:00,13:56:00,14:38:00,"","","","","","","","","","","","","","","","",""
109,97,154,Steve,Pero,male,54,NH,US,00:00:00,02:42:00,02:49:00,05:05:00,05:10:00,06:21:00,06:24:00,08:57:00,09:04:00,14:58:00,"","","","","","","","","","","","","","","","","",""
110,98,32,Odin,Christensen,male,58,CO,US,00:00:00,02:43:00,02:45:00,05:11:00,05:14:00,06:28:00,06:33:00,09:15:00,09:32:00,15:19:00,"","","","","","","","","","","","","","","","","",""
111,99,129,Robert,Hills,male,39,MO,US,00:00:00,03:00:00,03:06:00,05:46:00,05:52:00,07:13:00,07:19:00,10:02:00,10:22:00,17:34:00,"","","","","","","","","","","","","","","","","",""
112,100,40,Bill,Losey,male,34,KY,US,00:00:00,02:50:00,02:52:00,05:24:00,05:28:00,06:39:00,06:48:00,09:25:00,09:44:00,17:43:00,"","","","","","","","","","","","","","","","","",""
113,101,147,Tom,O'Connell,male,54,CA,US,00:00:00,03:03:00,03:05:00,06:11:00,06:15:00,07:34:00,07:40:00,10:27:00,10:38:00,17:27:00,17:45:00,"","","","","","","","","","","","","","","","",""
114,102,106,Andrew,Boyd,male,64,CA,US,00:00:00,03:04:00,03:14:00,06:03:00,06:10:00,07:37:00,07:42:00,10:47:00,11:14:00,18:15:00,"","","","","","","","","","","","","","","","","",""
115,103,126,Gordon,Hardman,male,54,CO,US,00:00:00,03:15:00,03:19:00,06:15:00,06:18:00,07:44:00,07:49:00,10:27:00,10:44:00,18:24:00,"","","","","","","","","","","","","","","","","",""
116,104,109,John,Cappis,male,63,CO,US,00:00:00,03:23:00,03:29:00,06:30:00,06:35:00,08:19:00,08:27:00,11:44:00,11:57:00,19:42:00,"","","","","","","","","","","","","","","","","",""
117,105,111,Bob,Combs,male,38,OH,US,00:00:00,02:58:00,03:00:00,06:02:00,06:05:00,07:36:00,07:39:00,10:45:00,10:57:00,19:42:00,"","","","","","","","","","","","","","","","","",""
118,106,130,Allan,Holtz,male,55,MN,US,00:00:00,03:24:00,03:27:00,06:25:00,06:29:00,07:58:00,08:01:00,11:07:00,11:33:00,19:23:00,19:48:00,"","","","","","","","","","","","","","","","",""
119,107,164,Mike,Thomas,male,44,CO,US,00:00:00,02:47:00,02:48:00,05:31:00,05:40:00,07:03:00,07:11:00,10:19:00,"","","","","","","","","","","","","","","","","","","",""
120,108,36,Richard,Huff,male,46,CO,US,00:00:00,03:07:00,03:14:00,06:13:00,06:15:00,07:41:00,07:49:00,10:49:00,"","","","","","","","","","","","","","","","","","","",""
121,109,165,Patrick,Tomada,male,52,CO,US,00:00:00,03:22:00,03:25:00,07:21:00,07:23:00,09:01:00,09:02:00,12:33:00,12:42:00,"","","","","","","","","","","","","","","","","","",""
122,13,112,Letha,Cruthirds,female,52,TX,US,00:00:00,03:41:00,03:47:00,07:42:00,08:02:00,09:35:00,09:47:00,13:31:00,"","","","","","","","","","","","","","","","","","","",""
123,110,151,Rick,Pearcy,male,52,CO,US,00:00:00,03:15:00,"","","","","","","","","","","","","","","","","","","","","","","","","",""
124,111,162,Martin,Szekeresh,male,67,AZ,US,00:00:00,09:24:00,"","","","","","","","","","","","","","","","","","","","","","","","","",""
