Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
11,9,6,Brett,Gosney,male,52,CO,US,00:00:00,02:11:00,02:12:00,04:05:00,04:06:00,05:03:00,05:04:00,07:00:00,07:04:00,10:53:00,10:56:00,12:47:00,12:50:00,14:32:00,14:37:00,16:55:00,17:02:00,18:24:00,18:28:00,19:54:00,20:03:00,25:13:00,25:25:00,28:29:00,28:37:00,31:25:00,31:29:00,33:14:00
12,10,116,Ryan,Cooper,male,37,CO,US,00:00:00,02:05:00,02:07:00,04:10:00,04:11:00,05:10:00,05:10:00,07:11:00,07:20:00,11:36:00,11:44:00,13:49:00,13:54:00,15:32:00,15:45:00,18:19:00,18:31:00,20:04:00,20:13:00,21:30:00,21:44:00,26:31:00,26:33:00,29:31:00,29:41:00,32:23:00,32:34:00,34:17:00
13,11,101,Chad,Armstrong,male,43,TX,US,00:00:00,02:20:00,02:22:00,04:30:00,04:30:00,05:33:00,05:34:00,07:41:00,07:44:00,12:19:00,12:29:00,14:43:00,14:47:00,16:54:00,17:09:00,19:29:00,19:35:00,21:05:00,21:10:00,22:31:00,22:42:00,27:03:00,27:12:00,30:26:00,30:28:00,33:10:00,33:13:00,34:55:00
14,12,135,Matthew,Hart,male,36,UT,US,00:00:00,01:53:00,01:53:00,03:43:00,03:43:00,04:37:00,04:37:00,06:25:00,06:27:00,10:33:00,10:38:00,12:33:00,12:34:00,14:08:00,14:14:00,16:36:00,16:48:00,18:20:00,18:22:00,19:46:00,19:59:00,26:02:00,27:31:00,30:38:00,30:47:00,33:41:00,33:41:00,34:59:00
15,13,182,Pete,Stevenson,male,38,CO,US,00:00:00,01:54:00,01:54:00,03:39:00,03:39:00,04:31:00,04:33:00,06:20:00,06:22:00,10:29:00,10:43:00,12:34:00,12:40:00,14:04:00,14:16:00,17:05:00,18:06:00,19:23:00,19:30:00,20:48:00,23:08:00,27:58:00,28:38:00,31:27:00,31:34:00,33:51:00,33:53:00,35:23:00
16,14,171,Erich,Peitzsch,male,33,MT,US,00:00:00,02:13:00,02:16:00,04:09:00,04:09:00,05:09:00,05:10:00,07:15:00,07:21:00,12:10:00,12:37:00,14:53:00,15:07:00,17:07:00,17:31:00,20:24:00,20:49:00,22:34:00,22:36:00,24:03:00,24:12:00,28:28:00,28:48:00,31:41:00,31:45:00,34:28:00,34:28:00,35:51:00
17,15,180,Billy,Simpson,male,56,TN,US,00:00:00,02:25:00,02:27:00,04:39:00,04:40:00,05:44:00,05:45:00,07:57:00,08:02:00,13:05:00,13:13:00,15:23:00,15:27:00,17:36:00,17:59:00,20:44:00,20:55:00,22:31:00,22:36:00,23:57:00,24:09:00,28:29:00,28:40:00,31:35:00,31:39:00,34:27:00,34:27:00,35:55:00
18,16,157,Joe,Lea,male,41,NC,US,00:00:00,02:13:00,02:14:00,04:17:00,04:19:00,05:18:00,05:21:00,07:20:00,07:26:00,12:06:00,12:06:00,14:24:00,14:26:00,16:17:00,16:28:00,19:15:00,19:25:00,21:11:00,21:17:00,22:36:00,22:49:00,27:43:00,27:47:00,31:10:00,31:15:00,34:08:00,34:11:00,35:59:00
19,17,194,Nathan,Yanko,male,30,CA,US,00:00:00,02:15:00,02:16:00,04:12:00,04:12:00,05:09:00,05:10:00,07:11:00,07:12:00,11:35:00,11:35:00,13:31:00,13:33:00,15:22:00,15:33:00,17:43:00,17:46:00,19:16:00,19:20:00,20:49:00,20:56:00,26:35:00,28:05:00,31:17:00,31:29:00,34:15:00,34:18:00,36:03:00
20,18,126,Scott,Eppelman,male,45,TX,US,00:00:00,02:25:00,02:27:00,04:30:00,04:32:00,05:33:00,05:35:00,07:45:00,07:50:00,12:21:00,12:30:00,14:38:00,14:42:00,16:54:00,17:09:00,19:56:00,20:09:00,21:47:00,21:52:00,23:25:00,23:33:00,28:03:00,28:09:00,31:19:00,31:30:00,34:20:00,34:20:00,36:14:00
21,19,181,Aaron,Spurlock,male,36,ID,US,00:00:00,02:12:00,02:13:00,04:13:00,04:13:00,05:16:00,05:18:00,07:28:00,07:30:00,12:00:00,12:09:00,14:06:00,14:08:00,16:03:00,16:22:00,"","",20:33:00,20:37:00,22:16:00,22:34:00,27:26:00,27:58:00,31:19:00,31:30:00,34:19:00,34:22:00,36:26:00
22,20,21,Chris,Gerber,male,38,CO,US,00:00:00,02:16:00,02:18:00,04:27:00,04:28:00,05:31:00,05:34:00,07:42:00,07:51:00,13:03:00,13:05:00,15:28:00,15:28:00,17:47:00,18:39:00,20:54:00,20:56:00,23:08:00,23:13:00,24:28:00,24:54:00,29:40:00,29:45:00,32:33:00,32:33:00,35:20:00,35:22:00,36:55:00
23,21,18,Mike,Ehrlich,male,48,CO,US,00:00:00,02:21:00,02:24:00,04:28:00,04:30:00,05:34:00,05:36:00,07:48:00,07:49:00,12:04:00,12:11:00,14:15:00,14:15:00,16:19:00,16:31:00,19:38:00,19:44:00,21:27:00,21:30:00,23:09:00,23:22:00,28:11:00,28:26:00,31:41:00,31:49:00,34:47:00,34:57:00,37:01:00
24,22,11,Garrett,Graubins,male,39,CO,US,00:00:00,02:02:00,02:07:00,04:05:00,04:07:00,05:05:00,05:06:00,07:09:00,07:16:00,11:30:00,11:39:00,13:37:00,13:38:00,15:38:00,16:07:00,18:56:00,19:09:00,21:00:00,21:04:00,22:51:00,23:49:00,28:30:00,28:48:00,31:59:00,32:22:00,35:17:00,35:23:00,37:11:00
25,23,250,Daniel,Benhammou,male,31,CO,US,00:00:00,02:06:00,02:08:00,03:58:00,03:59:00,04:54:00,04:54:00,06:56:00,07:02:00,11:31:00,11:46:00,13:48:00,13:50:00,16:13:00,16:38:00,19:14:00,19:18:00,21:08:00,21:10:00,22:59:00,23:18:00,28:16:00,28:31:00,31:48:00,32:21:00,35:08:00,35:14:00,37:16:00
26,24,176,Wayne,Rancourt,male,49,ID,US,00:00:00,02:37:00,02:41:00,04:44:00,04:45:00,05:46:00,05:49:00,08:06:00,08:10:00,12:53:00,13:02:00,15:18:00,15:19:00,17:43:00,18:01:00,20:41:00,20:45:00,22:32:00,22:34:00,24:02:00,24:15:00,29:01:00,29:06:00,32:24:00,32:30:00,35:30:00,35:31:00,37:35:00
27,25,148,Christian,Johnson,male,40,UT,US,00:00:00,02:07:00,02:09:00,04:05:00,04:06:00,05:02:00,05:04:00,06:52:00,07:04:00,13:09:00,14:28:00,16:32:00,16:40:00,18:45:00,19:07:00,21:43:00,21:59:00,23:28:00,23:32:00,24:41:00,25:04:00,29:16:00,29:35:00,32:37:00,32:53:00,35:41:00,36:10:00,37:38:00
28,26,117,Ben,Corrales,male,38,UT,US,00:00:00,02:14:00,02:14:00,04:35:00,04:37:00,05:40:00,05:41:00,07:52:00,07:56:00,12:59:00,13:06:00,15:15:00,15:18:00,17:31:00,17:45:00,20:31:00,20:38:00,22:18:00,22:23:00,23:58:00,24:10:00,28:47:00,29:07:00,32:27:00,32:53:00,35:41:00,36:10:00,37:38:00
29,27,156,David,Larsen,male,40,OR,US,00:00:00,02:17:00,02:19:00,04:32:00,04:33:00,05:45:00,05:46:00,07:58:00,08:05:00,13:24:00,13:53:00,16:03:00,16:05:00,18:08:00,18:32:00,21:29:00,21:39:00,23:29:00,23:32:00,24:55:00,25:04:00,29:39:00,29:50:00,32:53:00,33:05:00,36:00:00,36:10:00,37:43:00
30,28,16,John,Hallsten,male,55,MT,US,00:00:00,02:24:00,02:26:00,04:20:00,04:21:00,05:20:00,05:22:00,07:28:00,07:34:00,12:03:00,12:21:00,14:36:00,14:41:00,17:19:00,17:54:00,20:59:00,21:15:00,23:11:00,23:15:00,24:49:00,25:04:00,29:35:00,29:47:00,32:58:00,33:07:00,36:13:00,36:13:00,38:07:00
31,29,22,Blake,Wood,male,53,NM,US,00:00:00,01:57:00,02:00:00,03:55:00,03:57:00,04:53:00,04:55:00,06:58:00,07:10:00,11:28:00,11:37:00,13:33:00,13:35:00,15:38:00,15:57:00,18:31:00,18:43:00,20:27:00,20:31:00,22:19:00,23:24:00,28:25:00,28:27:00,31:59:00,32:23:00,35:31:00,36:04:00,38:21:00
32,30,153,Scott,Kuhn,male,41,CO,US,00:00:00,02:39:00,02:44:00,05:01:00,05:05:00,06:13:00,06:16:00,08:42:00,08:53:00,13:54:00,14:08:00,16:30:00,16:37:00,19:05:00,19:24:00,22:08:00,22:20:00,23:58:00,24:02:00,25:27:00,25:44:00,30:08:00,30:11:00,33:10:00,33:23:00,36:05:00,36:13:00,38:22:00
33,31,9,Greg,Hartman,male,38,CO,US,00:00:00,02:16:00,02:18:00,04:38:00,04:40:00,05:46:00,05:48:00,08:06:00,08:11:00,13:30:00,13:52:00,16:10:00,16:25:00,18:28:00,18:52:00,21:41:00,21:53:00,23:43:00,23:46:00,25:07:00,25:24:00,30:05:00,30:14:00,33:33:00,33:48:00,36:54:00,37:00:00,38:40:00
34,32,28,Randy,Isler,male,54,NM,US,00:00:00,02:18:00,02:19:00,04:20:00,04:21:00,05:22:00,05:23:00,07:30:00,07:33:00,12:00:00,12:07:00,14:19:00,14:21:00,16:42:00,17:00:00,21:17:00,21:24:00,22:40:00,22:44:00,24:33:00,24:44:00,29:53:00,30:00:00,33:40:00,33:48:00,36:59:00,37:01:00,38:57:00
35,33,145,Julian,Jamison,male,38,MA,US,00:00:00,02:30:00,02:33:00,04:46:00,04:47:00,05:54:00,05:56:00,08:19:00,08:31:00,13:39:00,14:01:00,16:29:00,16:34:00,19:02:00,19:52:00,22:32:00,22:43:00,24:24:00,24:31:00,25:46:00,26:20:00,31:11:00,31:38:00,34:46:00,34:53:00,37:32:00,37:35:00,39:02:00
36,34,17,David,Pease,male,48,UT,US,00:00:00,02:22:00,02:25:00,04:35:00,04:36:00,05:41:00,05:44:00,07:59:00,08:07:00,13:30:00,13:42:00,16:05:00,16:08:00,18:36:00,19:05:00,22:14:00,22:28:00,24:24:00,24:30:00,25:52:00,26:18:00,30:48:00,31:00:00,34:04:00,34:11:00,37:21:00,37:22:00,39:03:00
37,35,30,Todd,Salzer,male,37,CO,US,00:00:00,02:20:00,02:23:00,04:28:00,04:29:00,05:29:00,05:32:00,07:46:00,07:59:00,13:01:00,13:14:00,15:24:00,15:29:00,17:52:00,18:33:00,21:25:00,21:39:00,23:28:00,23:32:00,24:50:00,25:11:00,29:38:00,29:54:00,32:55:00,33:14:00,36:00:00,36:10:00,39:14:00
38,3,7,Betsy,Nye,female,47,CA,US,00:00:00,02:24:00,02:27:00,04:37:00,04:38:00,05:45:00,05:47:00,08:06:00,08:10:00,13:03:00,13:05:00,15:35:00,15:38:00,18:14:00,18:30:00,21:16:00,21:30:00,23:19:00,23:25:00,25:00:00,25:12:00,30:07:00,30:12:00,33:39:00,33:44:00,37:02:00,37:04:00,39:17:00
39,36,128,Trevor,Garner,male,33,ID,US,00:00:00,02:14:00,02:16:00,04:06:00,04:08:00,05:04:00,05:07:00,07:02:00,07:19:00,13:11:00,15:10:00,17:29:00,17:33:00,19:58:00,20:28:00,23:00:00,23:05:00,24:48:00,24:50:00,26:07:00,26:18:00,30:55:00,31:16:00,"",34:41:00,37:28:00,37:28:00,39:31:00
40,37,186,PoDog,Vogler,male,45,AR,US,00:00:00,02:30:00,02:34:00,04:44:00,04:45:00,05:47:00,05:48:00,08:11:00,08:18:00,13:58:00,14:24:00,16:51:00,16:58:00,19:45:00,20:10:00,22:48:00,22:52:00,24:35:00,24:43:00,26:16:00,26:30:00,30:51:00,31:15:00,34:40:00,34:42:00,37:39:00,37:39:00,39:41:00
41,38,174,Michael,Popov,male,33,CA,US,00:00:00,02:28:00,02:29:00,04:54:00,04:56:00,06:11:00,06:16:00,08:45:00,08:53:00,14:18:00,15:18:00,17:00:00,17:00:00,19:10:00,19:28:00,22:32:00,22:43:00,24:18:00,24:20:00,25:46:00,25:58:00,30:51:00,30:51:00,34:58:00,34:58:00,38:09:00,38:11:00,39:49:00
42,39,169,Doug,Newton,male,35,CO,US,00:00:00,02:37:00,02:39:00,04:50:00,04:51:00,06:03:00,06:05:00,08:35:00,08:43:00,13:43:00,13:55:00,16:18:00,16:23:00,19:07:00,19:24:00,22:07:00,22:18:00,23:47:00,23:49:00,25:23:00,25:38:00,30:36:00,30:52:00,34:40:00,34:45:00,37:47:00,37:50:00,39:57:00
43,40,20,Scott,Olmer,male,40,CO,US,00:00:00,02:33:00,02:34:00,04:51:00,04:52:00,05:58:00,05:59:00,08:24:00,08:29:00,13:49:00,14:01:00,16:36:00,16:42:00,19:30:00,19:45:00,22:47:00,22:52:00,24:45:00,24:50:00,26:10:00,26:19:00,31:11:00,31:16:00,35:00:00,35:06:00,38:11:00,38:12:00,40:01:00
44,41,189,Philip,Wiley,male,50,CO,US,00:00:00,02:28:00,02:29:00,04:43:00,04:44:00,05:51:00,05:56:00,08:16:00,08:25:00,13:08:00,13:18:00,15:27:00,15:30:00,17:56:00,18:17:00,21:07:00,21:09:00,23:17:00,23:19:00,24:47:00,25:12:00,30:02:00,30:23:00,33:56:00,34:00:00,37:43:00,37:49:00,40:09:00
45,42,13,Scott,Brockmeier,male,49,GA,US,00:00:00,02:40:00,02:41:00,05:04:00,05:05:00,06:17:00,06:19:00,08:46:00,08:53:00,13:47:00,14:02:00,16:15:00,16:17:00,18:35:00,18:51:00,21:55:00,22:04:00,23:51:00,23:56:00,25:17:00,25:36:00,30:21:00,30:32:00,33:56:00,34:16:00,37:58:00,38:00:00,40:13:00
46,43,15,Kris,Quandt,male,37,WY,US,00:00:00,02:27:00,02:28:00,04:35:00,04:37:00,05:40:00,05:41:00,07:58:00,08:07:00,12:55:00,13:21:00,15:40:00,15:43:00,18:26:00,18:52:00,22:30:00,23:23:00,25:01:00,25:09:00,26:52:00,27:14:00,32:10:00,32:30:00,35:51:00,36:02:00,38:51:00,38:54:00,40:55:00
47,44,159,Jeff,List,male,52,MA,US,00:00:00,02:43:00,02:46:00,05:08:00,05:08:00,06:25:00,06:29:00,09:07:00,09:09:00,14:54:00,15:03:00,17:32:00,17:34:00,20:11:00,20:33:00,23:25:00,23:34:00,25:12:00,25:17:00,26:52:00,27:09:00,32:11:00,32:27:00,35:45:00,35:51:00,38:38:00,38:48:00,40:57:00
48,45,179,Paul,Schoenlaub,male,52,MO,US,00:00:00,02:30:00,02:33:00,05:05:00,05:05:00,06:13:00,06:15:00,08:38:00,08:51:00,13:52:00,14:05:00,16:33:00,16:40:00,18:59:00,19:38:00,22:38:00,22:43:00,24:31:00,24:33:00,25:46:00,26:17:00,31:16:00,31:32:00,35:34:00,35:39:00,38:29:00,38:32:00,41:18:00
49,46,32,Mark,Heaphy,male,49,MT,US,00:00:00,02:45:00,02:54:00,05:20:00,05:21:00,06:35:00,06:38:00,09:10:00,09:30:00,14:41:00,15:17:00,18:05:00,18:08:00,20:44:00,21:12:00,24:20:00,24:22:00,25:54:00,26:10:00,27:14:00,27:36:00,32:11:00,32:26:00,35:37:00,35:44:00,38:51:00,38:52:00,41:51:00
50,4,23,Tina,Ure,female,52,CA,US,00:00:00,02:42:00,02:46:00,04:59:00,05:04:00,06:07:00,06:13:00,08:22:00,08:40:00,13:24:00,13:48:00,16:03:00,16:08:00,18:24:00,19:30:00,22:08:00,22:28:00,24:19:00,24:24:00,26:00:00,27:01:00,31:50:00,33:04:00,36:11:00,36:18:00,39:51:00,40:04:00,41:58:00
51,47,122,Luis,De Arriba India,male,44,,ES,00:00:00,02:47:00,02:49:00,05:18:00,05:24:00,06:37:00,06:39:00,09:07:00,09:27:00,14:54:00,15:13:00,17:50:00,17:58:00,20:20:00,20:46:00,23:46:00,23:56:00,25:48:00,25:53:00,27:14:00,27:40:00,32:32:00,32:55:00,35:56:00,36:03:00,39:43:00,39:51:00,42:04:00
52,5,110,Tara,Burton,female,39,CO,US,00:00:00,02:38:00,02:41:00,05:00:00,05:02:00,06:11:00,06:14:00,08:39:00,08:53:00,13:53:00,14:03:00,16:39:00,16:45:00,19:30:00,19:46:00,22:49:00,23:08:00,24:51:00,25:01:00,26:47:00,27:05:00,32:50:00,32:52:00,36:25:00,36:33:00,39:51:00,39:59:00,42:14:00
53,6,191,Andrea,Williams,female,30,CO,US,00:00:00,02:33:00,02:41:00,04:55:00,04:56:00,06:06:00,06:09:00,08:32:00,08:42:00,13:31:00,13:45:00,15:59:00,16:05:00,18:11:00,18:31:00,21:38:00,21:53:00,23:40:00,23:46:00,25:02:00,25:26:00,31:02:00,31:05:00,34:59:00,35:04:00,39:31:00,39:49:00,42:22:00
54,48,168,Josh,Mietz,male,32,NE,US,00:00:00,01:59:00,01:59:00,04:16:00,04:16:00,05:29:00,05:36:00,07:57:00,08:05:00,13:38:00,15:38:00,18:08:00,18:16:00,20:50:00,21:17:00,23:50:00,24:07:00,25:48:00,25:54:00,27:25:00,27:48:00,32:05:00,32:21:00,35:40:00,35:54:00,39:43:00,40:11:00,42:40:00
55,49,125,Jay,Dobrowalski,male,32,CA,US,00:00:00,02:20:00,02:24:00,04:47:00,04:50:00,05:59:00,06:06:00,08:34:00,08:55:00,14:24:00,14:36:00,17:21:00,17:29:00,20:11:00,20:31:00,23:18:00,23:47:00,25:25:00,25:37:00,27:15:00,27:53:00,33:15:00,33:30:00,37:19:00,37:37:00,41:03:00,41:12:00,43:45:00
56,7,27,Diane,Van Deren,female,51,CO,US,00:00:00,02:29:00,02:30:00,04:51:00,04:52:00,06:03:00,06:05:00,08:38:00,08:43:00,13:51:00,13:59:00,16:45:00,16:50:00,19:55:00,20:10:00,23:22:00,23:27:00,25:18:00,25:21:00,27:16:00,27:26:00,32:34:00,32:55:00,36:37:00,36:37:00,41:07:00,41:10:00,43:46:00
57,50,19,Kirk,Apt,male,49,CO,US,00:00:00,02:33:00,02:39:00,04:53:00,04:56:00,06:07:00,06:13:00,08:43:00,08:53:00,13:52:00,13:55:00,16:30:00,16:42:00,19:16:00,19:37:00,22:24:00,22:42:00,24:36:00,24:43:00,26:24:00,26:49:00,32:23:00,32:41:00,36:26:00,36:43:00,41:03:00,41:19:00,43:47:00
58,51,14,Chris,Twiggs,male,41,FL,US,00:00:00,02:24:00,02:27:00,05:08:00,05:09:00,06:29:00,06:32:00,09:14:00,09:18:00,15:33:00,16:26:00,19:30:00,19:42:00,22:47:00,23:04:00,25:42:00,25:46:00,27:24:00,27:28:00,28:44:00,28:53:00,33:16:00,33:28:00,37:09:00,37:14:00,41:04:00,41:19:00,43:51:00
59,52,39,Dennis,Drey,male,60,NM,US,00:00:00,02:48:00,02:51:00,05:25:00,05:29:00,06:41:00,06:43:00,09:15:00,09:29:00,14:35:00,14:37:00,17:45:00,17:50:00,20:45:00,21:08:00,24:19:00,24:26:00,26:11:00,26:15:00,27:48:00,28:05:00,33:20:00,33:34:00,37:20:00,37:31:00,41:04:00,41:13:00,43:57:00
60,53,197,Tim,Long,male,44,CO,US,00:00:00,02:20:00,02:26:00,04:29:00,04:31:00,05:29:00,05:33:00,07:41:00,07:50:00,12:55:00,13:16:00,15:40:00,16:13:00,18:40:00,19:20:00,22:07:00,22:18:00,23:49:00,23:56:00,25:23:00,25:40:00,30:40:00,31:04:00,35:37:00,35:50:00,40:33:00,41:10:00,44:17:00
61,8,104,Marcy,Beard,female,42,NY,US,00:00:00,02:57:00,03:00:00,05:28:00,05:28:00,06:38:00,06:41:00,09:15:00,09:30:00,15:20:00,15:23:00,18:10:00,18:15:00,21:11:00,21:25:00,24:57:00,25:03:00,26:57:00,27:02:00,28:30:00,28:49:00,34:25:00,34:45:00,38:19:00,38:26:00,42:05:00,42:07:00,44:32:00
62,54,123,Rich,DeSimone,male,60,MT,US,00:00:00,02:46:00,02:51:00,05:14:00,05:15:00,06:31:00,06:33:00,09:14:00,09:22:00,14:40:00,14:55:00,17:35:00,17:43:00,20:44:00,20:59:00,23:42:00,23:52:00,25:43:00,25:48:00,27:39:00,27:57:00,32:38:00,33:10:00,37:05:00,37:16:00,41:53:00,41:59:00,44:41:00
63,55,165,Mike,Mason,male,41,NC,US,00:00:00,02:13:00,02:14:00,04:20:00,04:20:00,05:21:00,05:24:00,07:22:00,07:28:00,11:22:00,11:26:00,13:25:00,13:26:00,15:32:00,15:46:00,22:06:00,23:32:00,25:08:00,25:13:00,26:40:00,26:50:00,31:58:00,32:59:00,37:37:00,37:44:00,42:05:00,42:05:00,44:51:00
64,56,193,Rodger,Wrublik,male,54,CO,US,00:00:00,02:49:00,02:50:00,05:27:00,05:28:00,06:44:00,06:45:00,09:28:00,09:33:00,15:37:00,15:54:00,18:45:00,19:00:00,21:39:00,22:16:00,25:39:00,26:17:00,28:11:00,28:16:00,29:50:00,30:05:00,35:45:00,35:58:00,39:26:00,39:28:00,43:04:00,43:06:00,45:13:00
65,57,105,Neil,Blake,male,46,NM,US,00:00:00,02:33:00,02:39:00,05:00:00,05:02:00,06:12:00,06:13:00,08:43:00,08:53:00,14:08:00,14:09:00,17:20:00,17:28:00,20:51:00,21:18:00,24:49:00,24:55:00,26:36:00,26:40:00,28:16:00,28:35:00,34:04:00,34:30:00,37:58:00,38:02:00,41:55:00,42:01:00,45:13:00
66,58,34,Ken,Ward,male,54,OR,US,00:00:00,02:33:00,02:39:00,05:09:00,05:11:00,06:29:00,06:31:00,09:13:00,09:34:00,14:54:00,15:21:00,18:00:00,18:08:00,20:52:00,21:22:00,24:22:00,24:31:00,26:18:00,26:22:00,27:56:00,28:27:00,33:40:00,34:09:00,38:00:00,38:09:00,42:09:00,42:20:00,45:18:00
67,59,178,Joe,Salette,male,61,CO,US,00:00:00,02:42:00,02:47:00,05:15:00,05:19:00,06:34:00,06:34:00,09:14:00,09:26:00,14:45:00,15:05:00,17:34:00,17:41:00,20:44:00,21:20:00,24:20:00,24:29:00,26:05:00,26:11:00,28:04:00,28:24:00,34:43:00,34:43:00,38:24:00,38:47:00,42:50:00,42:56:00,45:47:00
68,60,198,Bruce,Grant,male,46,BC,CA,00:00:00,02:23:00,02:26:00,04:48:00,04:48:00,05:51:00,05:53:00,08:11:00,08:18:00,13:27:00,13:48:00,15:26:00,16:33:00,18:58:00,19:33:00,22:54:00,23:47:00,25:43:00,25:51:00,27:18:00,27:48:00,33:31:00,33:59:00,38:15:00,38:37:00,43:02:00,43:10:00,45:55:00
69,61,200,Robert,Andrulis,male,44,AZ,US,00:00:00,02:38:00,02:43:00,05:13:00,05:16:00,06:34:00,06:38:00,09:19:00,09:42:00,15:32:00,15:56:00,18:28:00,18:32:00,21:22:00,21:58:00,25:12:00,25:12:00,27:16:00,27:22:00,29:08:00,29:30:00,34:58:00,35:19:00,38:49:00,38:55:00,43:10:00,43:12:00,46:05:00
70,62,133,Ken,Gordon,male,46,NM,US,00:00:00,02:33:00,02:36:00,04:56:00,05:01:00,06:11:00,06:15:00,08:39:00,08:48:00,14:25:00,15:18:00,18:45:00,19:23:00,22:06:00,23:14:00,25:55:00,26:01:00,27:50:00,28:06:00,29:24:00,29:39:00,34:55:00,35:33:00,39:33:00,40:17:00,44:09:00,44:14:00,46:21:00
