Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
71,63,25,Kristen,Kern,male,47,NM,US,00:00:00,02:47:00,02:51:00,05:25:00,05:29:00,06:38:00,06:40:00,09:08:00,09:21:00,14:49:00,15:34:00,18:17:00,18:27:00,21:12:00,22:04:00,25:11:00,25:31:00,27:22:00,27:27:00,28:55:00,29:19:00,35:17:00,35:40:00,39:33:00,39:59:00,43:59:00,44:10:00,46:33:00
72,64,134,Larry,Hall,male,57,IL,US,00:00:00,02:24:00,02:29:00,04:52:00,04:53:00,06:07:00,06:08:00,08:38:00,08:48:00,13:57:00,14:12:00,17:02:00,17:18:00,20:58:00,21:31:00,24:16:00,24:32:00,26:22:00,26:28:00,28:00:00,28:21:00,33:29:00,33:51:00,38:03:00,38:05:00,43:28:00,43:33:00,46:51:00
73,65,160,Douglas,Long,male,29,HI,US,00:00:00,02:46:00,02:46:00,05:15:00,05:22:00,06:39:00,06:44:00,09:22:00,09:35:00,15:10:00,15:46:00,20:00:00,20:07:00,22:46:00,23:09:00,25:52:00,26:15:00,28:11:00,28:20:00,29:50:00,30:05:00,35:31:00,36:12:00,40:07:00,40:40:00,44:37:00,44:42:00,46:57:00
74,66,127,James,Ficke,male,50,TX,US,00:00:00,02:29:00,02:30:00,04:48:00,04:49:00,06:11:00,06:15:00,08:40:00,08:51:00,14:07:00,14:27:00,16:58:00,17:05:00,20:11:00,22:01:00,24:52:00,24:55:00,26:44:00,26:50:00,28:25:00,29:00:00,35:16:00,35:25:00,39:25:00,39:34:00,43:59:00,44:04:00,47:01:00
75,67,163,Ryan,Martin,male,42,CO,US,00:00:00,02:45:00,02:49:00,05:20:00,05:25:00,06:48:00,06:51:00,09:40:00,09:51:00,15:42:00,15:57:00,18:37:00,18:45:00,21:56:00,22:16:00,25:27:00,25:35:00,27:29:00,27:34:00,29:20:00,29:35:00,35:38:00,35:48:00,40:07:00,40:20:00,44:27:00,44:34:00,47:19:00
76,68,31,Stan,Ferguson,male,48,AR,US,00:00:00,02:45:00,02:53:00,05:11:00,05:12:00,06:23:00,06:26:00,09:04:00,09:15:00,14:53:00,15:31:00,18:31:00,18:35:00,21:23:00,22:05:00,25:04:00,25:08:00,27:20:00,27:29:00,29:11:00,29:12:00,34:59:00,35:15:00,39:42:00,39:56:00,44:28:00,44:32:00,47:23:00
77,69,142,Wolfgang,Hoefle,male,51,,,00:00:00,02:47:00,02:52:00,05:36:00,05:42:00,07:07:00,07:12:00,10:09:00,10:26:00,16:42:00,17:01:00,20:10:00,20:23:00,23:18:00,23:56:00,27:04:00,27:17:00,29:27:00,29:33:00,31:06:00,31:17:00,37:03:00,37:18:00,41:25:00,41:31:00,45:05:00,45:05:00,47:30:00
78,70,184,Scott,Tomchick,male,46,WA,US,00:00:00,03:08:00,03:11:00,05:35:00,05:36:00,06:54:00,06:59:00,10:00:00,10:15:00,16:18:00,16:38:00,19:15:00,19:21:00,22:11:00,22:45:00,25:27:00,25:39:00,27:22:00,27:30:00,29:17:00,29:49:00,34:51:00,35:13:00,38:54:00,39:11:00,42:30:00,42:39:00,47:31:00
79,71,29,Gregory,Trapp,male,49,OH,US,00:00:00,03:12:00,03:19:00,06:08:00,06:15:00,07:32:00,07:38:00,10:23:00,10:37:00,16:35:00,17:11:00,20:00:00,20:06:00,23:07:00,23:51:00,26:50:00,27:02:00,29:13:00,29:18:00,30:45:00,30:54:00,36:23:00,36:35:00,41:04:00,41:21:00,45:05:00,45:07:00,47:40:00
80,72,115,Bob,Combs,male,44,OH,US,00:00:00,02:47:00,02:53:00,05:31:00,05:32:00,06:46:00,06:49:00,09:31:00,09:41:00,15:34:00,15:57:00,18:51:00,18:57:00,21:49:00,22:16:00,25:55:00,26:11:00,28:16:00,28:25:00,29:52:00,30:04:00,36:40:00,37:05:00,41:46:00,41:52:00,45:20:00,45:21:00,47:40:00
81,73,151,Les,Jones,male,53,TN,US,00:00:00,02:45:00,02:48:00,05:38:00,05:41:00,07:02:00,07:05:00,09:55:00,10:13:00,16:22:00,16:25:00,19:45:00,19:47:00,23:02:00,23:21:00,26:16:00,26:21:00,28:32:00,28:38:00,30:48:00,31:05:00,36:44:00,37:07:00,41:27:00,41:38:00,45:39:00,45:39:00,""
82,74,187,Adam,Watters,male,39,NM,US,00:00:00,02:47:00,02:54:00,05:39:00,05:43:00,07:11:00,07:17:00,10:16:00,10:39:00,17:26:00,18:58:00,22:07:00,22:57:00,25:17:00,25:50:00,28:50:00,29:01:00,31:11:00,31:17:00,32:48:00,33:10:00,38:34:00,38:54:00,42:36:00,43:01:00,46:12:00,46:13:00,""
83,75,143,Rick,Hoopes,male,57,NE,US,00:00:00,02:38:00,02:39:00,05:03:00,05:05:00,06:11:00,06:14:00,08:41:00,08:52:00,13:44:00,13:48:00,16:13:00,16:18:00,18:34:00,18:56:00,21:28:00,21:37:00,23:37:00,23:43:00,25:15:00,25:32:00,31:43:00,31:50:00,36:33:00,"","","",""
84,76,108,Howard,Breinan,male,43,CT,US,00:00:00,02:33:00,02:34:00,05:04:00,05:06:00,06:14:00,06:17:00,08:31:00,08:45:00,13:38:00,14:03:00,16:37:00,16:47:00,19:06:00,19:31:00,22:31:00,22:42:00,24:29:00,24:33:00,25:58:00,26:44:00,31:40:00,32:05:00,36:04:00,37:10:00,"","",""
85,77,45,Eric,Hodges,male,62,CO,US,00:00:00,02:46:00,02:52:00,05:12:00,05:15:00,06:31:00,06:34:00,09:19:00,09:49:00,15:27:00,16:02:00,19:02:00,19:10:00,22:18:00,23:24:00,26:27:00,26:45:00,28:39:00,28:47:00,30:29:00,31:10:00,36:10:00,36:32:00,41:34:00,"","","",""
86,78,167,Karl,Meltzer,male,44,UT,US,00:00:00,01:59:00,01:59:00,03:53:00,03:53:00,04:50:00,04:51:00,06:42:00,06:44:00,10:14:00,10:14:00,12:01:00,12:03:00,13:25:00,13:27:00,15:33:00,15:38:00,16:54:00,16:57:00,17:59:00,18:23:00,24:58:00,"","","","","",""
87,79,140,Zach,Hermsen,male,34,CO,US,00:00:00,02:15:00,02:16:00,04:11:00,04:12:00,05:10:00,05:11:00,07:12:00,07:17:00,11:46:00,11:55:00,13:54:00,13:57:00,16:03:00,16:14:00,18:45:00,18:52:00,20:49:00,20:54:00,22:55:00,23:25:00,29:09:00,"","","","","",""
88,80,137,Andrew,Heard,male,45,AZ,US,00:00:00,02:08:00,02:10:00,04:11:00,04:12:00,05:07:00,05:08:00,07:09:00,07:13:00,11:52:00,11:52:00,14:12:00,14:14:00,16:34:00,16:57:00,19:37:00,19:41:00,21:46:00,21:52:00,23:50:00,24:10:00,31:37:00,"","","","","",""
89,81,10,Tim,Stroh,male,49,WA,US,00:00:00,02:24:00,02:26:00,04:37:00,04:40:00,05:45:00,05:46:00,07:58:00,08:09:00,12:54:00,13:04:00,15:15:00,15:19:00,17:30:00,18:14:00,20:46:00,21:01:00,22:33:00,22:36:00,23:57:00,24:09:00,29:35:00,35:00:00,"","","","",""
90,82,199,Allan,Holtz,male,61,MN,US,00:00:00,03:26:00,03:28:00,06:45:00,06:46:00,08:12:00,08:13:00,11:26:00,11:30:00,19:14:00,19:26:00,22:55:00,22:58:00,25:49:00,25:55:00,29:43:00,29:45:00,31:48:00,31:55:00,33:45:00,34:00:00,41:39:00,"","","","","",""
91,83,121,Jean,Jacques D'Aquin,male,72,CO,US,00:00:00,03:12:00,03:17:00,06:15:00,06:18:00,07:57:00,08:05:00,11:01:00,11:17:00,18:21:00,18:55:00,21:55:00,21:55:00,24:57:00,25:30:00,29:08:00,29:17:00,32:03:00,32:10:00,34:25:00,34:29:00,42:04:00,"","","","","",""
92,9,46,Jennifer,Roach,female,58,CO,US,00:00:00,03:09:00,03:12:00,06:11:00,06:13:00,07:40:00,07:44:00,10:53:00,11:00:00,18:18:00,18:33:00,22:17:00,22:22:00,25:52:00,26:01:00,29:43:00,29:49:00,32:28:00,32:33:00,34:34:00,34:41:00,43:01:00,"","","","","",""
93,84,1,Jared,Campbell,male,32,UT,US,00:00:00,01:53:00,01:54:00,03:33:00,03:33:00,04:24:00,04:24:00,06:18:00,06:20:00,10:08:00,10:09:00,12:02:00,12:04:00,13:41:00,13:47:00,16:18:00,17:28:00,18:51:00,18:55:00,21:52:00,21:52:00,"","","","","","",""
94,85,130,Bill,Geist,male,41,NM,US,00:00:00,02:30:00,02:32:00,04:39:00,04:40:00,05:42:00,05:43:00,07:49:00,07:59:00,12:14:00,12:26:00,14:34:00,14:36:00,16:44:00,17:09:00,20:06:00,20:33:00,22:20:00,22:27:00,25:13:00,"","","","","","","",""
95,10,12,Betsy,Kalmeyer,female,50,CO,US,00:00:00,02:20:00,02:24:00,04:39:00,04:45:00,05:46:00,05:53:00,08:06:00,08:24:00,13:21:00,13:54:00,16:05:00,16:07:00,18:43:00,20:14:00,23:08:00,23:08:00,"","","","","","","","","","",""
96,86,103,James,Ballard,male,61,OR,US,00:00:00,03:04:00,03:10:00,05:46:00,05:48:00,07:15:00,07:23:00,10:29:00,10:50:00,17:01:00,17:23:00,20:27:00,20:43:00,24:22:00,24:51:00,28:46:00,28:46:00,"","","","","","","","","","",""
97,87,118,Nick,Coury,male,24,AZ,US,00:00:00,02:06:00,02:08:00,04:03:00,04:04:00,05:02:00,05:02:00,06:54:00,06:56:00,11:11:00,11:18:00,13:38:00,13:47:00,16:28:00,16:28:00,"","","","","","","","","","","","",""
98,88,136,David,Hayes,male,44,UT,US,00:00:00,02:14:00,02:18:00,04:10:00,04:10:00,05:09:00,05:10:00,07:10:00,07:16:00,11:35:00,11:43:00,14:00:00,14:24:00,16:24:00,17:26:00,"","","","","","","","","","","","",""
99,89,109,Mike,Burke,male,61,OR,US,00:00:00,02:38:00,02:40:00,05:03:00,05:04:00,06:12:00,06:14:00,08:39:00,08:45:00,13:44:00,13:59:00,16:33:00,16:39:00,18:45:00,18:58:00,"","","","","","","","","","","","",""
100,90,144,Mike,James,male,40,MT,US,00:00:00,02:52:00,02:55:00,05:36:00,05:43:00,07:03:00,07:08:00,09:47:00,09:58:00,15:27:00,15:48:00,18:27:00,18:33:00,21:11:00,21:11:00,"","","","","","","","","","","","",""
101,91,37,Mike,Price,male,61,UT,US,00:00:00,02:45:00,02:47:00,05:27:00,05:31:00,06:43:00,06:46:00,09:18:00,09:37:00,15:32:00,15:59:00,18:48:00,18:53:00,22:15:00,22:15:00,"","","","","","","","","","","","",""
102,92,154,Willie,Lambert,male,49,UT,US,00:00:00,02:46:00,02:52:00,05:33:00,05:36:00,06:57:00,07:02:00,09:56:00,10:06:00,16:13:00,16:27:00,19:20:00,19:23:00,22:28:00,22:28:00,"","","","","","","","","","","","",""
103,93,173,Steve,Petersen,male,56,OR,US,00:00:00,02:49:00,02:54:00,05:43:00,05:46:00,07:11:00,07:14:00,10:05:00,10:19:00,16:41:00,17:31:00,20:07:00,20:15:00,23:18:00,23:18:00,"","","","","","","","","","","","",""
104,94,41,Scott,Snyder,male,56,CO,US,00:00:00,02:58:00,02:59:00,05:48:00,05:50:00,07:14:00,07:19:00,10:02:00,10:07:00,16:28:00,16:28:00,18:19:00,19:25:00,23:19:00,23:21:00,"","","","","","","","","","","","",""
105,95,177,Gerry,Roach,male,68,CO,US,00:00:00,02:54:00,02:59:00,05:40:00,05:43:00,07:03:00,07:09:00,09:58:00,10:14:00,16:32:00,16:59:00,20:04:00,20:07:00,23:26:00,23:26:00,"","","","","","","","","","","","",""
106,11,42,Kristina,Irvin,female,53,CA,US,00:00:00,03:04:00,03:12:00,05:56:00,05:59:00,07:24:00,07:32:00,10:32:00,10:45:00,16:52:00,17:16:00,20:10:00,20:20:00,23:49:00,23:49:00,"","","","","","","","","","","","",""
107,12,38,Rickie,Redland,female,57,CO,US,00:00:00,03:02:00,03:07:00,05:49:00,05:51:00,07:14:00,07:18:00,10:17:00,10:25:00,16:47:00,17:04:00,20:06:00,20:08:00,24:00:00,24:00:00,"","","","","","","","","","","","",""
108,96,141,George,Hitzfeld,male,51,TX,US,00:00:00,03:05:00,03:16:00,06:08:00,06:12:00,07:37:00,07:45:00,11:10:00,11:55:00,18:17:00,19:04:00,22:01:00,22:04:00,25:23:00,"","","","","","","","","","","","","",""
109,97,147,Stuart,Johnson,male,52,KS,US,00:00:00,02:49:00,02:52:00,05:34:00,05:36:00,07:01:00,07:04:00,10:01:00,10:13:00,16:32:00,16:54:00,20:21:00,20:26:00,25:50:00,26:00:00,"","","","","","","","","","","","",""
110,98,24,Tom,Stockton,male,51,NM,US,00:00:00,02:33:00,02:37:00,04:50:00,04:50:00,05:54:00,05:56:00,08:07:00,08:16:00,13:04:00,13:20:00,16:00:00,16:08:00,18:53:00,27:20:00,"","","","","","","","","","","","",""
111,99,152,Richard,Knapp,male,59,NM,US,00:00:00,03:18:00,03:34:00,06:12:00,06:18:00,07:41:00,07:48:00,10:45:00,11:05:00,18:52:00,19:38:00,23:15:00,23:20:00,28:00:00,28:00:00,"","","","","","","","","","","","",""
112,100,146,Jack,Jewell,male,57,CO,US,00:00:00,02:53:00,02:58:00,05:38:00,05:41:00,07:02:00,07:05:00,09:54:00,10:08:00,16:04:00,16:23:00,20:05:00,20:26:00,24:30:00,30:00:00,"","","","","","","","","","","","",""
113,101,175,Joe,Prusaitis,male,57,TX,US,00:00:00,02:45:00,02:46:00,05:45:00,05:50:00,07:08:00,07:11:00,09:48:00,10:11:00,17:14:00,18:28:00,21:47:00,21:55:00,24:59:00,35:00:00,"","","","","","","","","","","","",""
114,102,40,Kerry,Collings,male,62,UT,US,00:00:00,02:53:00,02:58:00,05:36:00,05:38:00,07:02:00,07:06:00,10:05:00,10:38:00,16:50:00,17:18:00,20:37:00,20:50:00,24:41:00,41:00:00,"","","","","","","","","","","","",""
115,103,26,Randy,Wojno,male,52,CO,US,00:00:00,02:53:00,03:07:00,05:54:00,05:59:00,07:22:00,07:27:00,10:23:00,10:31:00,16:32:00,16:51:00,20:03:00,20:13:00,"","","","","","","","","","","","","","",""
116,104,8,Glenn,Mackie,male,49,TX,US,00:00:00,02:15:00,02:17:00,04:14:00,04:14:00,05:12:00,05:13:00,07:13:00,07:16:00,11:34:00,11:34:00,"","","","","","","","","","","","","","","","",""
117,13,164,Nerea,Martinez Urruzola,female,39,,ES,00:00:00,02:06:00,02:07:00,03:59:00,03:59:00,04:52:00,04:53:00,06:48:00,06:49:00,12:50:00,12:50:00,"","","","","","","","","","","","","","","","",""
118,105,162,John,Machray,male,58,BC,CA,00:00:00,02:47:00,02:52:00,06:11:00,06:19:00,07:49:00,07:58:00,"","",14:07:00,14:07:00,"","","","","","","","","","","","","","","","",""
119,106,185,James,Varner,male,34,WA,US,00:00:00,02:20:00,02:22:00,04:28:00,04:29:00,05:31:00,05:33:00,07:59:00,08:06:00,14:34:00,14:34:00,"","","","","","","","","","","","","","","","",""
120,107,166,Ryan,McDonald,male,38,CA,US,00:00:00,02:43:00,02:46:00,05:15:00,05:20:00,06:36:00,06:41:00,09:24:00,09:38:00,15:59:00,15:59:00,"","","","","","","","","","","","","","","","",""
121,108,172,Steve,Pero,male,60,NM,US,00:00:00,02:45:00,02:48:00,05:10:00,05:10:00,06:29:00,06:30:00,09:13:00,09:33:00,16:00:00,16:00:00,"","","","","","","","","","","","","","","","",""
122,109,138,Jeff,Heasley,male,44,CO,US,00:00:00,02:50:00,02:53:00,05:36:00,05:38:00,07:00:00,07:02:00,09:50:00,10:00:00,16:00:00,16:00:00,"","","","","","","","","","","","","","","","",""
123,110,161,Greg,Loomis,male,37,VA,US,00:00:00,02:45:00,02:52:00,05:16:00,05:23:00,06:36:00,06:39:00,09:39:00,10:05:00,16:24:00,16:24:00,"","","","","","","","","","","","","","","","",""
124,111,113,Odin,Christensen,male,64,CO,US,00:00:00,02:47:00,02:53:00,05:30:00,05:33:00,06:57:00,07:00:00,09:57:00,10:11:00,16:31:00,16:31:00,"","","","","","","","","","","","","","","","",""
125,112,149,Lance,Johnson,male,45,NM,US,00:00:00,02:45:00,02:47:00,05:33:00,05:33:00,06:54:00,07:01:00,09:44:00,10:09:00,16:31:00,16:31:00,"","","","","","","","","","","","","","","","",""
126,113,36,Wendell,Doman,male,52,CA,US,00:00:00,02:47:00,02:48:00,05:48:00,05:49:00,07:17:00,07:19:00,10:09:00,10:15:00,16:44:00,16:44:00,"","","","","","","","","","","","","","","","",""
127,114,102,Jim,Baker,male,61,OK,US,00:00:00,02:58:00,03:07:00,05:03:00,05:04:00,07:15:00,07:22:00,10:16:00,10:24:00,16:45:00,16:45:00,"","","","","","","","","","","","","","","","",""
128,115,129,Jean-Francois,Geiss,male,58,,,00:00:00,02:45:00,02:47:00,05:29:00,05:30:00,06:56:00,06:59:00,09:52:00,10:10:00,16:48:00,16:48:00,"","","","","","","","","","","","","","","","",""
129,116,192,Allen,Wrinkle,male,47,TX,US,00:00:00,02:46:00,02:54:00,05:42:00,05:44:00,07:08:00,07:11:00,10:07:00,10:41:00,16:51:00,16:51:00,"","","","","","","","","","","","","","","","",""
130,117,188,Markus,Wiaderek,male,,,,00:00:00,02:45:00,02:47:00,05:15:00,05:21:00,06:49:00,06:52:00,09:53:00,10:14:00,16:53:00,16:53:00,"","","","","","","","","","","","","","","","",""
131,118,43,Rick,Pearcy,male,58,CO,US,00:00:00,03:03:00,03:08:00,05:50:00,05:51:00,07:24:00,07:27:00,10:33:00,10:43:00,18:21:00,18:21:00,"","","","","","","","","","","","","","","","",""
132,119,44,Marty,Fritzhand,male,,OH,US,00:00:00,02:48:00,02:52:00,05:42:00,05:43:00,07:08:00,07:13:00,10:11:00,10:29:00,18:22:00,18:22:00,"","","","","","","","","","","","","","","","",""
133,14,155,Kathie,Lang,female,62,OR,US,00:00:00,03:18:00,03:34:00,06:40:00,06:42:00,08:10:00,08:11:00,11:12:00,11:19:00,19:35:00,19:35:00,"","","","","","","","","","","","","","","","",""
134,120,139,Roy,Heger,male,57,OH,US,00:00:00,03:21:00,03:24:00,06:31:00,06:34:00,08:03:00,08:09:00,11:15:00,11:31:00,18:01:00,20:09:00,"","","","","","","","","","","","","","","","",""
135,15,196,Deb,Pero,female,57,NM,US,00:00:00,03:15:00,03:17:00,06:30:00,06:34:00,08:03:00,08:11:00,11:15:00,11:38:00,20:35:00,20:35:00,"","","","","","","","","","","","","","","","",""
136,121,183,Bruce,Swanson,male,48,NY,US,00:00:00,02:33:00,02:34:00,05:02:00,05:05:00,06:21:00,06:24:00,09:27:00,09:27:00,"","","","","","","","","","","","","","","","","","",""
137,122,119,Charlie,Culver,male,31,CO,US,00:00:00,02:46:00,02:52:00,05:37:00,05:39:00,07:10:00,07:14:00,10:26:00,10:26:00,"","","","","","","","","","","","","","","","","","",""
138,16,107,Elizabeth,Bouquet,female,60,CO,US,00:00:00,03:00:00,03:03:00,05:55:00,06:00:00,07:31:00,07:34:00,10:39:00,10:58:00,"","","","","","","","","","","","","","","","","","",""
139,123,131,Michael,Gleman,male,63,FL,US,00:00:00,03:08:00,03:12:00,06:36:00,06:39:00,08:27:00,08:30:00,16:00:00,"","","","","","","","","","","","","","","","","","","",""
140,124,190,Stephen,Wilkinson,male,47,MA,US,00:00:00,03:54:00,04:02:00,"","","","","","","","","","","","","","","","","","","","","","","","",""
