Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
73,66,170,William,Stenzel,male,27,CA,US,00:00:00,02:56:00,02:56:00,04:56:00,05:00:00,07:32:00,07:34:00,09:46:00,09:50:00,10:29:00,10:31:00,11:49:00,11:59:00,14:30:00,14:34:00,16:47:00,17:06:00,23:55:00,"","","","","","","",""
74,67,141,Scott,Mason,male,38,UT,US,00:00:00,03:10:00,03:11:00,05:18:00,05:22:00,08:17:00,08:26:00,10:40:00,10:44:00,11:22:00,11:26:00,12:40:00,13:06:00,15:39:00,15:45:00,17:58:00,18:35:00,25:28:00,"","","","","","","",""
75,68,10,Gordon,Hardman,male,50,CO,US,00:00:00,03:27:00,03:30:00,05:47:00,05:49:00,08:52:00,08:55:00,11:52:00,11:53:00,12:23:00,12:26:00,13:52:00,13:58:00,17:20:00,17:28:00,19:58:00,20:12:00,26:26:00,26:46:00,"","","","","","",""
76,69,116,Wayne,Dorband,male,49,CO,US,00:00:00,03:24:00,03:28:00,05:53:00,06:03:00,09:08:00,09:18:00,11:53:00,11:56:00,12:32:00,12:36:00,13:53:00,14:07:00,17:30:00,17:40:00,20:03:00,20:19:00,26:47:00,27:18:00,"","","","","","",""
77,8,159,Lisa,Richardson,female,28,CO,US,00:00:00,03:13:00,03:13:00,05:26:00,05:28:00,08:23:00,08:26:00,10:53:00,10:59:00,11:46:00,11:51:00,13:29:00,13:42:00,17:03:00,17:17:00,20:16:00,21:11:00,28:42:00,"","","","","","","",""
78,70,122,Jan,Gnass,male,52,CA,US,00:00:00,04:03:00,04:07:00,06:50:00,07:00:00,10:38:00,11:00:00,13:54:00,13:59:00,14:45:00,14:50:00,16:48:00,17:27:00,21:19:00,21:26:00,24:01:00,24:28:00,30:03:00,"","","","","","","",""
79,71,35,Aki,Inoue,male,37,,US,00:00:00,03:23:00,03:24:00,05:42:00,05:45:00,08:43:00,08:47:00,11:34:00,11:39:00,12:33:00,12:37:00,14:30:00,14:50:00,18:47:00,21:30:00,23:54:00,24:09:00,30:13:00,30:25:00,"","","","","","",""
80,9,158,Deb,Reno,female,47,MA,US,00:00:00,03:58:00,03:59:00,06:48:00,06:52:00,10:28:00,10:38:00,13:35:00,13:42:00,14:35:00,14:43:00,16:27:00,16:50:00,20:08:00,20:14:00,22:45:00,23:03:00,30:35:00,"","","","","","","",""
81,72,164,Bob,Ross,male,58,OR,US,00:00:00,03:37:00,03:39:00,06:26:00,06:29:00,10:12:00,10:20:00,13:32:00,13:35:00,14:28:00,14:34:00,16:20:00,16:38:00,20:45:00,20:55:00,23:54:00,24:07:00,31:04:00,"","","","","","","",""
82,73,163,Eric,Robinson,male,33,CA,US,00:00:00,03:35:00,03:36:00,06:10:00,06:15:00,09:35:00,09:42:00,12:55:00,13:02:00,13:49:00,13:55:00,15:36:00,15:48:00,19:36:00,19:51:00,22:45:00,23:32:00,31:04:00,"","","","","","","",""
83,74,101,Duane,Arter,male,40,AZ,US,00:00:00,04:25:00,04:25:00,07:36:00,07:40:00,11:51:00,11:56:00,14:55:00,14:58:00,16:03:00,16:03:00,18:05:00,18:14:00,21:55:00,22:00:00,24:44:00,24:54:00,31:34:00,"","","","","","","",""
84,75,118,Rick,Felton,male,43,CO,US,00:00:00,03:42:00,03:43:00,06:23:00,06:35:00,10:13:00,10:37:00,13:32:00,13:40:00,14:29:00,14:38:00,16:21:00,16:52:00,21:12:00,21:32:00,24:58:00,25:50:00,33:37:00,"","","","","","","",""
85,76,167,Bob,Smith,male,48,CO,US,00:00:00,03:40:00,03:43:00,06:21:00,06:27:00,09:47:00,09:57:00,12:22:00,12:24:00,13:24:00,13:24:00,15:38:00,15:53:00,19:50:00,19:50:00,23:17:00,23:52:00,34:00:00,"","","","","","","",""
86,77,100,Curtis,Anderson,male,38,CO,US,00:00:00,02:51:00,02:51:00,04:37:00,04:38:00,06:54:00,06:56:00,08:42:00,08:43:00,09:13:00,09:13:00,10:15:00,10:17:00,12:31:00,12:32:00,14:07:00,14:12:00,"","","","","","","","",""
87,78,6,Ken,Jensen,male,33,UT,US,00:00:00,02:52:00,02:53:00,04:44:00,04:45:00,07:15:00,07:17:00,09:15:00,09:18:00,09:48:00,09:52:00,10:57:00,11:03:00,13:29:00,13:35:00,16:19:00,"","","","","","","","","",""
88,10,7,Sue,Johnston,female,36,VT,US,00:00:00,02:51:00,02:51:00,04:47:00,04:48:00,07:17:00,07:17:00,09:27:00,09:29:00,10:03:00,10:05:00,11:09:00,11:17:00,14:02:00,14:08:00,16:30:00,"","","","","","","","","",""
89,11,130,Lorie,Hutchison,female,37,UT,US,00:00:00,02:56:00,02:56:00,05:02:00,05:06:00,07:44:00,07:52:00,10:00:00,10:04:00,10:42:00,10:47:00,"","",14:52:00,14:55:00,17:29:00,"","","","","","","","","",""
90,79,181,Robert,Youngren,male,27,AL,US,00:00:00,03:13:00,03:15:00,05:23:00,05:28:00,08:04:00,08:08:00,10:04:00,10:08:00,10:52:00,10:54:00,12:08:00,12:24:00,14:59:00,15:05:00,17:43:00,"","","","","","","","","",""
91,12,34,Kathy,D'Onofrio,female,36,CA,US,00:00:00,02:52:00,02:52:00,04:53:00,04:54:00,07:26:00,07:28:00,09:27:00,09:27:00,10:04:00,10:04:00,11:25:00,11:26:00,14:35:00,14:41:00,18:06:00,"","","","","","","","","",""
92,80,148,Jim,Musselman,male,41,GA,US,00:00:00,03:14:00,03:15:00,05:24:00,05:28:00,08:22:00,08:28:00,10:50:00,10:52:00,11:41:00,11:44:00,13:11:00,13:28:00,16:11:00,16:16:00,19:04:00,"","","","","","","","","",""
93,13,140,Sherry,Mahieu,female,46,NM,US,00:00:00,03:16:00,03:17:00,05:29:00,05:35:00,08:26:00,08:40:00,10:38:00,10:41:00,11:39:00,11:43:00,13:06:00,13:07:00,16:24:00,16:32:00,19:23:00,"","","","","","","","","",""
94,14,18,Emily,Loman,female,25,CO,US,00:00:00,02:56:00,02:56:00,04:58:00,04:58:00,07:33:00,07:42:00,09:50:00,09:51:00,10:26:00,10:29:00,11:39:00,11:44:00,14:30:00,14:33:00,19:31:00,"","","","","","","","","",""
95,81,146,Dan,Meyers,male,44,CA,US,00:00:00,03:09:00,03:10:00,05:15:00,05:18:00,08:04:00,08:10:00,10:41:00,10:44:00,11:27:00,11:29:00,13:14:00,13:27:00,17:08:00,17:15:00,20:21:00,"","","","","","","","","",""
96,82,145,Ray,Menzies,male,34,,AL,00:00:00,03:09:00,03:10:00,05:13:00,05:21:00,08:22:00,08:34:00,11:03:00,11:10:00,11:47:00,11:52:00,13:17:00,13:46:00,17:18:00,17:33:00,20:30:00,"","","","","","","","","",""
97,83,120,Jim,Fisher,male,50,NM,US,00:00:00,03:10:00,03:10:00,05:32:00,05:42:00,08:39:00,08:52:00,11:24:00,11:28:00,12:25:00,12:29:00,14:00:00,14:20:00,18:04:00,18:12:00,21:24:00,"","","","","","","","","",""
98,84,111,Joe,Clapper,male,43,VA,US,00:00:00,03:19:00,03:20:00,05:46:00,05:51:00,09:15:00,09:20:00,12:00:00,12:05:00,12:54:00,12:55:00,14:22:00,14:32:00,18:16:00,18:23:00,21:31:00,"","","","","","","","","",""
99,15,105,Debbie,Berner,female,35,MT,US,00:00:00,03:40:00,03:41:00,06:09:00,06:11:00,09:33:00,09:38:00,12:30:00,12:31:00,13:21:00,13:23:00,15:08:00,15:19:00,18:54:00,18:59:00,22:14:00,"","","","","","","","","",""
100,85,125,Brad,Hatten,male,45,CO,US,00:00:00,03:24:00,03:29:00,06:06:00,06:11:00,09:49:00,10:14:00,12:44:00,12:46:00,13:35:00,13:39:00,15:10:00,15:25:00,19:35:00,19:36:00,22:27:00,"","","","","","","","","",""
101,16,138,Ginny,LaForme,female,51,NM,US,00:00:00,03:24:00,03:26:00,05:50:00,05:54:00,09:24:00,09:35:00,12:26:00,12:30:00,13:21:00,13:24:00,15:03:00,15:30:00,19:46:00,19:47:00,23:04:00,"","","","","","","","","",""
102,17,31,Susan,Gardner,female,37,NM,US,00:00:00,03:50:00,03:54:00,06:39:00,06:43:00,10:15:00,10:23:00,12:59:00,13:06:00,14:03:00,14:06:00,15:53:00,16:14:00,19:38:00,19:55:00,23:13:00,"","","","","","","","","",""
103,86,109,Jim,Butera,male,54,CO,US,00:00:00,03:33:00,03:35:00,06:18:00,06:25:00,09:50:00,09:58:00,12:22:00,12:24:00,13:18:00,13:21:00,15:07:00,15:42:00,19:55:00,20:07:00,23:37:00,"","","","","","","","","",""
104,87,157,Jim,Reed,male,40,AZ,US,00:00:00,03:37:00,03:39:00,06:16:00,06:21:00,09:37:00,09:43:00,12:34:00,12:36:00,13:38:00,13:43:00,15:25:00,15:33:00,19:57:00,20:27:00,24:06:00,"","","","","","","","","",""
105,88,131,Richard,Hypio,male,46,CO,US,00:00:00,03:37:00,03:37:00,06:18:00,06:28:00,10:06:00,10:23:00,13:00:00,13:03:00,13:59:00,14:05:00,15:47:00,16:22:00,20:33:00,20:51:00,24:01:00,24:45:00,"","","","","","","","",""
106,89,168,Harry,Smith,male,53,PA,US,00:00:00,03:56:00,03:57:00,06:46:00,06:51:00,10:15:00,10:24:00,13:05:00,13:10:00,14:13:00,14:22:00,16:20:00,16:25:00,21:17:00,21:35:00,25:19:00,"","","","","","","","","",""
107,90,107,Bob,Boeder,male,59,NC,US,00:00:00,04:04:00,04:05:00,06:55:00,07:04:00,10:44:00,10:47:00,14:09:00,14:22:00,15:06:00,15:07:00,16:57:00,17:11:00,22:14:00,22:19:00,25:46:00,"","","","","","","","","",""
108,91,143,Jon,MacManus,male,50,CO,US,00:00:00,03:40:00,03:43:00,06:42:00,06:49:00,10:36:00,11:00:00,14:07:00,14:10:00,15:25:00,15:33:00,17:31:00,17:56:00,22:25:00,22:43:00,25:51:00,"","","","","","","","","",""
109,92,172,Steve,Swanson,male,63,UT,US,00:00:00,04:16:00,04:19:00,07:17:00,07:22:00,11:07:00,11:19:00,14:08:00,14:13:00,15:19:00,15:26:00,17:31:00,17:53:00,23:01:00,23:05:00,27:00:00,"","","","","","","","","",""
110,18,161,Jennifer,Roach,female,48,CO,US,00:00:00,03:58:00,03:59:00,07:00:00,07:02:00,10:58:00,11:08:00,14:16:00,14:22:00,15:27:00,15:33:00,17:36:00,17:53:00,23:37:00,23:53:00,27:11:00,"","","","","","","","","",""
111,19,119,Andrea,Feucht,female,27,NM,US,00:00:00,04:05:00,04:10:00,07:04:00,07:09:00,11:12:00,11:25:00,14:46:00,14:55:00,16:12:00,16:21:00,19:34:00,20:05:00,25:37:00,25:56:00,29:03:00,"","","","","","","","","",""
112,93,180,Randy,Wojno,male,42,CO,US,00:00:00,03:39:00,03:44:00,06:24:00,06:34:00,09:57:00,10:40:00,12:52:00,13:01:00,13:48:00,13:50:00,15:13:00,15:46:00,"","","","","","","","","","","","",""
113,94,160,William,Rideg,male,36,MT,US,00:00:00,04:03:00,04:06:00,06:50:00,06:56:00,10:18:00,10:44:00,13:22:00,13:30:00,14:22:00,14:28:00,16:03:00,"","","","","","","","","","","","","",""
114,20,124,Nancy,Halpin,female,41,NM,US,00:00:00,03:38:00,03:41:00,06:22:00,06:27:00,09:52:00,10:00:00,12:49:00,12:54:00,13:59:00,14:03:00,16:25:00,"","","","","","","","","","","","","",""
115,95,139,Mike,Luther,male,47,CO,US,00:00:00,03:58:00,03:58:00,07:00:00,07:11:00,11:13:00,11:40:00,14:40:00,14:48:00,15:54:00,16:14:00,18:10:00,"","","","","","","","","","","","","",""
116,96,177,Kerry,Trammell,male,46,TN,US,00:00:00,03:27:00,03:30:00,05:58:00,05:59:00,09:21:00,09:31:00,12:26:00,12:34:00,13:47:00,"","","","","","","","","","","","","","","",""
117,97,114,Charlie,Dermody,male,50,NY,US,00:00:00,03:48:00,03:50:00,08:29:00,08:38:00,13:05:00,"","","","","","","","","","","","","","","","","","","",""
118,98,133,Mick,Justin,male,53,MN,US,00:00:00,04:07:00,"","","","","","","","","","","","","","","","","","","","","","","",""
