Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
23,4,130,Kimberly,Holak,female,39,MN,US,00:00:00,02:58:00,03:00:00,05:00:00,05:02:00,07:50:00,07:52:00,10:17:00,10:20:00,11:05:00,11:09:00,12:43:00,12:51:00,15:46:00,15:52:00,18:12:00,18:25:00,23:34:00,23:41:00,27:36:00,27:43:00,29:20:00,29:22:00,32:10:00,32:14:00,36:15:55
24,20,9,Tyler,Curiel,male,52,TX,US,00:00:00,03:04:00,03:09:00,05:30:00,05:35:00,08:42:00,08:53:00,11:13:00,11:14:00,11:55:00,11:56:00,13:32:00,13:57:00,17:06:00,17:12:00,19:23:00,19:46:00,25:20:00,25:38:00,29:10:00,29:12:00,30:51:00,30:53:00,33:28:00,33:34:00,37:13:31
25,21,2,Paul,Sweeney,male,42,CA,US,00:00:00,02:54:00,02:56:00,04:48:00,04:55:00,07:37:00,07:40:00,10:03:00,10:05:00,10:37:00,10:38:00,11:47:00,11:57:00,16:22:00,17:03:00,19:40:00,21:15:00,27:03:00,27:23:00,30:26:00,30:31:00,31:52:00,31:54:00,34:07:00,34:09:00,37:18:34
26,22,15,Blake,Wood,male,50,NM,US,00:00:00,03:20:00,03:23:00,05:19:00,05:27:00,08:23:00,08:41:00,10:48:00,10:50:00,11:28:00,11:33:00,12:53:00,13:12:00,16:07:00,16:14:00,18:22:00,18:40:00,23:48:00,24:23:00,27:40:00,27:52:00,29:26:00,29:34:00,32:39:00,32:39:00,37:29:03
27,23,54,Daniel,Benhammou,male,28,CO,US,00:00:00,03:15:00,03:17:00,05:15:00,05:20:00,08:03:00,08:17:00,10:32:00,10:35:00,11:13:00,11:22:00,12:57:00,13:24:00,16:47:00,16:56:00,19:16:00,21:05:00,26:18:00,26:50:00,30:03:00,30:06:00,31:46:00,31:52:00,34:23:00,34:34:00,37:46:46
28,24,102,Sean,Andrish,male,39,VA,US,00:00:00,02:52:00,02:54:00,04:58:00,05:03:00,07:52:00,08:03:00,10:18:00,10:22:00,11:06:00,11:08:00,12:22:00,12:35:00,15:52:00,15:56:00,18:09:00,18:19:00,24:00:00,24:17:00,27:49:00,27:58:00,29:45:00,30:05:00,33:28:00,33:44:00,38:04:40
29,25,30,Greg,Hartman,male,35,CO,US,00:00:00,03:13:00,03:15:00,05:26:00,05:37:00,08:40:00,08:56:00,11:37:00,11:44:00,12:31:00,12:35:00,13:50:00,14:16:00,17:40:00,17:58:00,20:15:00,21:09:00,26:32:00,26:59:00,30:22:00,30:26:00,31:57:00,32:08:00,34:46:00,34:58:00,38:10:04
30,26,19,Scott,Olmer,male,37,CO,US,00:00:00,03:16:00,03:20:00,05:37:00,05:41:00,08:47:00,08:54:00,11:26:00,11:28:00,12:20:00,12:22:00,13:56:00,14:07:00,17:45:00,17:54:00,20:28:00,20:32:00,26:20:00,26:39:00,30:08:00,30:12:00,31:53:00,31:57:00,34:48:00,34:49:00,38:35:01
31,27,119,Michael,Ehredt,male,47,ID,US,00:00:00,03:13:00,03:15:00,05:30:00,05:35:00,08:40:00,08:55:00,11:09:00,11:14:00,12:01:00,12:06:00,13:43:00,13:57:00,17:12:00,17:20:00,19:43:00,20:07:00,26:03:00,26:26:00,30:10:00,30:15:00,31:58:00,32:08:00,34:53:00,34:53:00,38:38:49
32,28,128,Wouter,Hamelinck,male,26,,,00:00:00,"","",04:30:00,04:31:00,07:10:00,07:12:00,09:35:00,09:36:00,10:11:00,10:14:00,11:25:00,11:39:00,14:55:00,15:12:00,17:36:00,18:00:00,23:33:00,23:47:00,27:38:00,27:45:00,29:35:00,29:41:00,33:23:00,33:34:00,38:44:09
33,29,20,Paul,Schoenlaub,male,49,MO,US,00:00:00,03:10:00,03:11:00,05:27:00,05:37:00,08:36:00,08:46:00,11:13:00,11:17:00,11:57:00,11:59:00,13:24:00,13:47:00,16:58:00,17:02:00,19:05:00,19:28:00,25:49:00,26:02:00,29:44:00,29:49:00,31:31:00,31:38:00,34:39:00,34:54:00,38:45:31
34,30,113,Mark,Christopherson,male,40,UT,US,00:00:00,03:17:00,03:22:00,05:34:00,05:39:00,08:42:00,08:50:00,11:14:00,11:21:00,12:12:00,12:17:00,14:02:00,14:14:00,17:43:00,17:55:00,20:19:00,21:01:00,27:03:00,27:16:00,30:39:00,30:47:00,32:29:00,32:34:00,35:22:00,35:29:00,38:47:37
35,31,117,John,Dove,male,44,GA,US,00:00:00,03:18:00,03:21:00,05:41:00,05:48:00,08:57:00,09:05:00,11:34:00,11:39:00,12:22:00,12:24:00,13:55:00,14:15:00,17:34:00,17:42:00,20:08:00,20:33:00,26:00:00,26:15:00,29:48:00,29:57:00,31:32:00,31:39:00,34:41:00,35:06:00,38:51:17
36,32,137,Kelly,Korevec,male,26,UT,US,00:00:00,03:04:00,03:07:00,05:20:00,05:26:00,08:35:00,08:44:00,11:30:00,11:40:00,12:22:00,12:25:00,13:55:00,14:09:00,18:01:00,18:17:00,20:45:00,21:00:00,26:54:00,27:13:00,31:00:00,31:10:00,32:50:00,32:55:00,35:39:00,35:45:00,39:35:21
37,33,167,Howie,Stern,male,39,CA,US,00:00:00,03:25:00,03:29:00,05:47:00,05:51:00,"","",11:25:00,11:33:00,12:21:00,12:25:00,14:00:00,14:22:00,17:47:00,18:03:00,20:31:00,20:57:00,27:00:00,27:34:00,31:07:00,31:17:00,33:01:00,33:14:00,35:50:00,35:58:00,39:36:27
38,34,14,Scott,Eppelman,male,42,TX,US,00:00:00,03:12:00,03:14:00,05:20:00,05:26:00,08:18:00,08:24:00,10:47:00,10:50:00,11:37:00,11:40:00,13:03:00,13:09:00,16:25:00,16:30:00,18:50:00,19:11:00,25:17:00,25:33:00,29:23:00,29:29:00,31:26:00,31:31:00,34:41:00,34:49:00,39:39:16
39,35,46,Bud,Phillips,male,61,NM,US,00:00:00,03:52:00,03:55:00,06:15:00,06:19:00,09:22:00,09:29:00,11:48:00,11:51:00,12:37:00,12:42:00,14:15:00,14:30:00,17:59:00,18:14:00,20:38:00,20:54:00,26:43:00,27:02:00,30:47:00,30:52:00,32:38:00,32:47:00,35:34:00,35:51:00,39:42:34
40,36,25,Kirk,Apt,male,46,CO,US,00:00:00,03:25:00,03:29:00,05:41:00,05:47:00,08:46:00,08:56:00,11:09:00,11:16:00,12:01:00,12:09:00,13:43:00,14:04:00,17:05:00,17:20:00,19:30:00,19:46:00,25:39:00,26:16:00,29:55:00,30:06:00,31:55:00,32:10:00,35:12:00,35:32:00,39:46:40
41,37,26,Mike,Ehrlich,male,45,CO,US,00:00:00,03:25:00,03:29:00,05:35:00,05:42:00,08:30:00,08:42:00,11:03:00,11:07:00,11:57:00,11:59:00,13:50:00,14:02:00,17:25:00,17:26:00,19:52:00,20:04:00,26:07:00,26:15:00,30:02:00,30:08:00,31:59:00,32:18:00,35:21:00,35:29:00,39:50:07
42,38,125,Ken,Gordon,male,43,NM,US,00:00:00,03:13:00,03:16:00,05:20:00,05:24:00,08:18:00,08:28:00,11:08:00,11:15:00,12:00:00,12:06:00,13:29:00,13:46:00,17:50:00,18:06:00,20:29:00,20:57:00,27:43:00,27:45:00,31:26:00,31:36:00,33:01:00,33:21:00,36:02:00,36:09:00,39:50:30
43,39,18,Mike,Dobies,male,47,MI,US,00:00:00,03:41:00,03:46:00,06:56:00,07:02:00,09:31:00,09:47:00,12:20:00,12:25:00,13:12:00,13:19:00,14:55:00,15:17:00,19:01:00,19:09:00,21:29:00,21:50:00,27:29:00,27:44:00,31:27:00,31:36:00,33:20:00,33:25:00,36:08:00,36:15:00,39:52:47
44,40,118,Fred,Ecks,male,42,CA,US,00:00:00,03:51:00,03:55:00,06:34:00,06:40:00,10:02:00,10:18:00,12:42:00,12:49:00,13:49:00,13:56:00,15:57:00,16:28:00,19:42:00,19:49:00,22:29:00,22:44:00,28:15:00,28:40:00,32:07:00,32:13:00,33:46:00,33:50:00,36:32:00,36:47:00,40:40:51
45,41,42,Mark,Heaphy,male,46,MT,US,00:00:00,03:59:00,04:01:00,06:38:00,06:50:00,10:19:00,10:35:00,13:01:00,13:02:00,13:47:00,13:48:00,15:33:00,16:00:00,19:28:00,19:37:00,22:02:00,22:36:00,28:01:00,28:22:00,32:03:00,32:20:00,33:43:00,33:51:00,36:31:00,36:44:00,40:40:55
46,42,160,Robert,Rikoon,male,54,NC,US,00:00:00,03:43:00,03:47:00,06:15:00,06:33:00,09:46:00,10:00:00,12:27:00,12:30:00,13:16:00,13:20:00,14:49:00,15:25:00,19:15:00,19:27:00,21:50:00,22:18:00,28:00:00,28:19:00,32:00:00,32:03:00,33:42:00,33:50:00,36:42:00,37:08:00,40:58:22
47,43,33,Roger,Wrublik,male,51,CO,US,00:00:00,03:47:00,03:49:00,06:17:00,06:21:00,09:54:00,10:02:00,12:52:00,12:56:00,13:44:00,13:46:00,15:33:00,15:52:00,19:51:00,19:58:00,22:18:00,22:31:00,28:11:00,28:23:00,32:29:00,32:38:00,34:26:00,34:34:00,37:14:00,37:17:00,41:01:31
48,44,17,Billy,Simpson,male,53,TN,US,00:00:00,04:12:00,04:16:00,06:56:00,07:03:00,10:20:00,10:29:00,12:50:00,12:54:00,13:47:00,13:53:00,15:40:00,16:00:00,19:24:00,19:37:00,21:56:00,22:08:00,27:59:00,28:09:00,31:40:00,31:47:00,33:30:00,33:32:00,36:22:00,36:24:00,41:07:01
49,45,115,Mark,Cosmas,male,41,AZ,US,00:00:00,03:09:00,03:11:00,05:25:00,05:30:00,08:22:00,08:31:00,10:55:00,10:59:00,11:46:00,11:52:00,13:25:00,13:37:00,17:03:00,17:10:00,19:30:00,19:40:00,26:05:00,26:37:00,30:24:00,30:33:00,32:46:00,33:18:00,36:15:00,36:24:00,41:10:40
50,46,21,Dennis,Drey,male,57,NM,US,00:00:00,03:16:00,03:20:00,05:28:00,05:37:00,08:26:00,08:39:00,10:57:00,11:00:00,11:40:00,11:45:00,13:19:00,13:36:00,17:04:00,17:20:00,19:38:00,19:53:00,26:09:00,26:35:00,30:45:00,30:54:00,32:57:00,33:08:00,36:17:00,36:27:00,42:03:43
51,47,38,Chris,Twiggs,male,38,FL,US,00:00:00,03:30:00,03:31:00,06:42:00,06:46:00,10:19:00,10:30:00,13:55:00,14:01:00,14:36:00,14:42:00,16:37:00,16:55:00,21:03:00,21:14:00,23:37:00,23:50:00,29:32:00,29:48:00,33:25:00,33:28:00,35:02:00,35:07:00,37:54:00,38:06:00,42:04:18
52,48,41,Todd,Salzer,male,34,CO,US,00:00:00,03:14:00,03:17:00,05:38:00,05:44:00,08:57:00,09:08:00,11:45:00,11:48:00,12:31:00,12:34:00,14:04:00,14:23:00,18:13:00,18:28:00,21:07:00,22:10:00,27:54:00,28:19:00,32:04:00,32:20:00,34:08:00,34:20:00,37:11:00,37:27:00,42:15:34
53,49,114,Howard,Cohen,male,50,CA,US,00:00:00,03:28:00,03:31:00,05:55:00,06:02:00,09:17:00,09:17:00,12:09:00,12:13:00,13:02:00,13:06:00,14:42:00,15:09:00,18:58:00,19:09:00,21:31:00,21:52:00,27:31:00,27:52:00,31:58:00,32:04:00,33:46:00,33:50:00,36:52:00,37:08:00,42:18:36
54,5,37,Diane,Van Deren,female,48,CO,US,00:00:00,03:05:00,03:05:00,05:20:00,05:22:00,08:06:00,08:11:00,10:30:00,10:32:00,11:15:00,11:15:00,12:38:00,12:47:00,16:14:00,16:25:00,19:26:00,19:55:00,26:58:00,27:12:00,31:56:00,32:03:00,33:46:00,33:50:00,37:06:00,37:06:00,42:18:40
55,50,103,Jim,Baker,male,58,OK,US,00:00:00,03:29:00,03:33:00,05:51:00,06:02:00,09:08:00,09:21:00,11:39:00,11:40:00,12:35:00,12:37:00,14:15:00,14:29:00,17:54:00,18:00:00,20:28:00,20:52:00,27:28:00,27:49:00,31:40:00,31:54:00,33:41:00,33:53:00,37:03:00,37:20:00,42:29:39
56,51,162,David,Schurr,male,48,CA,US,00:00:00,04:04:00,04:07:00,06:54:00,06:59:00,10:36:00,10:49:00,13:39:00,13:44:00,14:40:00,14:49:00,16:38:00,16:55:00,20:36:00,20:47:00,23:23:00,23:37:00,29:37:00,29:54:00,33:47:00,33:53:00,35:30:00,35:37:00,38:11:00,38:23:00,42:33:47
57,52,185,Randy,Wojno,male,49,CO,US,00:00:00,03:36:00,03:44:00,06:09:00,06:22:00,09:21:00,09:36:00,11:54:00,11:57:00,12:46:00,12:58:00,14:19:00,14:37:00,18:06:00,18:13:00,20:28:00,20:57:00,26:55:00,27:29:00,31:32:00,31:54:00,33:42:00,33:53:00,37:06:00,37:20:00,42:43:12
58,53,24,Paul,Tidmore,male,40,TX,US,00:00:00,03:18:00,03:18:00,05:42:00,05:47:00,09:05:00,09:10:00,11:32:00,11:37:00,12:26:00,12:28:00,14:15:00,14:29:00,18:01:00,18:16:00,20:47:00,21:13:00,27:30:00,27:50:00,31:40:00,31:47:00,33:32:00,33:40:00,36:37:00,36:43:00,42:44:25
59,54,170,Jon,Teisher,male,33,CO,US,00:00:00,03:13:00,03:16:00,05:36:00,05:39:00,08:42:00,08:53:00,11:17:00,11:24:00,12:20:00,12:23:00,13:59:00,14:08:00,18:27:00,18:57:00,21:44:00,23:01:00,29:14:00,29:36:00,33:39:00,33:55:00,35:36:00,35:46:00,38:11:00,38:35:00,42:55:01
60,55,181,Rob,Cassady,male,43,CO,US,00:00:00,03:38:00,03:44:00,06:13:00,06:18:00,09:42:00,09:48:00,12:16:00,12:18:00,13:16:00,13:23:00,15:35:00,15:44:00,19:16:00,19:26:00,22:07:00,22:16:00,28:14:00,28:29:00,32:44:00,32:51:00,34:45:00,34:53:00,38:03:00,38:15:00,42:55:37
61,56,112,Chad,Carson,male,49,UT,US,00:00:00,03:10:00,03:11:00,05:46:00,05:56:00,10:13:00,10:52:00,13:17:00,13:20:00,14:06:00,14:06:00,16:12:00,16:17:00,20:37:00,20:47:00,23:22:00,23:41:00,29:36:00,29:56:00,33:47:00,33:48:00,35:26:00,35:35:00,38:24:00,38:40:00,42:58:23
62,57,140,David,Arnold Larsen,male,38,UT,US,00:00:00,02:57:00,03:00:00,05:25:00,05:43:00,08:30:00,08:52:00,11:54:00,12:01:00,12:42:00,12:46:00,14:16:00,14:38:00,19:02:00,20:33:00,23:02:00,24:30:00,29:52:00,30:16:00,33:59:00,34:00:00,35:50:00,35:53:00,38:43:00,38:46:00,42:58:23
63,58,55,Hans,Dieter Weisshaar,male,68,,,00:00:00,03:53:00,03:55:00,06:15:00,06:22:00,09:37:00,09:41:00,12:29:00,12:29:00,13:20:00,13:22:00,15:08:00,15:26:00,19:19:00,19:25:00,21:50:00,22:04:00,28:13:00,28:29:00,32:49:00,32:52:00,34:48:00,34:52:00,38:04:00,38:12:00,43:13:00
64,59,123,Terry,Gebhardt,male,36,CO,US,00:00:00,03:46:00,03:48:00,06:13:00,06:19:00,09:42:00,09:50:00,12:33:00,12:36:00,13:34:00,13:42:00,15:43:00,15:56:00,19:26:00,19:41:00,22:20:00,22:42:00,28:58:00,29:14:00,33:15:00,33:23:00,35:05:00,35:12:00,38:11:00,38:24:00,43:22:57
65,60,154,Steve,Pero,male,57,NM,US,00:00:00,03:52:00,03:54:00,06:36:00,06:41:00,10:18:00,10:25:00,13:28:00,13:33:00,14:32:00,14:38:00,16:35:00,16:51:00,20:37:00,20:41:00,23:08:00,23:50:00,29:52:00,30:06:00,34:00:00,34:00:00,35:50:00,35:52:00,38:48:00,38:49:00,43:25:51
66,61,147,Steve,McClung,male,46,CO,US,00:00:00,04:00:00,04:05:00,06:51:00,07:03:00,10:47:00,11:14:00,13:51:00,13:56:00,14:51:00,14:56:00,16:49:00,17:27:00,21:08:00,21:23:00,23:40:00,23:59:00,30:25:00,30:48:00,34:42:00,34:57:00,36:42:00,36:50:00,39:31:00,39:48:00,43:31:35
67,6,35,Carol,Gerber,female,45,CO,US,00:00:00,03:23:00,03:27:00,05:43:00,05:50:00,08:55:00,09:02:00,11:22:00,11:26:00,12:20:00,12:22:00,13:56:00,14:10:00,17:40:00,18:06:00,20:47:00,21:35:00,28:03:00,28:34:00,32:53:00,33:12:00,35:11:00,35:46:00,38:24:00,38:24:00,43:41:40
68,62,156,Joe,Prusaitis,male,54,TX,US,00:00:00,03:52:00,03:54:00,06:36:00,06:49:00,10:19:00,10:35:00,13:37:00,13:40:00,14:40:00,14:43:00,16:30:00,17:01:00,21:14:00,21:17:00,23:52:00,23:54:00,30:47:00,30:58:00,35:12:00,35:16:00,36:55:00,37:05:00,39:46:00,40:00:00,44:13:38
69,63,48,Lance,Johnson,male,42,NM,US,00:00:00,03:23:00,03:24:00,05:46:00,05:53:00,09:11:00,09:24:00,12:03:00,12:08:00,12:56:00,13:03:00,14:46:00,15:13:00,19:17:00,19:42:00,22:13:00,22:57:00,29:28:00,30:05:00,33:56:00,34:15:00,36:04:00,36:20:00,39:04:00,39:27:00,44:23:04
70,64,22,Randy,Isler,male,51,NM,US,00:00:00,03:30:00,03:31:00,06:01:00,06:04:00,09:13:00,09:23:00,11:50:00,11:51:00,12:42:00,12:46:00,14:29:00,14:39:00,18:29:00,18:54:00,21:55:00,22:17:00,28:45:00,29:00:00,33:27:00,33:33:00,35:30:00,35:38:00,38:44:00,38:57:00,44:30:44
71,65,171,David,Terry,male,47,OR,US,00:00:00,03:15:00,03:18:00,05:33:00,05:37:00,08:20:00,08:24:00,10:49:00,10:54:00,11:46:00,11:52:00,13:32:00,13:48:00,17:46:00,18:58:00,21:43:00,24:04:00,29:45:00,30:06:00,34:05:00,34:14:00,36:13:00,36:25:00,39:41:00,39:50:00,44:32:01
72,66,129,Andrew,Hewat,male,45,,,00:00:00,03:39:00,03:42:00,06:07:00,06:22:00,09:14:00,09:25:00,11:54:00,12:01:00,12:47:00,12:53:00,14:28:00,14:43:00,18:26:00,18:40:00,22:37:00,23:44:00,29:32:00,29:59:00,34:17:00,34:25:00,36:23:00,36:33:00,39:35:00,39:51:00,44:34:33
73,67,151,Jeff,Nielsen,male,46,UT,US,00:00:00,03:44:00,03:48:00,06:19:00,06:33:00,09:52:00,10:07:00,12:44:00,12:51:00,13:51:00,13:56:00,15:52:00,16:31:00,20:34:00,20:40:00,23:24:00,23:57:00,29:36:00,30:06:00,34:00:00,34:05:00,35:55:00,36:01:00,39:07:00,39:25:00,44:36:10
74,68,27,Kristen,Kern,male,44,NM,US,00:00:00,03:22:00,03:24:00,05:50:00,05:56:00,09:02:00,09:15:00,11:34:00,11:36:00,12:15:00,12:21:00,13:47:00,14:11:00,17:53:00,18:39:00,22:32:00,23:14:00,29:25:00,30:00:00,33:49:00,33:58:00,35:52:00,36:07:00,39:30:00,39:48:00,44:37:58
75,69,166,Craig,Slagel,male,36,CA,US,00:00:00,03:46:00,03:49:00,06:32:00,06:39:00,10:16:00,10:26:00,13:30:00,13:32:00,14:40:00,14:46:00,16:27:00,16:43:00,20:58:00,21:11:00,23:57:00,24:24:00,30:54:00,31:19:00,35:04:00,35:07:00,36:55:00,36:55:00,40:10:00,40:26:00,44:39:59
