Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
76,70,152,Jean,Paul Otmani,male,45,,,00:00:00,03:24:00,03:29:00,05:56:00,06:02:00,09:22:00,09:43:00,12:21:00,12:23:00,13:12:00,13:16:00,14:58:00,15:45:00,19:34:00,19:42:00,22:28:00,22:51:00,29:14:00,29:35:00,33:49:00,33:58:00,35:56:00,36:11:00,39:41:00,40:15:00,45:09:06
77,7,132,Kristina,Irvin,female,50,CA,US,00:00:00,04:00:00,04:05:00,06:48:00,06:56:00,10:30:00,10:44:00,13:10:00,13:16:00,14:08:00,14:22:00,16:24:00,16:39:00,20:47:00,20:51:00,23:33:00,23:53:00,29:57:00,30:16:00,34:42:00,34:45:00,36:53:00,36:53:00,39:48:00,40:08:00,45:15:48
78,71,40,Jean-Francois,Geiss,male,55,,,00:00:00,03:22:00,03:24:00,05:48:00,05:55:00,08:58:00,09:11:00,11:44:00,11:47:00,12:38:00,12:41:00,14:22:00,14:42:00,18:42:00,18:57:00,21:51:00,22:21:00,28:35:00,29:08:00,33:19:00,33:24:00,35:29:00,35:38:00,38:52:00,39:05:00,45:18:58
79,72,161,Thomas,Schnitzius,male,55,CO,US,00:00:00,03:52:00,03:58:00,06:40:00,06:48:00,10:27:00,10:37:00,13:25:00,13:27:00,14:32:00,14:36:00,16:44:00,17:00:00,21:15:00,21:16:00,24:02:00,24:13:00,30:07:00,30:20:00,34:32:00,34:37:00,36:30:00,36:41:00,39:48:00,40:13:00,45:23:42
80,73,101,Roger,Ackerman,male,62,GA,US,00:00:00,03:44:00,03:47:00,06:38:00,06:46:00,10:45:00,11:15:00,14:11:00,14:15:00,15:16:00,15:21:00,17:15:00,17:32:00,21:40:00,21:49:00,24:24:00,24:41:00,30:31:00,30:53:00,34:53:00,35:01:00,36:48:00,36:55:00,40:01:00,40:19:00,45:24:48
81,74,138,Shawn,Krause,male,29,MD,US,00:00:00,03:31:00,03:36:00,06:16:00,06:24:00,09:38:00,09:51:00,12:29:00,12:35:00,13:34:00,13:43:00,15:32:00,15:51:00,19:32:00,19:52:00,22:36:00,23:02:00,29:24:00,29:53:00,33:43:00,34:05:00,35:57:00,36:09:00,39:35:00,40:09:00,45:36:22
82,75,133,Michael,James,male,37,CO,US,00:00:00,03:31:00,03:36:00,06:16:00,06:24:00,09:38:00,09:51:00,12:29:00,12:35:00,13:34:00,13:34:00,15:32:00,15:51:00,19:32:00,19:52:00,22:36:00,23:02:00,29:24:00,29:53:00,33:42:00,34:06:00,35:56:00,36:09:00,39:35:00,40:09:00,45:36:26
83,8,36,Rickie,Redland,female,54,CO,US,00:00:00,03:32:00,03:36:00,06:05:00,06:09:00,09:22:00,09:31:00,11:52:00,11:54:00,12:44:00,12:49:00,14:28:00,14:42:00,18:34:00,18:40:00,22:30:00,22:51:00,29:34:00,29:54:00,34:05:00,34:11:00,36:08:00,36:25:00,40:04:00,40:22:00,45:58:18
84,76,47,Larry,Hall,male,54,IL,US,00:00:00,03:28:00,03:31:00,05:54:00,06:02:00,09:20:00,09:30:00,11:51:00,11:54:00,12:50:00,12:54:00,14:28:00,14:56:00,19:02:00,19:20:00,22:38:00,23:12:00,29:56:00,30:19:00,34:13:00,34:22:00,36:12:00,36:25:00,39:45:00,40:08:00,46:07:45
85,9,45,Liz,Walker,female,49,GA,US,00:00:00,03:48:00,03:52:00,06:33:00,06:40:00,10:23:00,10:30:00,13:29:00,13:29:00,14:23:00,14:24:00,16:20:00,16:52:00,21:19:00,21:29:00,24:09:00,24:24:00,30:53:00,31:30:00,35:51:00,35:57:00,37:44:00,37:45:00,40:59:00,41:00:00,46:17:17
86,77,127,Paul,Gross,male,44,CO,US,00:00:00,04:00:00,04:04:00,06:51:00,06:58:00,10:47:00,11:06:00,13:50:00,13:56:00,14:51:00,14:56:00,16:52:00,17:27:00,21:12:00,21:27:00,24:07:00,24:31:00,31:04:00,31:28:00,35:43:00,35:51:00,37:43:00,37:52:00,41:12:00,41:31:00,46:18:29
87,78,134,Jack,Jewell,male,55,CO,US,00:00:00,04:00:00,04:04:00,06:51:00,06:58:00,10:47:00,11:01:00,13:31:00,13:36:00,14:41:00,14:46:00,16:43:00,17:10:00,20:26:00,20:37:00,23:04:00,23:36:00,29:28:00,30:04:00,34:22:00,35:37:00,37:21:00,37:33:00,41:00:00,41:29:00,46:27:36
88,79,124,David,Goldberg,male,48,AZ,US,00:00:00,03:43:00,03:51:00,06:33:00,06:41:00,10:19:00,10:35:00,13:16:00,13:34:00,14:48:00,15:00:00,17:15:00,17:37:00,21:57:00,22:21:00,25:11:00,25:48:00,30:59:00,31:22:00,35:17:00,35:32:00,37:21:00,37:35:00,40:52:00,41:01:00,46:31:37
89,80,163,Chris,Seiler,male,37,CA,US,00:00:00,03:28:00,03:35:00,06:13:00,06:25:00,09:47:00,10:00:00,12:34:00,12:38:00,13:36:00,13:46:00,15:43:00,16:17:00,19:53:00,20:03:00,22:45:00,24:22:00,30:26:00,30:57:00,34:50:00,35:05:00,36:51:00,37:14:00,41:00:00,41:19:00,46:33:24
90,81,136,Keith,Knipling,male,32,IL,US,00:00:00,03:02:00,03:05:00,05:15:00,05:18:00,08:20:00,08:26:00,10:55:00,10:58:00,11:42:00,11:44:00,13:10:00,13:21:00,17:23:00,17:42:00,20:36:00,22:15:00,28:45:00,28:57:00,33:27:00,33:32:00,35:53:00,35:59:00,40:00:00,40:13:00,46:42:23
91,82,168,Richard,Szekeresh,male,47,OH,US,00:00:00,03:40:00,03:50:00,06:31:00,06:38:00,10:15:00,10:41:00,13:14:00,13:23:00,14:29:00,14:34:00,16:35:00,16:56:00,21:15:00,21:24:00,24:19:00,24:45:00,31:33:00,31:57:00,35:45:00,35:50:00,37:45:00,37:51:00,41:29:00,41:40:00,46:44:52
92,83,141,Greg,Loomis,male,34,VA,US,00:00:00,03:46:00,03:49:00,06:36:00,06:46:00,10:18:00,10:31:00,13:27:00,13:33:00,14:32:00,14:38:00,16:35:00,16:51:00,21:23:00,21:33:00,24:09:00,24:40:00,31:04:00,31:27:00,35:35:00,35:42:00,37:31:00,37:40:00,41:12:00,41:33:00,46:44:59
93,84,60,Robert,Andrulis,male,41,AZ,US,00:00:00,03:47:00,03:49:00,06:30:00,06:39:00,10:18:00,10:36:00,13:29:00,13:33:00,14:34:00,14:38:00,16:30:00,16:53:00,20:47:00,20:55:00,23:48:00,24:49:00,30:50:00,31:25:00,35:27:00,35:33:00,37:23:00,37:35:00,40:52:00,41:01:00,46:46:32
94,85,108,Scott,Brockmeier,male,46,GA,US,00:00:00,03:48:00,03:52:00,06:33:00,06:40:00,10:23:00,10:34:00,13:29:00,13:31:00,14:21:00,14:24:00,16:22:00,16:54:00,21:19:00,21:29:00,24:09:00,24:25:00,30:53:00,31:30:00,35:51:00,35:57:00,37:45:00,37:47:00,41:02:00,41:11:00,47:11:07
95,86,155,Steve,Peterson,male,54,OR,US,00:00:00,03:58:00,04:00:00,06:50:00,06:57:00,10:45:00,11:00:00,13:54:00,13:59:00,15:03:00,15:16:00,17:17:00,17:38:00,22:09:00,22:14:00,24:56:00,25:19:00,31:13:00,31:36:00,35:42:00,35:46:00,37:50:00,38:02:00,41:54:00,41:59:00,47:53:28
96,87,50,Rich,Haefele,male,41,CO,US,00:00:00,03:52:00,03:56:00,06:30:00,06:39:00,10:14:00,10:27:00,13:12:00,13:17:00,14:13:00,14:23:00,16:32:00,17:02:00,21:19:00,21:32:00,24:13:00,24:38:00,31:15:00,31:43:00,35:54:00,36:02:00,37:58:00,38:15:00,42:14:00,42:24:00,47:54:27
97,88,61,John,DeWalt,male,72,PA,US,00:00:00,03:58:00,03:59:00,06:57:00,07:10:00,10:58:00,11:10:00,13:59:00,14:02:00,14:54:00,14:59:00,17:04:00,17:28:00,21:40:00,21:51:00,24:24:00,24:28:00,31:20:00,31:54:00,36:13:00,36:27:00,38:27:00,38:37:00,42:19:00,42:40:00,47:54:58
98,10,177,Allie,Wood,female,47,MT,US,00:00:00,04:07:00,04:09:00,07:10:00,07:17:00,11:14:00,11:23:00,14:16:00,14:17:00,15:26:00,15:29:00,17:41:00,17:56:00,22:27:00,22:38:00,25:16:00,25:32:00,32:02:00,32:11:00,36:54:00,36:57:00,38:57:00,39:00:00,43:11:00,43:20:00,47:57:40
99,89,53,Eric,(Rick) Hodges,male,59,CA,US,00:00:00,03:54:00,04:01:00,06:32:00,06:45:00,10:01:00,10:25:00,12:48:00,12:55:00,13:48:00,13:54:00,15:49:00,16:56:00,21:20:00,21:39:00,24:46:00,25:26:00,31:07:00,31:35:00,35:24:00,35:38:00,37:42:00,38:36:00,42:36:00,"",""
100,90,49,Markus,Mueller,male,44,CO,US,00:00:00,03:38:00,03:42:00,06:29:00,06:37:00,10:19:00,10:29:00,12:59:00,13:00:00,13:48:00,13:53:00,15:40:00,16:00:00,19:38:00,19:49:00,22:27:00,22:54:00,29:56:00,30:24:00,35:12:00,35:32:00,37:38:00,38:01:00,42:38:00,42:42:00,""
101,91,56,Craig,Wilson,male,59,ME,US,00:00:00,04:14:00,04:16:00,06:58:00,07:03:00,11:03:00,11:11:00,14:08:00,14:12:00,15:10:00,15:18:00,17:45:00,17:57:00,22:37:00,22:45:00,25:40:00,26:08:00,33:07:00,33:33:00,38:03:00,38:05:00,39:50:00,40:05:00,43:34:00,43:40:00,""
102,92,57,Mike,Smith,male,51,IN,US,00:00:00,03:51:00,03:56:00,06:43:00,06:50:00,10:36:00,10:55:00,14:00:00,14:03:00,14:59:00,15:04:00,17:05:00,17:30:00,21:33:00,21:43:00,24:25:00,24:52:00,31:36:00,32:00:00,36:36:00,36:39:00,38:36:00,"","","",""
103,93,51,Jerry,Bloom,male,55,CA,US,00:00:00,04:00:00,04:04:00,"","",11:16:00,11:24:00,14:23:00,14:24:00,15:29:00,15:32:00,17:37:00,17:52:00,22:23:00,22:32:00,25:13:00,25:44:00,32:37:00,32:58:00,37:45:00,37:53:00,40:09:00,"","","",""
104,11,110,Patty,Bryant,female,49,CA,US,00:00:00,03:47:00,03:51:00,06:36:00,06:45:00,10:14:00,10:27:00,13:11:00,13:13:00,14:22:00,14:27:00,16:32:00,16:58:00,21:30:00,21:37:00,25:15:00,25:39:00,34:22:00,34:27:00,39:37:00,39:43:00,42:05:00,42:34:00,"","",""
105,94,28,Paul,Grimm,male,40,CO,US,00:00:00,03:41:00,03:44:00,06:21:00,06:28:00,09:35:00,09:48:00,12:20:00,12:23:00,13:23:00,13:36:00,15:36:00,16:02:00,19:26:00,19:48:00,22:22:00,23:12:00,29:57:00,30:26:00,35:41:00,"","","","","",""
106,95,13,James,Varner,male,31,WA,US,00:00:00,"","",04:28:00,04:29:00,06:56:00,06:59:00,08:55:00,08:57:00,09:26:00,09:28:00,10:36:00,10:42:00,13:26:00,13:30:00,15:09:00,15:17:00,22:00:00,"","","","","","","",""
107,96,157,Paul,Ralyea,male,41,VA,US,00:00:00,03:25:00,03:33:00,05:54:00,06:00:00,09:06:00,09:19:00,11:40:00,11:45:00,12:31:00,12:35:00,14:00:00,14:17:00,17:55:00,18:20:00,21:00:00,21:42:00,27:59:00,"","","","","","","",""
108,97,175,William,Watson,male,62,CA,US,00:00:00,04:03:00,04:05:00,06:50:00,07:02:00,10:47:00,11:08:00,14:06:00,14:11:00,15:05:00,15:13:00,17:12:00,17:39:00,21:57:00,22:08:00,24:45:00,24:50:00,31:29:00,"","","","","","","",""
109,98,158,Axel,Reissnecker,male,55,TX,US,00:00:00,03:44:00,03:48:00,05:54:00,06:00:00,09:35:00,09:52:00,12:26:00,12:30:00,13:22:00,13:23:00,14:57:00,15:30:00,19:22:00,19:27:00,22:46:00,23:08:00,32:53:00,"","","","","","","",""
110,12,153,Deb,Pero,female,54,NM,US,00:00:00,04:05:00,04:08:00,06:56:00,07:03:00,10:45:00,11:00:00,14:01:00,14:04:00,14:54:00,15:01:00,17:07:00,17:17:00,21:39:00,21:49:00,24:41:00,25:35:00,33:26:00,"","","","","","","",""
111,99,144,Leonard,Martin,male,55,NH,US,00:00:00,04:37:00,04:38:00,07:54:00,07:59:00,11:56:00,12:03:00,14:52:00,14:55:00,"","",18:46:00,19:05:00,23:38:00,23:45:00,26:49:00,27:01:00,33:41:00,"","","","","","","",""
112,100,122,Daniel,Fox,male,52,OH,US,00:00:00,03:50:00,03:54:00,06:54:00,07:07:00,11:15:00,11:35:00,14:52:00,15:01:00,16:31:00,16:59:00,19:22:00,20:16:00,24:59:00,25:13:00,27:51:00,28:04:00,35:18:00,"","","","","","","",""
113,101,183,Jim,Sweatt,male,53,AR,US,00:00:00,04:16:00,04:20:00,07:29:00,07:32:00,11:37:00,11:46:00,14:50:00,14:52:00,16:11:00,16:15:00,18:22:00,18:37:00,23:36:00,23:39:00,26:23:00,26:46:00,35:35:00,"","","","","","","",""
114,102,164,Kevin,Shilling,male,41,UT,US,00:00:00,02:54:00,02:56:00,04:48:00,04:50:00,07:15:00,07:22:00,09:28:00,09:30:00,10:05:00,10:07:00,11:26:00,11:39:00,14:57:00,15:06:00,17:21:00,"","","","","","","","","",""
115,103,8,Jason,Halladay,male,34,NM,US,00:00:00,"","",04:38:00,04:41:00,07:16:00,07:21:00,09:39:00,09:44:00,10:22:00,10:24:00,11:47:00,12:00:00,15:19:00,15:45:00,18:12:00,"","","","","","","","","",""
116,104,179,Aaron,Denberg,male,42,AZ,US,00:00:00,02:55:00,02:58:00,04:56:00,04:59:00,07:42:00,07:46:00,10:06:00,10:07:00,10:43:00,10:43:00,12:07:00,12:14:00,15:14:00,15:45:00,18:03:00,18:21:00,"","","","","","","","",""
117,105,186,Whit,Rambach,male,41,CA,US,00:00:00,03:06:00,03:11:00,05:22:00,05:33:00,08:27:00,08:39:00,10:58:00,10:59:00,11:43:00,11:45:00,13:06:00,13:19:00,16:52:00,17:03:00,19:23:00,21:16:00,"","","","","","","","",""
118,106,0,Kurt,Coonrod,male,48,NM,US,00:00:00,03:16:00,03:20:00,05:26:00,05:37:00,08:26:00,08:39:00,10:56:00,11:00:00,11:40:00,11:44:00,13:19:00,13:36:00,17:04:00,17:22:00,19:58:00,21:21:00,"","","","","","","","",""
119,107,146,Steve,McBee,male,43,AR,US,00:00:00,03:05:00,03:07:00,05:18:00,05:23:00,08:18:00,08:23:00,10:44:00,10:47:00,11:28:00,11:32:00,13:00:00,14:16:00,18:08:00,19:20:00,22:09:00,"","","","","","","","","",""
120,108,150,Lyle,Nay,male,47,UT,US,00:00:00,03:26:00,03:31:00,06:04:00,06:19:00,09:29:00,09:52:00,12:21:00,12:23:00,13:12:00,13:25:00,15:03:00,16:13:00,20:00:00,20:17:00,23:03:00,"","","","","","","","","",""
121,109,104,Keith,Baker,male,53,CO,US,00:00:00,03:43:00,03:49:00,06:21:00,06:31:00,09:54:00,10:11:00,12:54:00,12:59:00,13:53:00,13:56:00,15:53:00,16:56:00,19:57:00,20:08:00,22:45:00,23:08:00,"","","","","","","","",""
122,110,172,Mike,Thomas,male,47,CO,US,00:00:00,03:32:00,03:34:00,05:56:00,06:00:00,09:10:00,09:26:00,11:53:00,11:56:00,12:37:00,12:40:00,14:23:00,14:45:00,18:31:00,18:45:00,22:45:00,23:15:00,"","","","","","","","",""
123,13,184,Michelle,Schwartz,female,40,CO,US,00:00:00,03:44:00,03:50:00,06:34:00,06:40:00,10:20:00,10:35:00,13:30:00,13:33:00,14:48:00,15:00:00,17:15:00,17:37:00,21:59:00,22:19:00,25:11:00,"","","","","","","","","",""
124,14,139,Kathie,Lang,female,59,OR,US,00:00:00,04:30:00,04:32:00,07:28:00,07:32:00,11:17:00,11:25:00,14:39:00,14:45:00,15:52:00,15:56:00,18:14:00,18:27:00,22:36:00,22:44:00,26:19:00,"","","","","","","","","",""
125,111,105,James,Ballard,male,58,OR,US,00:00:00,04:30:00,04:32:00,07:30:00,07:34:00,11:25:00,11:32:00,14:38:00,14:42:00,15:52:00,15:57:00,18:15:00,18:27:00,22:38:00,22:44:00,26:19:00,"","","","","","","","","",""
126,15,116,Kathy,D'Onofrio,female,44,CA,US,00:00:00,03:24:00,03:26:00,05:40:00,05:42:00,08:40:00,08:43:00,11:16:00,11:20:00,12:19:00,12:19:00,14:57:00,15:30:00,21:50:00,21:55:00,26:47:00,"","","","","","","","","",""
127,112,32,Devin,Gardiner,male,31,CO,US,00:00:00,03:20:00,03:23:00,05:47:00,06:02:00,09:31:00,09:48:00,12:23:00,12:27:00,13:13:00,13:21:00,14:51:00,15:37:00,20:18:00,24:15:00,"","","","","","","","","","",""
128,113,143,Matt,Mahoney,male,53,FL,US,00:00:00,04:19:00,04:23:00,07:39:00,07:41:00,11:34:00,11:38:00,14:38:00,14:48:00,"","",18:46:00,19:05:00,23:56:00,24:25:00,"","","","","","","","","","",""
129,114,174,Gregory,Trapp,male,46,OH,US,00:00:00,04:00:00,04:04:00,06:51:00,07:03:00,10:49:00,11:11:00,13:58:00,14:02:00,15:03:00,15:12:00,17:26:00,17:26:00,"","","","","","","","","","","","",""
130,115,176,Chuck,Wilson,male,60,CA,US,00:00:00,03:54:00,03:58:00,06:41:00,06:42:00,10:08:00,10:13:00,13:49:00,13:51:00,14:54:00,15:02:00,17:30:00,"","","","","","","","","","","","","",""
131,16,59,Margaret,Heaphy,female,53,MT,US,00:00:00,03:59:00,04:02:00,06:39:00,06:49:00,10:29:00,10:40:00,13:49:00,13:51:00,14:46:00,14:47:00,17:22:00,18:31:00,"","","","","","","","","","","","",""
132,116,52,Don,Platt,male,54,CO,US,00:00:00,04:11:00,04:13:00,07:00:00,07:09:00,11:06:00,11:27:00,15:00:00,15:00:00,"","",18:46:00,"","","","","","","","","","","","","",""
133,117,142,Bill,Losey,male,37,OH,US,00:00:00,03:41:00,03:46:00,06:34:00,06:43:00,10:46:00,11:09:00,15:02:00,15:07:00,16:15:00,16:39:00,19:22:00,"","","","","","","","","","","","","",""
134,118,58,John,Prohira,male,54,NY,US,00:00:00,04:13:00,04:16:00,07:20:00,07:30:00,11:23:00,11:40:00,15:03:00,15:06:00,16:23:00,16:34:00,19:30:00,"","","","","","","","","","","","","",""
135,119,44,Kirk,McCarville,male,54,AZ,US,00:00:00,03:15:00,03:18:00,05:41:00,05:44:00,08:57:00,09:10:00,11:50:00,11:52:00,12:46:00,12:49:00,"","","","","","","","","","","","","","",""
136,120,173,Patrick,Tomada,male,55,CO,US,00:00:00,03:53:00,03:57:00,07:40:00,07:41:00,11:43:00,11:48:00,15:17:00,15:27:00,24:42:00,"","","","","","","","","","","","","","","",""
137,121,109,Harry,Bruell,male,40,CO,US,00:00:00,03:31:00,03:33:00,06:04:00,06:08:00,10:23:00,"","","","","","","","","","","","","","","","","","","",""
138,122,121,Nigel,Finney,male,62,AZ,US,00:00:00,03:54:00,03:57:00,06:59:00,07:06:00,11:04:00,"","","","","","","","","","","","","","","","","","","",""
139,123,126,David,Greenberg,male,44,CO,US,00:00:00,03:46:00,03:48:00,06:26:00,06:32:00,11:11:00,"","","","","","","","","","","","","","","","","","","",""
140,124,135,Gary,Knipling,male,65,VA,US,00:00:00,04:07:00,04:12:00,07:35:00,07:43:00,12:24:00,"","","","","","","","","","","","","","","","","","","",""
141,17,107,Elizabeth,Bouquet,female,57,ME,US,00:00:00,03:15:00,"","","","","","","","","","","","","","","","","","","","","","","",""
