Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
69,60,163,Hans-Dieter,Weisshaar,male,63,,,00:00:00,03:05:00,03:07:00,05:42:00,05:44:00,07:13:00,07:20:00,10:09:00,10:22:00,16:43:00,17:11:00,19:53:00,19:55:00,22:34:00,23:11:00,26:00:00,26:06:00,28:04:00,28:10:00,29:54:00,30:14:00,35:28:00,35:36:00,39:59:00,40:13:00,44:22:00,44:33:00,47:45:32
70,10,148,Lisa,Richardson,female,30,CO,US,00:00:00,02:39:00,02:39:00,04:55:00,04:59:00,06:18:00,06:22:00,09:00:00,09:10:00,14:40:00,15:07:00,17:53:00,18:11:00,21:29:00,22:09:00,25:13:00,25:21:00,27:14:00,27:21:00,29:26:00,30:23:00,36:58:00,37:48:00,44:42:00,"","","",""
71,61,127,Dennis,Herr,male,56,VA,US,00:00:00,02:23:00,02:23:00,04:32:00,04:34:00,05:52:00,05:54:00,08:02:00,08:08:00,13:07:00,13:26:00,15:52:00,16:00:00,18:13:00,18:35:00,21:06:00,21:17:00,23:25:00,23:26:00,25:09:00,25:45:00,31:00:00,"","","","","",""
72,62,29,Steve,Pattillo,male,53,NM,US,00:00:00,02:46:00,02:47:00,05:10:00,05:14:00,06:32:00,06:36:00,09:17:00,09:24:00,15:04:00,15:27:00,18:08:00,18:12:00,21:26:00,21:53:00,24:52:00,25:00:00,26:45:00,26:55:00,28:49:00,29:30:00,35:01:00,"","","","","",""
73,63,45,Randall,Dunn,male,48,CO,US,00:00:00,03:01:00,03:04:00,05:22:00,05:25:00,06:54:00,07:01:00,09:59:00,10:22:00,17:17:00,18:00:00,21:17:00,21:22:00,24:25:00,24:55:00,28:48:00,29:01:00,31:05:00,31:07:00,32:49:00,33:07:00,41:15:00,"","","","","",""
74,64,112,Garry,Curry,male,49,CO,US,00:00:00,02:56:00,02:57:00,05:19:00,05:21:00,06:43:00,06:47:00,09:31:00,09:41:00,15:37:00,15:48:00,18:31:00,18:33:00,21:14:00,21:14:00,25:00:00,25:04:00,27:12:00,27:12:00,28:58:00,"","","","","","","",""
75,65,116,Greg,Eason,male,33,AK,US,00:00:00,02:46:00,02:47:00,05:06:00,05:09:00,06:23:00,06:27:00,09:14:00,09:26:00,15:09:00,15:31:00,18:09:00,18:16:00,21:06:00,21:21:00,25:22:00,25:31:00,27:45:00,27:54:00,29:42:00,"","","","","","","",""
76,66,143,Tom,Nyce,male,44,AZ,US,00:00:00,03:07:00,03:14:00,05:54:00,05:56:00,07:25:00,07:26:00,10:25:00,10:28:00,17:02:00,17:25:00,20:21:00,20:28:00,23:12:00,23:43:00,26:42:00,26:44:00,28:57:00,29:04:00,30:54:00,"","","","","","","",""
77,67,34,Martin,Miller,male,51,MT,US,00:00:00,02:57:00,02:58:00,05:29:00,05:30:00,06:56:00,06:59:00,09:47:00,10:00:00,16:00:00,16:09:00,19:21:00,19:27:00,22:42:00,23:03:00,26:03:00,26:09:00,28:26:00,28:34:00,31:19:00,"","","","","","","",""
78,11,145,Roberta,Orr,female,37,AR,US,00:00:00,03:00:00,03:04:00,05:42:00,05:46:00,07:13:00,07:18:00,10:09:00,10:22:00,16:39:00,17:04:00,19:54:00,20:01:00,23:27:00,24:33:00,27:12:00,27:15:00,29:44:00,29:52:00,32:30:00,"","","","","","","",""
79,68,130,Mick,Justin,male,55,MN,US,00:00:00,03:10:00,03:10:00,05:57:00,05:59:00,07:30:00,07:34:00,10:17:00,10:28:00,17:03:00,17:22:00,20:21:00,20:28:00,23:32:00,24:01:00,27:11:00,27:32:00,30:05:00,30:13:00,32:31:00,"","","","","","","",""
80,69,44,James,Ballard,male,53,OR,US,00:00:00,03:06:00,03:10:00,05:57:00,05:59:00,07:37:00,07:42:00,10:54:00,11:12:00,17:25:00,17:30:00,20:28:00,20:32:00,23:33:00,24:08:00,27:09:00,27:55:00,30:00:00,30:15:00,32:31:00,"","","","","","","",""
81,70,109,Jim,Butera,male,56,CO,US,00:00:00,02:46:00,02:47:00,05:21:00,05:23:00,06:48:00,06:49:00,09:32:00,09:41:00,15:06:00,15:58:00,19:55:00,20:04:00,23:43:00,24:14:00,27:37:00,27:48:00,30:44:00,30:53:00,35:15:00,"","","","","","","",""
82,71,124,Gordon,Hardman,male,52,CO,US,00:00:00,02:57:00,02:58:00,05:22:00,05:32:00,06:45:00,06:47:00,09:10:00,09:14:00,15:05:00,15:16:00,17:55:00,18:06:00,20:42:00,21:10:00,24:09:00,"","","","","","","","","","","",""
83,72,110,John,Cappis,male,61,CO,US,00:00:00,03:11:00,03:15:00,06:02:00,06:08:00,07:45:00,07:50:00,10:59:00,11:16:00,18:19:00,18:41:00,21:46:00,21:55:00,25:14:00,25:34:00,28:52:00,"","","","","","","","","","","",""
84,73,4,Jonathan,Worswick,male,40,,AU,00:00:00,02:14:00,02:17:00,04:12:00,04:14:00,05:12:00,05:13:00,07:04:00,07:06:00,11:10:00,11:19:00,13:30:00,13:32:00,15:00:00,"","","","","","","","","","","","","",""
85,74,5,Scott,Gordon,male,42,NM,US,00:00:00,02:11:00,02:12:00,04:08:00,04:09:00,05:16:00,05:17:00,07:20:00,07:25:00,11:49:00,12:04:00,14:25:00,14:31:00,17:02:00,"","","","","","","","","","","","","",""
86,75,140,Dan,Meyers,male,46,CA,US,00:00:00,02:23:00,02:25:00,04:30:00,04:32:00,05:39:00,05:39:00,07:52:00,07:58:00,12:56:00,13:30:00,16:11:00,16:22:00,19:06:00,"","","","","","","","","","","","","",""
87,12,138,Sherry,Kae Mahieu,female,48,NM,US,00:00:00,02:39:00,02:39:00,04:52:00,04:53:00,06:06:00,06:10:00,08:42:00,08:51:00,13:51:00,13:53:00,17:15:00,17:36:00,20:26:00,"","","","","","","","","","","","","",""
88,13,134,Annette,Lillie,female,35,CO,US,00:00:00,02:40:00,02:43:00,04:55:00,04:58:00,06:12:00,06:19:00,08:46:00,08:56:00,14:25:00,14:54:00,17:55:00,18:05:00,20:42:00,"","","","","","","","","","","","","",""
89,76,118,David,Fortune,male,39,CO,US,00:00:00,02:40:00,02:43:00,04:55:00,04:58:00,06:12:00,06:19:00,08:46:00,08:56:00,14:25:00,14:54:00,17:55:00,18:05:00,20:42:00,"","","","","","","","","","","","","",""
90,14,6,Ruth,Zollinger,female,38,UT,US,00:00:00,02:21:00,02:22:00,04:21:00,04:22:00,05:23:00,05:24:00,07:26:00,07:29:00,11:44:00,11:52:00,17:30:00,17:37:00,21:14:00,"","","","","","","","","","","","","",""
91,77,157,Mike,Thomas,male,42,CO,US,00:00:00,02:41:00,02:46:00,05:17:00,05:25:00,06:47:00,06:52:00,10:39:00,10:59:00,15:33:00,15:53:00,18:39:00,18:47:00,21:45:00,"","","","","","","","","","","","","",""
92,78,150,Tom,Rowe,male,55,MT,US,00:00:00,02:45:00,02:46:00,05:18:00,05:21:00,06:44:00,06:47:00,09:30:00,09:39:00,15:59:00,16:03:00,19:08:00,19:12:00,22:08:00,"","","","","","","","","","","","","",""
93,79,20,Thomas,Knutson,male,53,MN,US,00:00:00,03:12:00,03:13:00,05:52:00,05:54:00,07:23:00,07:26:00,10:09:00,10:21:00,16:47:00,17:04:00,19:59:00,20:05:00,22:32:00,"","","","","","","","","","","","","",""
94,80,21,Mike,Ehrlich,male,40,CO,US,00:00:00,02:31:00,02:34:00,04:43:00,04:46:00,06:01:00,06:05:00,08:34:00,08:42:00,14:38:00,14:56:00,18:27:00,18:39:00,23:16:00,"","","","","","","","","","","","","",""
95,81,36,Dick,Curtis,male,58,CO,US,00:00:00,02:29:00,02:31:00,04:41:00,04:46:00,06:05:00,06:10:00,08:53:00,09:09:00,15:31:00,15:58:00,19:31:00,19:45:00,23:32:00,"","","","","","","","","","","","","",""
96,82,161,Kerry,Trammell,male,47,TN,US,00:00:00,02:51:00,02:54:00,05:23:00,05:26:00,07:01:00,07:05:00,10:01:00,10:13:00,16:21:00,16:53:00,20:01:00,20:11:00,23:33:00,"","","","","","","","","","","","","",""
97,15,39,Leslie,Trammell,female,48,TN,US,00:00:00,02:52:00,02:54:00,05:33:00,05:34:00,07:08:00,07:09:00,10:08:00,10:13:00,17:16:00,17:36:00,20:38:00,21:00:00,24:23:00,"","","","","","","","","","","","","",""
98,83,165,Chuck,Wilson,male,55,CA,US,00:00:00,02:46:00,02:47:00,05:23:00,05:25:00,06:59:00,07:01:00,09:58:00,10:06:00,16:39:00,17:03:00,22:17:00,22:30:00,25:42:00,"","","","","","","","","","","","","",""
99,16,113,Kathy,D'Onofrio,female,39,CA,US,00:00:00,02:14:00,02:17:00,04:21:00,04:23:00,05:30:00,05:30:00,07:48:00,07:50:00,12:43:00,12:45:00,16:10:00,21:40:00,25:57:00,"","","","","","","","","","","","","",""
100,17,136,Emily,Loman,female,27,CO,US,00:00:00,02:46:00,02:49:00,04:54:00,04:55:00,06:04:00,06:06:00,08:24:00,08:28:00,13:28:00,"","","","","","","","","","","","","","","","","",""
101,84,144,Troy,Olson,male,40,UT,US,00:00:00,02:53:00,02:59:00,05:22:00,05:25:00,06:48:00,06:50:00,09:32:00,09:44:00,13:30:00,"","","","","","","","","","","","","","","","","",""
102,18,14,Elizabeth,McGoff,female,43,MT,US,00:00:00,02:27:00,02:28:00,04:38:00,04:41:00,05:53:00,05:55:00,08:07:00,08:13:00,13:49:00,"","","","","","","","","","","","","","","","","",""
103,85,139,Andrew,Matulionis,male,38,MT,US,00:00:00,02:29:00,02:33:00,04:40:00,04:42:00,05:51:00,05:54:00,08:21:00,08:26:00,15:07:00,"","","","","","","","","","","","","","","","","",""
104,86,33,Kevin,Taverner,male,40,CO,US,00:00:00,02:46:00,02:49:00,05:34:00,05:45:00,07:08:00,07:11:00,09:56:00,10:13:00,16:15:00,"","","","","","","","","","","","","","","","","",""
105,19,119,Susan,Gardner,female,39,NM,US,00:00:00,03:14:00,03:16:00,06:04:00,06:06:00,07:38:00,07:39:00,10:46:00,10:51:00,18:03:00,"","","","","","","","","","","","","","","","","",""
106,20,142,Julie,Nelson,female,42,UT,US,00:00:00,03:08:00,03:12:00,05:52:00,05:56:00,07:23:00,07:25:00,10:31:00,10:56:00,18:44:00,"","","","","","","","","","","","","","","","","",""
107,87,25,Steve,Pero,male,52,NH,US,00:00:00,02:59:00,03:04:00,05:59:00,06:02:00,07:30:00,07:33:00,10:30:00,10:54:00,18:47:00,"","","","","","","","","","","","","","","","","",""
108,88,169,Leonard,Martin,male,50,TN,US,00:00:00,03:25:00,03:26:00,06:31:00,06:37:00,08:22:00,08:25:00,11:55:00,12:03:00,20:57:00,"","","","","","","","","","","","","","","","","",""
109,89,156,Martin,Szekeresh,male,65,AZ,US,00:00:00,03:35:00,03:41:00,07:12:00,07:18:00,09:23:00,09:33:00,13:26:00,13:40:00,24:42:00,"","","","","","","","","","","","","","","","","",""
110,90,117,Jim,Fisher,male,52,CO,US,00:00:00,02:38:00,02:43:00,05:18:00,05:22:00,06:51:00,06:55:00,10:02:00,"","","","","","","","","","","","","","","","","","","",""
111,91,167,Hal,Winton,male,72,CA,US,00:00:00,04:18:00,04:39:00,08:31:00,08:46:00,11:03:00,11:18:00,15:45:00,"","","","","","","","","","","","","","","","","","","",""
112,92,155,Jim,Sweatt,male,48,AR,US,00:00:00,03:05:00,03:11:00,"","","","","","","","","","","","","","","","","","","","","","","","",""
