Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
36,32,19,Jon,Teisher,male,34,CO,US,00:00:00,02:58:00,03:02:00,05:06:00,05:09:00,08:07:00,08:11:00,10:12:00,10:14:00,10:57:00,10:59:00,12:45:00,12:55:00,15:08:00,15:11:00,17:43:00,18:43:00,25:40:00,26:31:00,29:32:00,29:39:00,31:19:00,31:20:00,34:14:00,34:25:00,37:31:26
37,33,129,Donnie,Haubert,male,32,CO,US,00:00:00,02:50:00,02:53:00,04:45:00,04:46:00,07:40:00,07:46:00,10:25:00,10:30:00,11:18:00,11:21:00,13:03:00,13:20:00,16:56:00,17:09:00,19:57:00,20:31:00,25:53:00,26:12:00,29:37:00,29:43:00,31:22:00,31:29:00,33:53:00,34:02:00,37:32:24
38,34,145,Marc,Miller,male,28,WY,US,00:00:00,03:26:00,03:31:00,05:36:00,05:40:00,08:28:00,08:36:00,10:54:00,10:57:00,11:44:00,11:48:00,13:23:00,13:42:00,16:42:00,16:55:00,19:12:00,19:29:00,25:14:00,25:32:00,29:05:00,29:14:00,30:48:00,30:57:00,34:00:00,34:03:00,37:37:55
39,35,11,Mike,Ehrlich,male,47,CO,US,00:00:00,02:56:00,02:58:00,04:45:00,04:46:00,07:07:00,07:09:00,09:07:00,09:10:00,09:46:00,09:48:00,11:10:00,11:17:00,14:09:00,14:12:00,16:18:00,16:31:00,22:42:00,23:04:00,26:51:00,26:58:00,28:40:00,29:06:00,32:15:00,32:34:00,37:42:34
40,36,12,David,Coblentz,male,47,NM,US,00:00:00,03:00:00,03:03:00,05:02:00,05:08:00,07:47:00,07:52:00,10:06:00,10:10:00,10:47:00,10:50:00,12:05:00,12:12:00,15:25:00,15:55:00,18:19:00,20:08:00,25:44:00,26:00:00,29:38:00,29:43:00,31:25:00,31:29:00,33:53:00,34:08:00,37:44:46
41,37,185,Joe,Winch,male,54,IA,US,00:00:00,03:23:00,03:24:00,05:41:00,05:43:00,08:44:00,08:48:00,11:01:00,11:03:00,11:52:00,11:53:00,13:29:00,13:37:00,16:53:00,17:01:00,19:14:00,19:24:00,25:19:00,25:31:00,29:28:00,29:34:00,31:24:00,31:25:00,34:05:00,34:11:00,37:45:46
42,38,147,Philip,Murphy,male,41,,AU,00:00:00,03:15:00,03:16:00,05:47:00,05:49:00,08:56:00,09:02:00,11:35:00,11:37:00,12:18:00,12:21:00,13:47:00,13:56:00,17:23:00,17:31:00,19:45:00,19:53:00,25:34:00,25:46:00,29:18:00,29:20:00,31:05:00,31:10:00,33:57:00,34:06:00,37:51:37
43,39,116,Mike,Farris,male,37,CO,US,00:00:00,02:49:00,02:51:00,04:53:00,04:57:00,07:41:00,07:49:00,10:11:00,10:12:00,10:53:00,10:53:00,12:13:00,12:25:00,15:11:00,15:15:00,17:17:00,17:31:00,23:34:00,24:05:00,28:21:00,29:07:00,31:05:00,31:44:00,34:36:00,34:54:00,37:57:35
44,40,24,Kirk,Apt,male,48,CO,US,00:00:00,03:25:00,03:31:00,05:51:00,05:54:00,08:52:00,09:00:00,11:21:00,11:25:00,12:11:00,12:20:00,13:50:00,14:07:00,17:29:00,17:36:00,19:47:00,20:08:00,25:33:00,26:03:00,29:36:00,29:45:00,31:23:00,31:44:00,34:16:00,34:36:00,38:05:14
45,41,107,Daniel,Benhammou,male,29,CO,US,00:00:00,03:01:00,03:05:00,05:05:00,05:07:00,07:40:00,07:52:00,10:24:00,10:25:00,11:00:00,11:06:00,12:31:00,12:52:00,16:31:00,16:39:00,19:20:00,19:58:00,25:51:00,26:25:00,30:00:00,30:01:00,31:41:00,31:59:00,34:33:00,35:04:00,38:17:16
46,42,133,Cory,Johnson,male,45,UT,US,00:00:00,03:22:00,03:25:00,05:44:00,05:46:00,08:56:00,09:01:00,11:32:00,11:36:00,12:23:00,12:25:00,13:56:00,14:10:00,17:29:00,17:43:00,20:19:00,20:34:00,26:10:00,26:19:00,30:10:00,30:15:00,32:07:00,32:10:00,35:01:00,35:36:00,38:21:58
47,43,188,Ken,Farley,male,45,CA,US,00:00:00,03:09:00,03:13:00,05:24:00,05:26:00,08:27:00,08:32:00,11:12:00,11:14:00,12:03:00,12:05:00,13:30:00,13:46:00,17:03:00,17:09:00,19:22:00,19:37:00,25:19:00,25:37:00,29:20:00,29:28:00,31:11:00,31:16:00,34:19:00,34:29:00,38:33:05
48,44,27,Scott,Olmer,male,39,CO,US,00:00:00,03:12:00,03:14:00,05:27:00,05:29:00,08:31:00,08:34:00,11:03:00,11:05:00,11:51:00,11:52:00,13:32:00,13:36:00,17:23:00,17:30:00,20:06:00,20:17:00,25:56:00,26:09:00,30:05:00,30:08:00,31:59:00,32:05:00,34:48:00,34:49:00,38:36:15
49,45,123,Chris,Gerber,male,36,KY,US,00:00:00,03:16:00,03:20:00,05:36:00,05:40:00,08:44:00,08:51:00,11:28:00,11:30:00,12:19:00,12:22:00,14:00:00,14:00:00,17:32:00,17:39:00,20:13:00,20:33:00,26:36:00,27:03:00,30:37:00,30:47:00,32:31:00,32:47:00,35:12:00,35:23:00,38:40:50
50,46,20,Blake,Wood,male,51,NM,US,00:00:00,03:07:00,03:09:00,05:04:00,05:08:00,07:48:00,07:51:00,10:13:00,10:15:00,11:01:00,11:12:00,12:38:00,13:07:00,15:47:00,15:57:00,18:16:00,18:45:00,24:46:00,25:11:00,28:56:00,29:15:00,31:03:00,31:08:00,34:04:00,34:18:00,38:58:42
51,47,171,Howie,Stern,male,40,CA,US,00:00:00,03:18:00,03:22:00,05:45:00,05:50:00,09:10:00,09:31:00,11:37:00,11:42:00,12:28:00,12:33:00,14:07:00,14:20:00,17:45:00,18:12:00,20:34:00,21:02:00,26:33:00,27:14:00,30:45:00,30:50:00,32:31:00,32:44:00,35:31:00,35:42:00,39:15:06
52,48,132,Roger,Jensen,male,60,CO,US,00:00:00,03:14:00,03:16:00,05:27:00,05:29:00,08:28:00,08:34:00,11:08:00,11:10:00,11:58:00,12:00:00,13:34:00,13:52:00,17:21:00,17:26:00,19:49:00,19:59:00,25:32:00,26:43:00,29:59:00,30:06:00,31:51:00,31:58:00,34:59:00,35:38:00,39:15:30
53,5,180,Tina,Ure,female,50,CA,US,00:00:00,03:27:00,03:36:00,05:48:00,05:54:00,08:41:00,09:03:00,11:16:00,11:24:00,12:06:00,12:19:00,13:53:00,14:26:00,18:01:00,18:01:00,20:28:00,21:02:00,26:54:00,27:17:00,30:29:00,30:48:00,32:27:00,32:34:00,35:27:00,35:47:00,39:20:55
54,49,138,Larry,Kundrick,male,53,,CA,00:00:00,03:32:00,03:34:00,05:59:00,06:01:00,09:15:00,09:25:00,11:58:00,12:00:00,12:53:00,12:57:00,14:39:00,15:03:00,18:14:00,18:34:00,20:42:00,20:56:00,26:48:00,27:14:00,30:49:00,30:55:00,32:31:00,32:39:00,35:27:00,35:37:00,39:27:53
55,50,189,Tom,Stockton,male,50,NM,US,00:00:00,03:10:00,03:13:00,05:19:00,05:23:00,08:10:00,08:28:00,10:43:00,10:46:00,11:34:00,11:38:00,12:57:00,13:16:00,16:12:00,16:19:00,18:38:00,19:12:00,25:27:00,25:59:00,29:30:00,29:44:00,31:27:00,31:39:00,34:31:00,34:39:00,39:45:09
56,51,22,Kristen,Kern,male,45,NM,US,00:00:00,03:21:00,03:25:00,05:42:00,05:48:00,08:45:00,08:59:00,11:29:00,11:30:00,12:13:00,12:22:00,"",14:14:00,17:41:00,17:58:00,20:34:00,21:42:00,27:02:00,27:31:00,31:07:00,31:16:00,33:01:00,33:08:00,35:45:00,36:02:00,40:05:35
57,6,37,Liz,Bauer,female,51,GA,US,00:00:00,03:26:00,03:29:00,05:51:00,05:52:00,09:04:00,09:06:00,11:30:00,11:30:00,12:19:00,12:22:00,13:56:00,13:56:00,17:09:00,17:11:00,19:21:00,19:38:00,25:20:00,25:31:00,29:50:00,29:53:00,31:53:00,31:58:00,35:00:00,35:05:00,40:22:41
58,52,191,Randy,Wojno,male,50,CO,US,00:00:00,03:28:00,03:34:00,06:01:00,06:03:00,09:20:00,09:36:00,11:58:00,12:01:00,12:56:00,13:03:00,14:32:00,14:50:00,18:31:00,18:42:00,21:09:00,21:28:00,27:00:00,27:25:00,31:00:00,31:10:00,32:58:00,33:08:00,35:52:00,36:09:00,40:23:42
59,7,32,Diane,Van Deren,female,50,CO,US,00:00:00,03:14:00,03:15:00,05:27:00,05:29:00,08:28:00,08:37:00,10:59:00,11:01:00,11:50:00,11:52:00,13:26:00,13:34:00,17:08:00,17:11:00,19:52:00,20:07:00,26:33:00,26:46:00,30:41:00,30:48:00,32:39:00,32:41:00,35:45:00,35:52:00,40:26:44
60,53,113,Flavio,Dalbosco,male,46,,US,00:00:00,03:31:00,03:34:00,05:52:00,05:54:00,09:08:00,09:34:00,11:33:00,11:36:00,12:26:00,12:31:00,14:13:00,14:24:00,17:52:00,18:00:00,20:18:00,21:57:00,26:45:00,27:04:00,31:04:00,31:15:00,33:04:00,33:17:00,36:30:00,36:44:00,40:32:31
61,54,28,Randy,Isler,male,53,NM,US,00:00:00,03:17:00,03:20:00,05:38:00,05:41:00,08:52:00,08:59:00,11:24:00,11:25:00,12:12:00,12:21:00,14:03:00,14:03:00,17:20:00,17:36:00,20:09:00,20:27:00,26:16:00,26:29:00,30:17:00,30:20:00,32:10:00,32:15:00,35:09:00,35:17:00,40:44:35
62,55,144,Ryan,McDermott,male,34,UT,US,00:00:00,03:07:00,03:10:00,05:22:00,05:23:00,08:23:00,08:33:00,11:08:00,11:11:00,11:56:00,11:59:00,13:28:00,13:38:00,17:14:00,17:22:00,20:23:00,20:43:00,27:27:00,27:59:00,32:05:00,32:12:00,33:56:00,34:06:00,36:53:00,37:03:00,40:57:50
63,56,139,Jack,Kurisky,male,43,VA,US,00:00:00,03:31:00,03:38:00,05:54:00,05:59:00,09:14:00,09:35:00,11:53:00,12:00:00,12:49:00,12:49:00,14:23:00,15:02:00,18:05:00,18:19:00,20:45:00,21:28:00,27:48:00,28:24:00,32:15:00,32:20:00,34:07:00,34:20:00,37:23:00,37:32:00,40:58:30
64,57,179,Gregory,Trapp,male,47,OH,US,00:00:00,04:05:00,04:07:00,06:40:00,06:53:00,10:21:00,10:27:00,13:08:00,13:12:00,14:02:00,14:06:00,15:58:00,16:16:00,20:11:00,20:21:00,23:11:00,23:29:00,28:44:00,28:57:00,32:30:00,32:46:00,34:29:00,34:33:00,37:32:00,37:43:00,41:37:47
65,58,164,Todd,Salzer,male,36,CO,US,00:00:00,03:15:00,03:18:00,05:44:00,05:50:00,09:06:00,09:19:00,11:53:00,12:00:00,12:45:00,12:57:00,14:28:00,15:00:00,18:29:00,18:35:00,20:53:00,21:12:00,26:20:00,26:51:00,30:23:00,30:35:00,32:20:00,32:34:00,35:43:00,36:12:00,41:45:10
66,59,183,Matthew,Watts,male,53,CO,US,00:00:00,03:48:00,03:53:00,06:33:00,06:34:00,10:01:00,10:08:00,12:41:00,12:43:00,13:54:00,13:56:00,15:56:00,16:04:00,19:54:00,19:59:00,22:33:00,22:44:00,28:14:00,28:23:00,32:18:00,32:20:00,34:17:00,34:22:00,37:39:00,37:42:00,42:03:30
67,60,117,Stan,Ferguson,male,46,UT,US,00:00:00,03:14:00,03:17:00,05:33:00,05:39:00,08:51:00,09:01:00,11:27:00,11:29:00,12:18:00,12:20:00,13:52:00,14:11:00,17:39:00,17:40:00,20:22:00,20:47:00,26:53:00,27:12:00,30:48:00,30:55:00,32:50:00,33:02:00,36:47:00,37:01:00,42:46:09
68,61,45,Thomas,Schnitzius,male,57,CO,US,00:00:00,03:40:00,03:44:00,06:25:00,06:33:00,10:03:00,10:16:00,12:45:00,12:48:00,13:53:00,14:00:00,15:53:00,16:09:00,19:50:00,19:56:00,22:41:00,22:56:00,28:42:00,28:59:00,32:58:00,33:03:00,34:52:00,35:00:00,38:04:00,38:16:00,42:50:09
69,62,30,Mark,Heaphy,male,47,MT,US,00:00:00,04:27:00,04:29:00,07:15:00,07:25:00,11:01:00,11:15:00,13:40:00,13:41:00,14:26:00,14:28:00,16:10:00,16:32:00,20:21:00,20:38:00,23:11:00,23:42:00,29:13:00,29:33:00,33:29:00,33:32:00,35:19:00,35:22:00,38:05:00,38:28:00,42:52:40
70,63,31,Murray,Schart,male,51,UT,US,00:00:00,03:21:00,03:28:00,06:00:00,06:20:00,09:32:00,10:03:00,12:14:00,12:20:00,13:15:00,13:26:00,14:52:00,15:31:00,18:56:00,19:29:00,21:56:00,23:53:00,29:21:00,29:58:00,34:05:00,34:15:00,35:50:00,36:07:00,38:32:00,38:59:00,43:13:49
71,64,182,Ken,Ward,male,53,OR,US,00:00:00,03:11:00,03:15:00,05:33:00,05:41:00,08:48:00,09:05:00,12:02:00,12:10:00,13:04:00,13:09:00,15:00:00,15:25:00,19:06:00,19:20:00,22:05:00,22:41:00,28:23:00,28:53:00,32:47:00,32:49:00,34:49:00,35:00:00,38:06:00,38:26:00,43:19:35
72,65,135,Jamshid,Khajavi,male,57,WA,US,00:00:00,03:28:00,03:30:00,06:16:00,06:20:00,09:57:00,10:08:00,13:25:00,13:25:00,14:17:00,14:18:00,16:19:00,16:29:00,20:53:00,20:54:00,23:23:00,23:25:00,29:14:00,29:46:00,34:14:00,34:16:00,36:23:00,36:23:00,39:10:00,39:13:00,43:30:02
73,66,29,Rob,Hacker,male,49,CO,US,00:00:00,03:22:00,03:24:00,05:38:00,05:45:00,08:56:00,09:05:00,11:34:00,11:36:00,12:27:00,12:30:00,14:17:00,14:37:00,18:52:00,18:59:00,21:46:00,22:31:00,28:31:00,29:01:00,33:00:00,33:05:00,34:53:00,35:00:00,38:27:00,38:32:00,43:35:04
74,67,127,Gordon,Hardman,male,59,CO,US,00:00:00,03:48:00,03:54:00,06:21:00,06:26:00,09:56:00,10:05:00,12:50:00,12:54:00,13:48:00,13:55:00,15:56:00,16:24:00,20:21:00,20:27:00,23:17:00,23:33:00,29:14:00,29:38:00,33:29:00,33:32:00,35:20:00,35:24:00,38:07:00,38:20:00,43:39:12
75,68,143,Steve,McClung,male,48,CO,US,00:00:00,03:47:00,03:52:00,06:21:00,06:34:00,09:57:00,10:15:00,12:48:00,12:53:00,13:48:00,13:53:00,15:35:00,16:06:00,19:44:00,21:58:00,24:26:00,25:40:00,30:57:00,32:02:00,35:28:00,35:35:00,37:07:00,37:18:00,40:05:00,40:30:00,43:40:25
