Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
76,69,49,Wendell,Doman,male,50,CA,US,00:00:00,03:43:00,03:48:00,06:36:00,06:38:00,10:21:00,10:27:00,13:20:00,13:22:00,14:16:00,14:19:00,16:15:00,16:26:00,20:19:00,20:25:00,23:15:00,23:29:00,29:39:00,29:43:00,34:08:00,34:11:00,35:57:00,36:02:00,39:17:00,39:30:00,43:59:48
77,70,159,Mike,Price,male,60,UT,US,00:00:00,03:31:00,03:37:00,05:59:00,06:02:00,09:20:00,09:36:00,11:58:00,12:05:00,13:02:00,13:08:00,14:54:00,15:25:00,18:49:00,18:54:00,21:36:00,22:26:00,28:18:00,28:51:00,32:35:00,33:46:00,35:22:00,35:32:00,38:32:00,38:54:00,44:05:45
78,8,40,Rickie,Redland,female,56,CO,US,00:00:00,03:29:00,03:35:00,05:59:00,06:04:00,09:15:00,09:25:00,11:44:00,11:45:00,12:47:00,12:56:00,14:41:00,14:58:00,18:33:00,18:36:00,21:30:00,21:47:00,28:19:00,28:33:00,32:54:00,33:01:00,35:01:00,35:11:00,38:32:00,38:50:00,44:21:31
79,71,149,Kevin,Neadeau,male,39,CO,US,00:00:00,03:43:00,03:47:00,06:16:00,06:26:00,09:43:00,09:57:00,12:25:00,12:29:00,13:25:00,13:27:00,15:12:00,15:36:00,19:16:00,19:29:00,22:05:00,22:43:00,28:28:00,29:02:00,33:10:00,33:23:00,35:26:00,35:38:00,38:31:00,39:01:00,44:31:43
80,72,38,Michael,Bur,male,45,MD,US,00:00:00,03:21:00,03:23:00,05:47:00,05:49:00,09:14:00,09:30:00,12:15:00,12:23:00,13:25:00,13:26:00,15:12:00,15:30:00,19:45:00,19:48:00,22:52:00,24:05:00,30:14:00,30:46:00,35:19:00,35:35:00,37:29:00,37:36:00,40:49:00,41:01:00,45:07:26
81,73,134,Roger,Kane,male,52,CO,US,00:00:00,03:40:00,03:48:00,06:25:00,06:41:00,10:27:00,10:49:00,13:09:00,13:15:00,14:16:00,14:22:00,16:28:00,16:56:00,20:30:00,20:41:00,23:18:00,23:59:00,29:54:00,30:27:00,34:48:00,34:59:00,36:37:00,36:51:00,39:59:00,40:26:00,45:32:51
82,74,151,Barry,Oelrich,male,37,CO,US,00:00:00,03:23:00,03:25:00,05:45:00,05:52:00,09:14:00,09:36:00,12:30:00,12:33:00,13:37:00,13:51:00,15:43:00,16:18:00,20:12:00,20:33:00,23:19:00,24:59:00,30:50:00,31:34:00,35:38:00,35:45:00,37:25:00,37:33:00,40:49:00,41:13:00,45:40:15
83,75,23,Dennis,Drey,male,58,NM,US,00:00:00,03:32:00,03:34:00,05:49:00,05:53:00,09:01:00,09:11:00,11:36:00,11:36:00,12:26:00,12:29:00,14:17:00,14:17:00,17:51:00,18:02:00,20:39:00,21:19:00,29:16:00,30:39:00,34:40:00,34:50:00,36:46:00,36:59:00,40:25:00,40:43:00,45:50:50
84,76,33,Andrew,Hewat,male,47,,AU,00:00:00,04:00:00,04:02:00,06:27:00,06:33:00,10:13:00,10:24:00,13:07:00,13:11:00,14:02:00,14:06:00,15:58:00,16:16:00,20:20:00,20:28:00,23:24:00,23:53:00,31:12:00,32:02:00,36:17:00,36:22:00,38:04:00,38:08:00,41:38:00,41:57:00,46:01:17
85,77,169,Zane,Smith,male,37,TN,US,00:00:00,03:44:00,03:48:00,06:24:00,06:31:00,09:56:00,10:10:00,12:57:00,13:02:00,13:58:00,14:03:00,16:02:00,16:15:00,20:18:00,20:27:00,23:26:00,23:40:00,29:13:00,29:34:00,33:38:00,33:45:00,35:48:00,35:54:00,39:51:00,40:08:00,46:08:59
86,78,41,Robert,Andrulis,male,42,AZ,US,00:00:00,03:30:00,03:34:00,06:01:00,06:08:00,09:52:00,10:12:00,13:07:00,13:08:00,14:06:00,14:10:00,16:16:00,17:16:00,21:46:00,22:02:00,25:01:00,25:46:00,31:35:00,32:04:00,35:52:00,35:55:00,37:41:00,37:47:00,40:58:00,41:37:00,46:12:14
87,79,126,Kean,Hankins,male,44,NC,US,00:00:00,03:26:00,03:32:00,06:01:00,06:09:00,09:47:00,09:58:00,12:54:00,12:57:00,13:54:00,13:57:00,15:40:00,16:44:00,20:35:00,20:46:00,23:25:00,23:48:00,30:06:00,30:21:00,34:34:00,34:49:00,36:55:00,37:11:00,40:53:00,41:23:00,46:12:26
88,80,44,Kerry,Collings,male,61,UT,US,00:00:00,03:48:00,03:53:00,06:27:00,06:31:00,10:00:00,10:13:00,12:52:00,12:54:00,13:53:00,13:59:00,16:06:00,16:36:00,20:35:00,20:43:00,23:36:00,24:00:00,30:44:00,31:11:00,35:37:00,35:43:00,37:35:00,37:41:00,41:06:00,41:25:00,46:15:36
89,81,166,John,Sharp,male,32,TX,US,00:00:00,03:58:00,04:03:00,06:28:00,06:46:00,10:32:00,10:43:00,13:14:00,13:16:00,14:14:00,14:23:00,16:28:00,16:56:00,20:30:00,20:40:00,23:30:00,23:59:00,30:10:00,30:48:00,34:54:00,35:02:00,36:52:00,37:05:00,40:52:00,41:03:00,46:26:15
90,82,46,Pat,Homelvig,male,51,CO,US,00:00:00,03:45:00,03:45:00,06:33:00,06:34:00,10:24:00,10:34:00,13:25:00,13:26:00,14:22:00,14:28:00,16:36:00,16:52:00,20:41:00,20:53:00,24:02:00,24:24:00,30:51:00,31:08:00,35:24:00,35:31:00,37:20:00,37:28:00,41:04:00,41:27:00,46:36:17
91,83,170,Scott,Snyder,male,55,CO,US,00:00:00,03:48:00,03:54:00,06:40:00,06:44:00,10:27:00,10:37:00,13:23:00,13:26:00,14:22:00,14:28:00,16:36:00,16:37:00,21:05:00,21:11:00,24:09:00,24:12:00,30:53:00,31:16:00,35:38:00,35:39:00,37:32:00,37:38:00,41:05:00,41:14:00,46:50:23
92,9,131,Kristina,Irvin,female,52,CA,US,00:00:00,03:53:00,04:01:00,06:52:00,06:58:00,10:37:00,10:53:00,13:26:00,13:29:00,14:30:00,14:35:00,16:49:00,17:08:00,21:05:00,21:21:00,24:15:00,24:44:00,30:52:00,31:19:00,35:38:00,35:40:00,37:32:00,37:44:00,41:09:00,41:22:00,46:54:07
93,84,50,Rick,Pearcy,male,57,CO,US,00:00:00,03:37:00,03:41:00,06:21:00,06:30:00,10:24:00,10:36:00,13:34:00,13:35:00,14:38:00,14:41:00,17:07:00,17:17:00,22:15:00,22:24:00,25:20:00,25:36:00,31:54:00,32:10:00,36:31:00,36:37:00,38:28:00,38:37:00,42:09:00,42:18:00,46:59:09
94,85,141,Stephane,Marchand,male,37,,US,00:00:00,03:43:00,03:47:00,06:28:00,06:46:00,10:32:00,10:46:00,13:25:00,13:30:00,14:30:00,14:35:00,16:28:00,17:09:00,20:48:00,20:59:00,23:46:00,24:28:00,30:52:00,31:31:00,35:27:00,35:32:00,37:26:00,37:34:00,41:19:00,41:38:00,47:03:29
95,10,53,Margaret,Heaphy,female,54,MT,US,00:00:00,04:27:00,04:29:00,07:21:00,07:25:00,11:29:00,11:41:00,15:14:00,15:15:00,16:16:00,16:22:00,18:59:00,19:35:00,23:39:00,23:43:00,26:16:00,26:33:00,32:48:00,33:03:00,37:02:00,37:05:00,39:09:00,39:17:00,42:57:00,43:11:00,47:12:37
96,11,122,Susan,Gardner,female,46,NM,US,00:00:00,03:58:00,04:02:00,06:58:00,07:01:00,11:04:00,11:15:00,13:51:00,13:54:00,15:04:00,15:11:00,17:13:00,17:44:00,21:26:00,21:40:00,24:40:00,25:08:00,32:00:00,32:27:00,36:25:00,36:30:00,38:21:00,38:25:00,42:11:00,42:22:00,47:15:21
97,86,120,Marty,Fritzhand,male,67,OH,US,00:00:00,04:00:00,04:03:00,06:50:00,06:59:00,11:14:00,11:28:00,14:22:00,14:26:00,15:45:00,15:48:00,17:56:00,18:18:00,22:49:00,23:03:00,25:28:00,25:50:00,32:03:00,32:28:00,36:26:00,36:30:00,38:16:00,38:25:00,42:10:00,42:19:00,47:16:11
98,87,167,Mike,Smith,male,52,IN,US,00:00:00,03:31:00,03:39:00,06:18:00,06:26:00,10:10:00,10:31:00,13:20:00,13:22:00,14:22:00,14:25:00,16:20:00,16:44:00,20:47:00,20:54:00,24:02:00,24:22:00,30:50:00,31:20:00,35:47:00,35:50:00,37:37:00,37:45:00,41:35:00,41:44:00,47:18:50
99,88,42,Eric,Hodges,male,61,CO,US,00:00:00,03:50:00,03:56:00,06:22:00,06:30:00,09:42:00,10:03:00,12:48:00,12:52:00,14:04:00,14:13:00,16:16:00,16:56:00,21:10:00,21:12:00,23:52:00,24:32:00,30:01:00,30:44:00,34:30:00,34:48:00,36:41:00,37:10:00,40:57:00,41:30:00,47:20:22
100,12,51,Jennifer,Roach,female,57,CO,US,00:00:00,04:14:00,04:19:00,07:21:00,07:24:00,11:38:00,11:41:00,14:52:00,14:52:00,16:19:00,16:24:00,18:59:00,19:13:00,24:26:00,24:29:00,27:12:00,27:23:00,33:18:00,33:35:00,37:40:00,37:41:00,39:47:00,39:51:00,43:28:00,43:33:00,47:57:06
101,89,52,Leonard,Martin,male,57,TN,US,00:00:00,04:42:00,04:46:00,07:50:00,07:58:00,12:24:00,12:33:00,15:28:00,15:31:00,16:50:00,16:53:00,18:18:00,19:41:00,23:42:00,23:46:00,26:39:00,26:47:00,33:33:00,33:55:00,38:21:00,38:25:00,40:35:00,40:39:00,43:58:00,43:58:00,48:02:19
102,90,176,John,Taylor,male,48,MN,US,00:00:00,03:56:00,04:02:00,06:49:00,06:54:00,10:43:00,10:56:00,13:38:00,13:41:00,14:44:00,14:48:00,16:47:00,17:17:00,21:24:00,21:35:00,24:14:00,24:41:00,31:46:00,32:24:00,36:25:00,36:29:00,38:23:00,38:31:00,42:23:00,"",""
103,91,174,Jim,Sweatt,male,54,AR,US,00:00:00,04:09:00,04:13:00,07:10:00,07:19:00,11:09:00,11:18:00,14:15:00,14:15:00,15:34:00,15:37:00,17:47:00,18:13:00,22:45:00,22:53:00,25:35:00,26:01:00,32:47:00,33:01:00,37:11:00,37:20:00,39:38:00,39:47:00,45:04:00,"",""
104,92,48,Andrew,Barney,male,37,UT,US,00:00:00,03:55:00,03:59:00,06:49:00,06:53:00,11:03:00,11:20:00,14:45:00,14:52:00,16:02:00,16:06:00,18:14:00,18:39:00,22:57:00,23:04:00,25:55:00,26:10:00,33:04:00,33:25:00,38:11:00,38:18:00,40:23:00,40:27:00,46:05:00,"",""
105,93,119,John,Fors,male,43,CA,US,00:00:00,02:55:00,02:56:00,05:01:00,05:05:00,08:08:00,08:15:00,11:01:00,11:03:00,11:47:00,11:50:00,13:22:00,13:29:00,17:24:00,17:46:00,20:19:00,20:47:00,28:25:00,28:35:00,34:58:00,35:05:00,37:15:00,37:29:00,"","",""
106,94,142,Kirk,McCarville,male,56,AZ,US,00:00:00,03:32:00,03:37:00,06:01:00,06:05:00,09:29:00,09:39:00,12:39:00,12:40:00,13:43:00,13:43:00,15:59:00,16:52:00,21:46:00,22:02:00,25:02:00,25:29:00,33:17:00,33:28:00,38:08:00,38:20:00,40:31:00,40:37:00,"","",""
107,13,150,Yuki,Negoro,female,49,NJ,US,00:00:00,03:32:00,03:38:00,06:10:00,06:14:00,09:52:00,10:07:00,12:58:00,13:03:00,14:14:00,14:18:00,16:38:00,17:11:00,22:46:00,22:59:00,26:09:00,26:32:00,33:42:00,33:51:00,38:21:00,38:25:00,40:45:00,40:48:00,"","",""
108,95,21,Paul,Ralyea,male,43,VA,US,00:00:00,03:15:00,03:18:00,05:28:00,05:32:00,08:37:00,08:37:00,10:49:00,10:52:00,11:41:00,11:44:00,13:10:00,13:19:00,16:21:00,16:26:00,18:53:00,19:05:00,26:00:00,"","","","","","","",""
109,14,36,Honey,Albrecht,female,50,AZ,US,00:00:00,03:29:00,03:34:00,05:51:00,05:53:00,09:11:00,09:24:00,11:56:00,12:00:00,12:48:00,12:56:00,14:35:00,14:58:00,18:38:00,18:53:00,21:01:00,22:12:00,28:40:00,"","","","","","","",""
110,96,39,Bob,Combs,male,43,OH,US,00:00:00,03:26:00,03:29:00,05:50:00,05:54:00,09:23:00,09:32:00,12:33:00,12:35:00,13:25:00,13:27:00,15:24:00,15:34:00,20:07:00,20:34:00,23:52:00,24:09:00,31:34:00,"","","","","","","",""
111,15,114,Theresa,Do,female,47,CO,US,00:00:00,03:47:00,03:51:00,06:33:00,06:36:00,10:17:00,10:25:00,13:12:00,13:13:00,14:17:00,14:22:00,16:22:00,16:42:00,21:17:00,21:34:00,24:38:00,24:58:00,32:38:00,"","","","","","","",""
112,97,121,Devin,Gardiner,male,32,CO,US,00:00:00,03:07:00,03:09:00,05:18:00,05:22:00,08:23:00,08:36:00,11:09:00,11:15:00,12:04:00,12:20:00,14:02:00,14:28:00,21:10:00,23:50:00,25:52:00,26:03:00,33:00:00,"","","","","","","",""
113,98,115,Ron,Ely,male,39,MD,US,00:00:00,04:00:00,04:08:00,07:06:00,07:12:00,11:10:00,11:31:00,14:30:00,14:38:00,15:39:00,15:46:00,17:38:00,18:01:00,22:31:00,22:44:00,25:33:00,26:20:00,33:16:00,"","","","","","","",""
114,16,192,Deb,Pero,female,55,NM,US,00:00:00,03:46:00,03:49:00,06:27:00,06:30:00,10:03:00,10:13:00,12:49:00,12:50:00,13:45:00,13:51:00,15:40:00,16:01:00,19:59:00,20:38:00,23:43:00,26:55:00,33:48:00,"","","","","","","",""
115,99,1,Karl,Meltzer,male,42,UT,US,00:00:00,02:33:00,02:35:00,04:21:00,04:22:00,06:42:00,06:42:00,08:36:00,08:37:00,09:10:00,09:11:00,10:30:00,10:33:00,13:04:00,13:08:00,15:03:00,"","","","","","","","","",""
116,100,10,Erich,Peitzsch,male,31,MT,US,00:00:00,02:36:00,02:38:00,04:23:00,04:25:00,06:45:00,06:47:00,08:51:00,08:53:00,09:29:00,09:31:00,10:44:00,10:50:00,14:21:00,15:32:00,18:01:00,"","","","","","","","","",""
117,101,103,Jim,Baker,male,59,OK,US,00:00:00,03:26:00,03:31:00,05:49:00,05:56:00,09:11:00,09:17:00,12:02:00,12:05:00,13:03:00,13:10:00,14:56:00,15:14:00,18:56:00,19:08:00,22:09:00,"","","","","","","","","",""
118,102,105,Trey,Barnes,male,25,CA,US,00:00:00,03:07:00,03:10:00,05:15:00,05:16:00,08:19:00,08:31:00,11:04:00,11:10:00,11:58:00,12:02:00,13:50:00,14:09:00,18:20:00,18:45:00,22:43:00,"","","","","","","","","",""
119,17,190,Lori,Bantekas,female,41,WY,US,00:00:00,03:40:00,03:44:00,06:25:00,06:41:00,09:59:00,10:11:00,12:45:00,12:48:00,13:54:00,14:00:00,16:06:00,16:24:00,21:06:00,21:17:00,24:45:00,"","","","","","","","","",""
120,103,43,Don,Platt,male,56,CO,US,00:00:00,03:58:00,03:59:00,06:40:00,06:45:00,10:56:00,11:07:00,13:48:00,13:52:00,14:40:00,14:42:00,16:41:00,17:06:00,21:39:00,21:44:00,25:14:00,"","","","","","","","","",""
121,18,109,Elizabeth,Bouquet,female,59,ME,US,00:00:00,04:14:00,04:19:00,07:10:00,07:23:00,11:21:00,11:44:00,14:49:00,14:54:00,16:12:00,16:24:00,18:55:00,19:16:00,24:26:00,24:41:00,28:06:00,"","","","","","","","","",""
122,104,108,David,Bliss,male,47,WA,US,00:00:00,03:58:00,04:00:00,06:58:00,07:02:00,11:03:00,11:11:00,14:31:00,14:34:00,15:45:00,15:48:00,17:57:00,18:19:00,23:53:00,24:04:00,28:07:00,"","","","","","","","","",""
123,19,186,Allie,Wood,female,49,MT,US,00:00:00,04:21:00,04:23:00,07:30:00,07:30:00,12:09:00,12:15:00,15:48:00,15:48:00,17:05:00,17:07:00,19:24:00,19:32:00,24:48:00,24:57:00,28:20:00,"","","","","","","","","",""
124,105,184,Brooks,Williams,male,27,CO,US,00:00:00,02:58:00,02:59:00,05:26:00,05:26:00,08:09:00,08:18:00,10:38:00,10:49:00,11:44:00,11:47:00,13:21:00,"","","","","","","","","","","","","",""
125,106,35,Jeff,Heasley,male,43,CO,US,00:00:00,03:18:00,03:21:00,05:41:00,05:43:00,08:52:00,09:00:00,11:37:00,11:42:00,12:43:00,12:43:00,16:47:00,"","","","","","","","","","","","","",""
126,107,178,Charlie,Thorn,male,64,NM,US,00:00:00,04:08:00,04:15:00,06:58:00,07:01:00,10:42:00,11:08:00,13:10:00,13:10:00,14:28:00,14:32:00,18:30:00,"","","","","","","","","","","","","",""
127,108,112,Dick,Curtis,male,65,CO,US,00:00:00,03:40:00,03:48:00,06:35:00,06:41:00,11:00:00,11:15:00,14:37:00,14:38:00,15:44:00,"","","","","","","","","","","","","","","",""
128,109,26,Roger,Wrublik,male,53,CO,US,00:00:00,03:57:00,03:59:00,06:49:00,06:54:00,11:06:00,11:15:00,14:38:00,14:39:00,15:44:00,"","","","","","","","","","","","","","","",""
129,110,136,Robert,King,male,49,TX,US,00:00:00,03:37:00,03:42:00,06:23:00,06:38:00,10:42:00,10:59:00,14:25:00,14:28:00,15:53:00,"","","","","","","","","","","","","","","",""
130,111,156,Rollin,Perry,male,71,IA,US,00:00:00,04:35:00,04:39:00,07:55:00,08:04:00,12:43:00,13:04:00,16:53:00,17:00:00,18:24:00,"","","","","","","","","","","","","","","",""
131,112,104,James,Ballard,male,60,OR,US,00:00:00,04:37:00,04:40:00,07:55:00,08:09:00,12:48:00,13:03:00,16:50:00,16:55:00,18:24:00,"","","","","","","","","","","","","","","",""
132,113,2,Troy,Howard,male,37,CA,US,00:00:00,02:50:00,02:52:00,04:46:00,04:48:00,07:32:00,"","","","","","","","","","","","","","","","","","","",""
133,114,172,Luis,Stoute,male,50,,PA,00:00:00,04:10:00,04:15:00,07:18:00,07:24:00,12:02:00,"","","","","","","","","","","","","","","","","","","",""
134,115,34,Mike,Dobies,male,49,MI,US,00:00:00,04:13:00,04:17:00,07:10:00,07:17:00,12:02:00,"","","","","","","","","","","","","","","","","","","",""
135,116,181,George,Velasco,male,57,CA,US,00:00:00,04:42:00,04:45:00,07:32:00,07:37:00,17:55:00,"","","","","","","","","","","","","","","","","","","",""
136,117,7,Ricky,Denesik,male,50,CO,US,00:00:00,02:50:00,02:53:00,05:07:00,"","","","","","","","","","","","","","","","","","","","","",""
137,118,152,Nick,Papafote,male,46,TX,US,00:00:00,04:38:00,04:40:00,06:27:00,"","","","","","","","","","","","","","","","","","","","","",""
138,119,146,Jasper,Mueller,male,42,UT,US,00:00:00,03:56:00,04:02:00,07:15:00,"","","","","","","","","","","","","","","","","","","","","",""
139,120,47,Duane,Nelson,male,53,OR,US,00:00:00,03:59:00,04:05:00,07:25:00,"","","","","","","","","","","","","","","","","","","","","",""
140,121,162,Bill,Rideg,male,44,MT,US,00:00:00,03:44:00,"","","","","","","","","","","","","","","","","","","","","","","",""
