Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
76,70,108,Ben,Benjamin,male,59,OR,US,00:00:00,03:48:00,03:53:00,06:14:00,06:18:00,09:53:00,10:12:00,12:25:00,12:30:00,13:28:00,13:28:00,16:00:00,16:01:00,20:00:00,20:25:00,23:05:00,23:30:00,29:33:00,30:10:00,34:30:00,35:02:00,36:51:00,37:02:00,40:24:00,41:19:00,46:56:28
77,71,20,Mark,Heaphy,male,44,MT,US,00:00:00,04:03:00,04:09:00,07:05:00,07:19:00,10:58:00,11:17:00,14:15:00,14:16:00,15:10:00,15:19:00,17:39:00,18:25:00,22:57:00,23:19:00,26:31:00,27:02:00,32:27:00,32:52:00,36:36:00,36:39:00,38:13:00,38:24:00,41:16:00,41:46:00,46:58:48
78,72,115,Bob,Combs,male,39,OH,US,00:00:00,03:35:00,03:37:00,05:56:00,05:58:00,09:29:00,09:44:00,13:25:00,13:30:00,14:22:00,14:24:00,16:19:00,16:40:00,21:02:00,21:07:00,24:10:00,24:30:00,31:32:00,31:44:00,36:15:00,36:24:00,38:12:00,38:24:00,42:04:00,42:11:00,47:02:50
79,73,117,Stephen,Cross,male,58,CA,US,00:00:00,03:43:00,03:48:00,06:33:00,06:46:00,10:44:00,11:05:00,13:47:00,13:51:00,14:53:00,14:56:00,17:18:00,17:18:00,21:39:00,21:54:00,24:24:00,24:48:00,31:13:00,31:47:00,36:00:00,36:10:00,38:06:00,38:14:00,41:55:00,42:05:00,47:15:36
80,74,157,Duane,Nelson,male,50,OR,US,00:00:00,03:29:00,03:31:00,05:54:00,05:58:00,09:33:00,09:41:00,12:34:00,12:35:00,13:32:00,13:35:00,15:23:00,15:48:00,20:21:00,20:23:00,23:26:00,23:40:00,30:15:00,30:23:00,35:08:00,35:13:00,37:19:00,37:21:00,41:24:00,41:31:00,47:19:49
81,75,31,John,DeWalt,male,70,PA,US,00:00:00,03:49:00,03:51:00,06:16:00,06:24:00,10:21:00,10:36:00,14:16:00,14:25:00,15:24:00,15:36:00,17:58:00,18:21:00,22:41:00,22:51:00,25:32:00,26:06:00,31:53:00,32:16:00,36:34:00,36:45:00,38:23:00,38:33:00,43:05:00,43:05:00,47:49:52
82,76,134,David,Greenberg,male,42,CO,US,00:00:00,03:19:00,03:21:00,05:46:00,05:51:00,09:46:00,10:00:00,12:50:00,12:53:00,13:45:00,13:47:00,16:01:00,16:01:00,20:17:00,20:24:00,23:03:00,23:13:00,29:41:00,29:58:00,34:28:00,34:35:00,36:46:00,36:50:00,41:02:00,41:08:00,""
83,77,150,Matt,Mahoney,male,51,FL,US,00:00:00,03:51:00,03:55:00,06:39:00,06:47:00,10:35:00,10:45:00,13:30:00,13:37:00,14:33:00,14:38:00,16:27:00,16:45:00,22:03:00,22:20:00,25:11:00,26:59:00,33:13:00,33:31:00,37:35:00,37:43:00,39:36:00,39:45:00,43:50:00,43:50:00,""
84,78,30,Eric,Hodges,male,57,CA,US,00:00:00,03:37:00,03:41:00,05:58:00,06:03:00,09:09:00,09:27:00,11:45:00,11:50:00,12:44:00,12:53:00,14:27:00,15:19:00,19:22:00,19:41:00,22:37:00,23:14:00,28:55:00,29:26:00,33:04:00,33:12:00,35:09:00,"","","",""
85,79,101,Roger,Ackerman,male,60,GA,US,00:00:00,04:00:00,04:05:00,07:14:00,07:22:00,11:59:00,12:39:00,15:35:00,15:38:00,16:49:00,16:59:00,19:30:00,19:52:00,23:59:00,24:10:00,26:39:00,26:50:00,33:19:00,33:36:00,37:48:00,37:58:00,40:21:00,40:37:00,"","",""
86,80,146,Richard,Knapp,male,54,NM,US,00:00:00,03:47:00,03:53:00,06:19:00,06:24:00,09:51:00,10:01:00,12:37:00,12:42:00,"","",15:09:00,15:40:00,19:22:00,19:35:00,21:48:00,22:16:00,28:32:00,29:27:00,"","","","","","",""
87,81,166,Robb,Reece,male,42,CO,US,00:00:00,03:09:00,03:10:00,05:10:00,05:10:00,07:57:00,08:09:00,10:18:00,10:21:00,11:06:00,11:10:00,12:52:00,13:10:00,16:35:00,16:45:00,19:06:00,20:03:00,27:37:00,29:34:00,"","","","","","",""
88,82,155,Dan,Meyers,male,49,CA,US,00:00:00,03:11:00,03:12:00,05:14:00,05:16:00,08:07:00,08:14:00,10:40:00,10:42:00,11:32:00,11:38:00,13:00:00,13:18:00,16:51:00,23:31:00,25:22:00,25:36:00,31:30:00,31:57:00,"","","","","","",""
89,7,130,Carol,Gerber,female,43,CO,US,00:00:00,03:37:00,03:40:00,06:05:00,06:08:00,09:22:00,09:40:00,12:07:00,12:13:00,13:10:00,13:14:00,14:53:00,15:36:00,19:40:00,20:15:00,23:36:00,24:30:00,32:02:00,32:18:00,"","","","","","",""
90,8,122,Vickie,DeVita,female,53,CA,US,00:00:00,03:55:00,03:56:00,06:56:00,06:57:00,10:58:00,11:15:00,14:20:00,14:25:00,15:35:00,15:43:00,17:57:00,18:16:00,23:19:00,23:34:00,26:45:00,27:12:00,35:11:00,"","","","","","","",""
91,9,3,Sue,Johnston,female,41,VT,US,00:00:00,03:07:00,03:08:00,05:13:00,05:19:00,08:07:00,08:14:00,11:03:00,11:17:00,11:57:00,12:03:00,13:22:00,13:39:00,16:54:00,17:00:00,19:22:00,"","","","","","","","","",""
92,83,154,Nate,McDowell,male,35,NM,US,00:00:00,02:55:00,02:56:00,04:38:00,04:40:00,07:10:00,07:13:00,09:16:00,09:17:00,09:50:00,09:50:00,11:06:00,11:08:00,14:03:00,14:08:00,16:23:00,19:52:00,"","","","","","","","",""
93,84,179,Chad,Tomlinson,male,30,UT,US,00:00:00,03:02:00,03:03:00,04:59:00,05:01:00,07:45:00,07:59:00,10:09:00,10:11:00,10:57:00,10:59:00,12:32:00,12:59:00,16:04:00,16:50:00,19:08:00,21:24:00,"","","","","","","","",""
94,85,167,William,Rideg,male,41,MT,US,00:00:00,03:33:00,03:35:00,05:48:00,05:54:00,09:10:00,10:30:00,12:45:00,12:47:00,13:35:00,13:39:00,15:05:00,15:42:00,20:02:00,20:09:00,22:49:00,22:55:00,"","","","","","","","",""
95,86,114,Richard,Collins,male,50,ME,US,00:00:00,03:30:00,03:35:00,05:56:00,06:04:00,09:28:00,09:45:00,12:20:00,12:26:00,13:25:00,13:28:00,15:02:00,15:24:00,19:07:00,19:13:00,21:45:00,23:06:00,"","","","","","","","",""
96,87,107,James,Benike,male,57,MN,US,00:00:00,03:43:00,03:45:00,06:18:00,06:20:00,10:12:00,10:21:00,13:07:00,13:13:00,14:11:00,14:17:00,16:08:00,16:33:00,20:30:00,20:45:00,23:35:00,"","","","","","","","","",""
97,88,41,Thomas,Knutson,male,56,MN,US,00:00:00,03:47:00,03:50:00,06:25:00,06:30:00,10:07:00,10:19:00,13:07:00,13:13:00,14:11:00,14:17:00,16:08:00,16:33:00,20:30:00,20:45:00,23:35:00,"","","","","","","","","",""
98,89,23,Murray,Schart,male,47,UT,US,00:00:00,03:06:00,03:07:00,05:23:00,05:23:00,10:02:00,10:12:00,12:31:00,12:35:00,13:34:00,13:36:00,15:23:00,16:54:00,20:23:00,20:46:00,23:36:00,23:52:00,"","","","","","","","",""
99,90,187,Fred,Abramowitz,male,55,CO,US,00:00:00,03:43:00,03:48:00,06:12:00,06:14:00,09:47:00,09:57:00,12:36:00,12:43:00,13:39:00,13:42:00,15:15:00,15:36:00,20:26:00,20:45:00,24:14:00,"","","","","","","","","",""
100,91,17,Don,Platt,male,52,CO,US,00:00:00,03:19:00,03:20:00,05:42:00,05:51:00,09:36:00,09:51:00,12:50:00,12:55:00,13:43:00,13:45:00,15:22:00,15:45:00,20:31:00,20:40:00,24:27:00,24:27:00,"","","","","","","","",""
101,92,109,Mark,Blenden,male,57,TX,US,00:00:00,03:53:00,03:56:00,06:27:00,06:38:00,10:24:00,10:40:00,13:34:00,13:39:00,14:43:00,14:48:00,17:21:00,17:21:00,21:45:00,21:56:00,25:13:00,25:13:00,"","","","","","","","",""
102,93,158,Tom,Nyce,male,47,AZ,US,00:00:00,03:55:00,03:59:00,06:38:00,06:48:00,11:05:00,11:35:00,14:39:00,14:50:00,15:50:00,16:00:00,17:50:00,18:07:00,22:21:00,22:35:00,25:06:00,25:14:00,"","","","","","","","",""
103,94,7,James,Miller,male,51,CO,US,00:00:00,03:53:00,03:56:00,06:18:00,06:24:00,10:50:00,11:28:00,14:16:00,14:24:00,15:26:00,15:37:00,17:57:00,18:34:00,22:41:00,22:54:00,26:08:00,"","","","","","","","","",""
104,95,151,Tim,Marchant,male,,,,00:00:00,03:53:00,03:56:00,06:40:00,06:46:00,10:35:00,10:51:00,14:21:00,14:25:00,15:06:00,15:19:00,17:36:00,18:21:00,23:02:00,23:15:00,26:21:00,"","","","","","","","","",""
105,10,38,Margaret,Heaphy,female,51,MT,US,00:00:00,04:03:00,04:09:00,07:05:00,07:18:00,10:58:00,11:17:00,14:15:00,14:16:00,15:10:00,15:19:00,17:39:00,18:25:00,22:57:00,23:19:00,27:10:00,28:03:00,"","","","","","","","",""
106,11,118,Letha,Cruthirds,female,53,TX,US,00:00:00,04:22:00,04:29:00,07:38:00,07:46:00,12:12:00,12:23:00,15:53:00,16:08:00,17:47:00,18:00:00,20:10:00,20:38:00,25:22:00,25:50:00,28:27:00,28:27:00,"","","","","","","","",""
107,96,152,Leonard,Martin,male,53,TN,US,00:00:00,04:22:00,04:31:00,07:58:00,08:06:00,12:31:00,12:55:00,16:17:00,16:25:00,17:47:00,18:00:00,20:13:00,20:30:00,25:22:00,25:50:00,28:27:00,28:29:00,"","","","","","","","",""
108,97,149,Rich,Limacher,male,56,IL,US,00:00:00,04:10:00,04:13:00,07:27:00,07:31:00,12:02:00,12:21:00,15:58:00,16:08:00,17:47:00,17:55:00,20:10:00,20:24:00,25:20:00,25:50:00,28:27:00,28:30:00,"","","","","","","","",""
109,98,24,Robert,Youngren,male,32,AL,US,00:00:00,03:07:00,03:08:00,05:17:00,05:17:00,08:44:00,09:08:00,11:37:00,11:41:00,12:25:00,12:31:00,14:12:00,"","","","","","","","","","","","","",""
110,99,43,Charlie,Thorn,male,60,NM,US,00:00:00,03:44:00,03:48:00,06:12:00,06:14:00,09:43:00,10:13:00,12:40:00,12:40:00,13:40:00,13:45:00,16:11:00,"","","","","","","","","","","","","",""
111,100,132,Jan,Gnass,male,57,OR,US,00:00:00,04:07:00,04:15:00,07:11:00,07:24:00,11:40:00,12:03:00,14:47:00,15:02:00,16:09:00,16:27:00,18:47:00,"","","","","","","","","","","","","",""
112,101,162,Dale,Perry,male,49,CO,US,00:00:00,03:57:00,04:00:00,06:53:00,07:20:00,11:35:00,11:57:00,15:08:00,15:14:00,16:34:00,16:44:00,18:52:00,"","","","","","","","","","","","","",""
113,12,128,Connie,Gardner,female,,,,00:00:00,03:14:00,03:15:00,05:34:00,05:36:00,08:42:00,08:49:00,11:45:00,11:51:00,12:52:00,12:57:00,"","","","","","","","","","","","","","",""
114,102,161,Steve,Pero,male,55,NH,US,00:00:00,03:26:00,03:29:00,05:50:00,05:52:00,09:20:00,10:51:00,13:19:00,13:34:00,15:02:00,15:20:00,"","","","","","","","","","","","","","",""
115,13,160,Deb,Pero,female,52,NH,US,00:00:00,03:52:00,03:56:00,06:45:00,06:56:00,10:42:00,11:05:00,14:10:00,14:13:00,15:16:00,15:25:00,"","","","","","","","","","","","","","",""
116,103,124,Randall,Dunn,male,51,CO,US,00:00:00,03:35:00,03:40:00,06:16:00,06:21:00,10:25:00,10:59:00,14:11:00,14:15:00,15:15:00,15:31:00,"","","","","","","","","","","","","","",""
117,14,110,Elizabeth,Bouquet,female,55,CO,US,00:00:00,04:01:00,04:05:00,07:09:00,07:24:00,11:32:00,11:52:00,14:46:00,14:58:00,16:10:00,16:27:00,"","","","","","","","","","","","","","",""
118,104,184,Chuck,Wilson,male,58,CA,US,00:00:00,03:57:00,03:59:00,06:40:00,06:44:00,11:28:00,12:23:00,15:12:00,15:22:00,16:46:00,"","","","","","","","","","","","","","","",""
119,105,164,Bud,Phillips,male,59,CA,US,00:00:00,03:35:00,03:38:00,06:09:00,06:16:00,09:44:00,"","","","","","","","","","","","","","","","","","","",""
120,106,119,Gary,Cuffin,male,55,CO,US,00:00:00,03:42:00,03:47:00,06:11:00,06:18:00,09:46:00,10:00:00,"","","","","","","","","","","","","","","","","","",""
121,107,27,Devin,Gardiner,male,29,CO,US,00:00:00,03:13:00,03:15:00,05:53:00,05:59:00,10:15:00,"","","","","","","","","","","","","","","","","","","",""
122,108,44,Tom,Rowe,male,58,MT,US,00:00:00,03:41:00,03:46:00,06:21:00,06:28:00,10:36:00,10:52:00,"","","","","","","","","","","","","","","","","","",""
123,15,168,Jennifer,Roach,female,53,CO,US,00:00:00,03:53:00,03:56:00,06:47:00,06:50:00,11:16:00,"","","","","","","","","","","","","","","","","","","",""
124,109,139,Jeff,Heasley,male,39,CO,US,00:00:00,03:50:00,03:53:00,06:30:00,06:36:00,11:32:00,"","","","","","","","","","","","","","","","","","","",""
125,16,172,Lynn,Schanlkliess,female,39,CA,US,00:00:00,03:58:00,04:04:00,06:38:00,"",12:41:00,"","","","","","","","","","","","","","","","","","","",""
126,110,106,James,Ballard,male,56,OR,US,00:00:00,04:24:00,04:27:00,07:37:00,07:39:00,13:28:00,"","","","","","","","","","","","","","","","","","","",""
127,111,178,Patrick,Tomada,male,53,CO,US,00:00:00,04:29:00,04:35:00,08:52:00,09:00:00,13:46:00,"","","","","","","","","","","","","","","","","","","",""
128,112,174,Shihab,Shamma,male,52,DC,US,00:00:00,04:10:00,04:24:00,07:32:00,07:46:00,13:54:00,"","","","","","","","","","","","","","","","","","","",""
129,113,188,Andrew,Boyd,male,65,CA,US,00:00:00,04:08:00,04:15:00,07:11:00,07:24:00,"","","","","","","","","","","","","","","","","","","","",""
130,114,148,Brett,Lehigh,male,46,CA,US,00:00:00,04:06:00,04:11:00,07:26:00,07:31:00,"","","","","","","","","","","","","","","","","","","","",""
131,115,163,Rollin,Perry,male,67,IA,US,00:00:00,04:22:00,04:25:00,08:03:00,"","","","","","","","","","","","","","","","","","","","","",""
