Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
38,36,111,Scott,Brockmeier,male,44,NC,US,00:00:00,03:48:00,03:53:00,06:30:00,06:37:00,10:15:00,11:12:00,13:40:00,13:42:00,14:33:00,14:33:00,16:19:00,17:00:00,20:48:00,20:59:00,23:23:00,23:47:00,28:45:00,28:54:00,32:17:00,32:22:00,33:48:00,34:06:00,36:51:00,37:01:00,41:17:10
39,37,22,David,Fullford,male,46,WA,US,00:00:00,03:03:00,03:06:00,05:18:00,05:23:00,09:05:00,09:21:00,12:07:00,12:12:00,13:03:00,13:07:00,14:46:00,15:02:00,18:47:00,18:56:00,21:36:00,21:58:00,27:31:00,27:42:00,31:28:00,31:34:00,33:12:00,33:25:00,36:33:00,36:52:00,41:26:22
40,38,28,Mike,Dobies,male,45,MI,US,00:00:00,03:44:00,03:49:00,06:13:00,06:18:00,10:01:00,10:18:00,12:56:00,12:59:00,13:50:00,13:55:00,16:08:00,16:08:00,20:14:00,20:36:00,23:06:00,23:30:00,29:13:00,29:28:00,33:06:00,33:10:00,34:55:00,35:01:00,37:51:00,37:57:00,41:53:59
41,39,120,Flavio,Dalbosco,male,42,,,00:00:00,03:46:00,03:49:00,06:09:00,06:11:00,09:31:00,09:41:00,12:12:00,12:13:00,13:11:00,13:18:00,15:16:00,15:39:00,19:25:00,19:36:00,21:55:00,22:15:00,28:36:00,28:53:00,32:42:00,32:49:00,34:40:00,34:55:00,37:47:00,37:53:00,42:11:33
42,3,39,Rickie,Redland,female,52,CO,US,00:00:00,03:29:00,03:32:00,05:57:00,06:03:00,09:20:00,09:31:00,11:58:00,12:01:00,12:56:00,12:59:00,14:24:00,14:49:00,18:35:00,18:45:00,21:22:00,21:52:00,27:52:00,28:12:00,32:10:00,32:19:00,34:01:00,34:14:00,37:17:00,37:27:00,42:14:52
43,4,129,Susan,Gebhart,female,51,CO,US,00:00:00,03:29:00,03:32:00,05:57:00,06:03:00,09:20:00,09:29:00,11:58:00,12:01:00,12:56:00,12:59:00,14:24:00,14:49:00,18:35:00,18:45:00,21:21:00,21:52:00,27:52:00,28:12:00,32:10:00,32:20:00,34:01:00,34:14:00,37:12:00,37:27:00,42:14:52
44,40,141,Jeff,Holdaway,male,48,VA,US,00:00:00,03:07:00,03:08:00,05:16:00,05:16:00,08:32:00,08:40:00,11:50:00,11:59:00,12:48:00,12:52:00,14:30:00,15:02:00,18:55:00,19:01:00,21:39:00,22:29:00,28:40:00,28:58:00,32:49:00,33:08:00,34:42:00,34:53:00,37:45:00,37:54:00,42:16:38
45,41,169,John,Robinson,male,41,OR,US,00:00:00,03:32:00,03:34:00,05:51:00,05:55:00,09:24:00,09:37:00,13:32:00,13:37:00,14:15:00,14:24:00,15:59:00,16:16:00,19:55:00,20:03:00,22:18:00,22:33:00,28:41:00,28:59:00,32:56:00,33:03:00,34:49:00,34:49:00,37:27:00,37:40:00,42:23:00
46,42,180,Will,Vaughan,male,34,CO,US,00:00:00,03:16:00,03:21:00,05:35:00,05:42:00,09:05:00,09:23:00,11:46:00,11:52:00,12:44:00,12:53:00,14:29:00,14:54:00,18:43:00,18:55:00,21:23:00,21:41:00,27:39:00,28:12:00,32:01:00,32:13:00,33:52:00,34:10:00,37:12:00,37:24:00,42:27:43
47,43,133,Brett,Gosney,male,47,CO,US,00:00:00,03:32:00,03:36:00,05:56:00,06:02:00,09:11:00,09:37:00,12:29:00,12:35:00,13:32:00,13:39:00,15:10:00,16:21:00,20:29:00,20:41:00,23:37:00,24:34:00,29:49:00,29:58:00,33:26:00,33:35:00,35:10:00,35:14:00,37:43:00,38:05:00,42:35:09
48,44,29,Michael,Bur,male,41,MD,US,00:00:00,03:30:00,03:31:00,05:52:00,06:00:00,09:35:00,09:51:00,12:24:00,12:31:00,13:25:00,13:28:00,14:50:00,15:09:00,18:55:00,18:56:00,21:18:00,21:38:00,27:29:00,28:03:00,32:06:00,32:06:00,33:58:00,34:21:00,37:41:00,37:54:00,42:40:49
49,45,105,Peter,Bakwin,male,44,CO,US,00:00:00,03:47:00,03:50:00,06:13:00,06:15:00,09:41:00,09:54:00,12:23:00,12:25:00,13:25:00,13:28:00,15:02:00,15:25:00,19:06:00,19:13:00,21:37:00,23:47:00,29:21:00,29:34:00,33:33:00,33:40:00,35:12:00,35:21:00,38:16:00,38:29:00,42:50:09
50,46,136,Larry,Hall,male,52,IL,US,00:00:00,03:19:00,03:21:00,05:30:00,05:34:00,08:45:00,08:54:00,11:48:00,"",12:43:00,12:46:00,14:15:00,14:38:00,18:20:00,18:31:00,21:09:00,21:39:00,28:12:00,28:44:00,32:26:00,32:32:00,34:07:00,34:17:00,37:17:00,37:33:00,42:58:42
51,47,36,Hans,Dieter-Weisshaar,male,66,,,00:00:00,04:03:00,04:04:00,06:34:00,06:34:00,10:22:00,10:27:00,13:21:00,13:22:00,14:21:00,14:22:00,16:19:00,16:45:00,20:34:00,20:36:00,23:00:00,23:13:00,28:58:00,29:09:00,33:06:00,33:07:00,34:54:00,34:54:00,38:03:00,38:35:00,43:08:40
52,48,112,Odin,Christensen,male,59,CO,US,00:00:00,03:41:00,03:44:00,06:05:00,06:07:00,09:27:00,09:42:00,12:10:00,12:16:00,13:11:00,13:19:00,15:02:00,15:35:00,19:31:00,19:44:00,22:26:00,22:37:00,29:16:00,29:38:00,33:29:00,33:41:00,35:13:00,35:26:00,38:21:00,38:49:00,43:08:40
53,49,186,Steve,McClung,male,44,CO,US,00:00:00,04:00:00,04:08:00,06:48:00,07:05:00,10:29:00,11:20:00,13:48:00,13:52:00,14:52:00,14:55:00,16:40:00,17:29:00,21:26:00,21:40:00,23:53:00,24:43:00,30:41:00,31:06:00,34:38:00,34:54:00,36:28:00,36:41:00,39:29:00,39:50:00,43:39:45
54,50,25,Roger,Wrublik,male,49,AZ,US,00:00:00,03:48:00,03:51:00,06:28:00,06:31:00,10:20:00,10:30:00,13:30:00,13:35:00,14:23:00,14:26:00,16:08:00,16:25:00,20:50:00,20:59:00,23:34:00,24:07:00,30:15:00,30:35:00,34:43:00,34:48:00,36:31:00,36:37:00,39:38:00,39:46:00,43:48:18
55,51,45,Jerry,Bloom,male,53,CA,US,00:00:00,03:41:00,03:41:00,06:12:00,06:15:00,09:50:00,09:59:00,12:35:00,12:39:00,13:28:00,13:31:00,14:55:00,15:17:00,19:17:00,19:38:00,22:09:00,23:40:00,29:04:00,29:22:00,33:18:00,33:23:00,35:09:00,35:21:00,38:32:00,38:52:00,43:49:04
56,52,103,Bob,Bachani,male,51,AZ,US,00:00:00,03:48:00,03:53:00,06:21:00,06:30:00,10:03:00,10:20:00,13:05:00,13:10:00,13:57:00,14:02:00,16:19:00,16:19:00,20:21:00,20:40:00,23:00:00,23:33:00,29:15:00,29:45:00,33:47:00,33:58:00,35:44:00,35:56:00,39:00:00,39:27:00,43:53:17
57,53,185,Craig,Wilson,male,57,ME,US,00:00:00,03:24:00,03:27:00,05:46:00,05:51:00,09:02:00,09:10:00,11:37:00,11:43:00,12:26:00,12:31:00,14:04:00,14:27:00,18:25:00,18:38:00,21:13:00,21:39:00,28:24:00,28:45:00,32:54:00,33:03:00,34:55:00,35:09:00,38:24:00,38:31:00,43:56:34
58,54,140,George,Hitzfeld,male,46,TX,US,00:00:00,03:52:00,03:58:00,06:28:00,06:49:00,10:23:00,11:00:00,13:40:00,13:43:00,14:33:00,14:37:00,16:17:00,17:00:00,20:51:00,21:05:00,23:28:00,24:16:00,30:16:00,30:58:00,34:34:00,34:43:00,36:23:00,36:32:00,39:34:00,39:47:00,44:02:25
59,55,173,Thomas,Schnitzius,male,53,CO,US,00:00:00,03:53:00,03:55:00,06:38:00,06:57:00,10:15:00,10:58:00,13:35:00,13:39:00,14:37:00,14:41:00,16:41:00,16:55:00,20:43:00,20:47:00,23:30:00,23:39:00,29:34:00,29:43:00,33:42:00,33:47:00,35:32:00,35:39:00,38:59:00,39:10:00,44:07:07
60,56,113,Rockford,Cogar,male,51,CO,US,00:00:00,03:33:00,03:40:00,06:03:00,06:08:00,09:32:00,10:00:00,12:35:00,12:39:00,13:38:00,13:44:00,15:54:00,15:54:00,20:05:00,20:13:00,22:59:00,23:25:00,29:13:00,29:48:00,33:40:00,33:52:00,35:31:00,35:40:00,38:57:00,39:20:00,44:45:14
61,57,177,Mike,Thomas,male,45,CO,US,00:00:00,03:43:00,03:47:00,06:09:00,06:14:00,09:52:00,10:05:00,12:47:00,12:50:00,13:45:00,13:47:00,15:39:00,16:08:00,20:01:00,20:16:00,22:54:00,23:36:00,29:19:00,29:39:00,33:43:00,33:48:00,35:34:00,35:53:00,38:55:00,39:16:00,44:45:20
62,58,153,Kirk,McCarville,male,52,AZ,US,00:00:00,03:26:00,03:28:00,05:46:00,05:49:00,09:30:00,09:43:00,12:11:00,12:13:00,13:10:00,13:14:00,14:36:00,15:09:00,19:04:00,19:25:00,22:12:00,23:12:00,29:42:00,30:14:00,34:14:00,34:23:00,36:17:00,36:29:00,39:39:00,39:50:00,44:47:31
63,59,26,Chris,Twiggs,male,36,FL,US,00:00:00,03:41:00,03:44:00,06:19:00,06:23:00,10:00:00,10:11:00,13:18:00,13:24:00,14:23:00,14:26:00,16:18:00,16:39:00,21:02:00,21:15:00,23:49:00,24:09:00,30:07:00,30:23:00,34:45:00,34:51:00,36:40:00,36:46:00,40:04:00,40:22:00,44:54:01
64,5,182,Andrea,Wiegand,female,25,NE,US,00:00:00,03:24:00,03:27:00,05:43:00,05:50:00,09:03:00,09:13:00,11:46:00,11:50:00,12:33:00,12:37:00,13:54:00,14:19:00,18:20:00,18:27:00,20:45:00,21:11:00,27:31:00,28:13:00,32:33:00,32:49:00,34:48:00,35:01:00,38:38:00,39:25:00,44:58:11
65,60,33,Howie,Stern,male,37,CA,US,00:00:00,03:10:00,03:12:00,05:34:00,05:42:00,10:21:00,11:10:00,13:15:00,13:24:00,14:15:00,14:25:00,15:53:00,16:27:00,20:26:00,20:50:00,24:09:00,26:44:00,32:06:00,32:39:00,36:06:00,36:11:00,37:50:00,38:00:00,41:09:00,41:30:00,45:24:42
66,61,142,Pat,Homelvig,male,47,CO,US,00:00:00,04:00:00,04:05:00,06:45:00,06:54:00,10:41:00,11:00:00,13:44:00,13:45:00,14:44:00,14:48:00,16:54:00,17:17:00,21:26:00,21:40:00,24:31:00,24:51:00,30:52:00,31:12:00,34:59:00,35:04:00,36:53:00,37:03:00,40:12:00,40:29:00,45:27:59
67,62,156,Bob,Murphy,male,48,HI,US,00:00:00,03:48:00,03:51:00,06:21:00,06:24:00,10:24:00,10:40:00,13:34:00,13:39:00,14:43:00,14:48:00,17:21:00,17:21:00,21:45:00,21:56:00,24:19:00,24:27:00,30:05:00,30:16:00,34:12:00,34:20:00,36:10:00,36:22:00,40:00:00,40:13:00,45:35:53
68,63,40,Wendell,Doman,male,47,CA,US,00:00:00,03:25:00,03:29:00,06:27:00,07:14:00,10:58:00,11:24:00,14:21:00,14:25:00,15:23:00,15:32:00,17:40:00,18:05:00,22:24:00,22:35:00,25:04:00,25:21:00,31:32:00,31:46:00,35:50:00,35:52:00,37:39:00,37:42:00,41:08:00,41:22:00,45:43:26
69,64,126,Ron,Ely,male,35,MD,US,00:00:00,03:26:00,03:36:00,05:56:00,06:09:00,10:20:00,11:03:00,13:54:00,14:05:00,15:08:00,15:15:00,17:00:00,17:40:00,22:12:00,22:40:00,24:26:00,25:22:00,31:05:00,31:46:00,35:23:00,35:29:00,37:08:00,37:15:00,41:08:00,41:22:00,46:04:15
70,65,159,Rick,Pearcy,male,53,CO,US,00:00:00,03:53:00,03:57:00,06:35:00,06:42:00,10:48:00,11:11:00,14:21:00,14:25:00,15:35:00,15:49:00,17:57:00,18:15:00,22:38:00,22:45:00,25:06:00,25:22:00,31:22:00,31:58:00,36:00:00,36:07:00,37:56:00,38:07:00,41:20:00,41:28:00,46:08:59
71,6,34,Kristina,Irvin,female,48,CA,US,00:00:00,04:10:00,04:14:00,06:56:00,07:00:00,10:47:00,11:01:00,13:33:00,13:36:00,14:35:00,14:44:00,17:09:00,17:09:00,21:17:00,21:21:00,24:07:00,24:23:00,30:49:00,30:51:00,35:15:00,35:18:00,37:14:00,37:17:00,40:48:00,41:02:00,46:14:56
72,66,135,Paul,Gross,male,42,CO,US,00:00:00,03:47:00,03:53:00,06:30:00,06:34:00,10:51:00,11:21:00,14:06:00,14:13:00,15:10:00,15:16:00,17:15:00,17:53:00,21:41:00,21:54:00,24:41:00,24:45:00,31:12:00,31:40:00,35:51:00,35:55:00,37:43:00,37:47:00,41:16:00,41:29:00,46:27:52
73,67,37,Chuck,Kroger,male,60,CO,US,00:00:00,03:59:00,04:04:00,06:40:00,06:43:00,10:38:00,10:47:00,13:21:00,13:21:00,14:25:00,14:28:00,17:15:00,17:15:00,21:41:00,21:49:00,24:47:00,25:30:00,31:52:00,31:52:00,35:50:00,35:54:00,37:38:00,37:45:00,41:08:00,41:28:00,46:35:54
74,68,131,Doug,Gimenez,male,55,TX,US,00:00:00,03:30:00,03:35:00,05:48:00,06:01:00,09:24:00,09:35:00,12:52:00,12:59:00,13:54:00,13:54:00,16:11:00,19:52:00,23:48:00,23:58:00,26:15:00,26:47:00,32:27:00,32:57:00,36:54:00,37:02:00,38:26:00,38:35:00,41:55:00,42:20:00,46:52:32
75,69,32,Joe,Prusaitis,male,52,TX,US,00:00:00,04:03:00,04:05:00,06:53:00,07:05:00,10:50:00,11:12:00,14:09:00,14:13:00,15:09:00,15:09:00,16:54:00,17:24:00,23:08:00,23:20:00,26:00:00,26:21:00,32:27:00,32:57:00,36:56:00,37:02:00,38:39:00,38:50:00,41:54:00,42:08:00,46:52:32
