Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Cunningham In,Cunningham Out,Maggie In,Maggie Out,Pole Creek In,Pole Creek Out,Sherman In,Sherman Out,Grouse In,Grouse Out,Engineer In,Engineer Out,Ouray In,Ouray Out,Governor In,Governor Out,Kroger In,Kroger Out,Telluride In,Telluride Out,Chapman In,Chapman Out,Kamm Traverse In,Kamm Traverse Out,Putnam In,Putnam Out,Finish
12,10,189,Allen,Hadley,male,50,CO,US,00:00:00,02:13:00,02:13:00,04:06:00,04:07:00,05:04:00,05:06:00,07:06:00,07:13:00,11:14:00,11:19:00,13:20:00,13:23:00,15:03:00,15:19:00,17:55:00,18:00:00,19:38:00,19:41:00,20:57:00,21:07:00,24:58:00,25:08:00,28:26:00,28:31:00,31:19:00,31:23:00,32:48:50
13,11,191,Scott,Jaime,male,38,CO,US,00:00:00,02:07:00,02:07:00,03:52:00,03:56:00,04:49:00,04:50:00,06:39:00,06:43:00,10:32:00,10:38:00,12:35:00,12:36:00,14:20:00,14:52:00,17:53:00,18:02:00,19:46:00,19:48:00,21:11:00,21:29:00,25:45:00,26:00:00,28:56:00,29:01:00,31:26:00,31:30:00,32:53:53
14,12,145,Ted,Mahon,male,35,CO,US,00:00:00,02:34:00,02:37:00,04:51:00,04:52:00,05:54:00,05:55:00,08:03:00,08:08:00,12:08:00,12:16:00,14:18:00,14:19:00,16:07:00,16:26:00,19:01:00,19:02:00,20:30:00,20:36:00,22:16:00,22:29:00,26:35:00,26:53:00,29:29:00,29:31:00,31:54:00,31:55:00,33:15:00
15,13,110,Jeff,Browning,male,36,OR,US,00:00:00,02:05:00,02:05:00,03:55:00,03:57:00,04:56:00,04:57:00,06:46:00,06:51:00,10:52:00,10:55:00,13:05:00,13:09:00,14:43:00,14:57:00,17:20:00,17:28:00,19:05:00,19:08:00,20:19:00,20:39:00,25:22:00,26:02:00,29:17:00,29:24:00,32:00:00,32:00:00,33:18:08
16,14,3,Ty,Draney,male,33,WY,US,00:00:00,02:07:00,02:07:00,03:58:00,03:59:00,04:56:00,04:57:00,06:52:00,06:55:00,10:49:00,10:52:00,12:44:00,12:44:00,14:20:00,14:46:00,16:36:00,16:40:00,18:28:00,18:30:00,19:49:00,19:55:00,24:52:00,26:43:00,29:22:00,29:24:00,32:01:00,32:01:00,33:23:07
17,15,128,Bruce,Grant,male,42,BC,CA,00:00:00,02:24:00,02:24:00,04:27:00,04:29:00,05:34:00,05:35:00,07:40:00,07:46:00,11:51:00,11:59:00,13:55:00,13:57:00,15:38:00,15:57:00,18:24:00,18:29:00,20:20:00,20:25:00,21:46:00,22:03:00,26:37:00,26:52:00,29:36:00,29:38:00,32:05:00,32:06:00,33:26:35
18,16,15,Jason,Halladay,male,33,NM,US,00:00:00,02:13:00,02:13:00,04:08:00,04:09:00,05:04:00,05:06:00,07:06:00,07:11:00,11:08:00,11:15:00,13:12:00,13:15:00,15:09:00,15:40:00,18:29:00,18:39:00,20:25:00,20:30:00,22:08:00,22:29:00,26:50:00,26:59:00,29:40:00,29:45:00,32:13:00,32:15:00,33:36:20
19,17,13,Tyler,Curiel,male,51,TX,US,00:00:00,02:30:00,02:30:00,04:39:00,04:41:00,05:44:00,05:47:00,08:03:00,08:12:00,12:39:00,12:47:00,14:44:00,14:44:00,17:17:00,17:30:00,19:55:00,20:01:00,21:30:00,21:35:00,22:48:00,23:09:00,26:51:00,26:55:00,29:44:00,29:48:00,32:10:00,32:11:00,33:38:22
20,3,7,Betsy,Nye,female,43,CA,US,00:00:00,02:27:00,02:27:00,04:39:00,04:40:00,05:43:00,05:49:00,08:02:00,08:11:00,12:16:00,12:17:00,14:19:00,14:20:00,16:22:00,16:28:00,18:58:00,19:04:00,20:48:00,20:50:00,22:17:00,22:29:00,26:42:00,26:49:00,29:41:00,29:42:00,32:02:00,32:02:00,33:39:28
21,18,122,Brian,Fisher,male,42,CO,US,00:00:00,02:15:00,02:15:00,04:14:00,04:15:00,05:11:00,05:14:00,07:07:00,07:15:00,11:15:00,11:17:00,13:40:00,13:43:00,15:22:00,16:22:00,19:07:00,19:25:00,20:58:00,21:02:00,22:27:00,23:00:00,26:38:00,27:03:00,30:13:00,30:25:00,33:01:00,33:05:00,34:12:24
22,19,5,Roch,Horton,male,50,UT,US,00:00:00,02:16:00,02:17:00,04:19:00,04:19:00,05:20:00,05:22:00,07:34:00,07:36:00,12:05:00,12:07:00,14:11:00,14:15:00,16:14:00,16:25:00,19:00:00,19:10:00,21:07:00,21:18:00,22:55:00,23:09:00,27:17:00,27:22:00,30:28:00,30:30:00,32:59:00,33:00:00,34:18:05
23,20,139,Ken,Jensen,male,39,UT,US,00:00:00,02:15:00,02:15:00,04:19:00,04:19:00,05:24:00,05:26:00,07:32:00,07:36:00,11:37:00,11:41:00,13:51:00,13:57:00,15:57:00,16:13:00,18:47:00,18:59:00,21:08:00,21:18:00,22:44:00,23:01:00,27:09:00,27:23:00,30:28:00,30:30:00,32:59:00,33:00:00,34:18:05
24,21,113,David,Coblentz,male,45,NM,US,00:00:00,02:27:00,02:27:00,04:31:00,04:32:00,05:29:00,05:32:00,07:30:00,07:38:00,11:47:00,11:59:00,14:02:00,14:05:00,16:11:00,16:35:00,19:27:00,19:32:00,21:18:00,21:24:00,22:49:00,23:13:00,27:16:00,27:32:00,30:29:00,30:33:00,33:14:00,33:15:00,34:39:36
25,22,194,James,Varner,male,30,WA,US,00:00:00,02:20:00,02:20:00,04:13:00,04:13:00,05:11:00,05:13:00,07:09:00,07:12:00,11:01:00,11:03:00,12:43:00,12:44:00,14:03:00,14:07:00,16:19:00,16:25:00,17:46:00,17:47:00,18:46:00,18:48:00,23:14:00,24:27:00,28:30:00,29:07:00,32:45:00,32:54:00,34:54:26
26,23,119,Scott,Eppelman,male,41,TX,US,00:00:00,02:24:00,02:24:00,04:31:00,04:32:00,05:36:00,05:37:00,07:54:00,08:00:00,12:22:00,12:28:00,14:42:00,14:46:00,16:46:00,16:57:00,19:39:00,19:48:00,21:35:00,21:35:00,22:58:00,23:09:00,27:14:00,27:17:00,30:28:00,30:33:00,33:19:00,33:20:00,34:59:18
27,24,187,Brock,Gavery,male,30,WA,US,00:00:00,02:34:00,02:38:00,04:50:00,04:54:00,05:58:00,06:01:00,08:06:00,08:15:00,12:38:00,12:49:00,14:58:00,15:07:00,17:32:00,18:06:00,21:03:00,21:23:00,22:55:00,23:01:00,24:18:00,24:40:00,28:14:00,28:27:00,31:04:00,31:10:00,33:32:00,33:35:00,35:10:45
28,25,6,Tom,Garrison,male,49,NM,US,00:00:00,02:16:00,02:17:00,04:25:00,04:26:00,05:28:00,05:29:00,07:36:00,07:48:00,12:01:00,12:18:00,14:18:00,14:20:00,16:18:00,16:50:00,19:33:00,19:43:00,21:30:00,"",22:40:00,23:03:00,27:04:00,27:16:00,30:27:00,30:29:00,33:19:00,33:20:00,35:12:43
29,26,117,Steve,Douglas,male,42,CA,US,00:00:00,02:22:00,02:22:00,04:46:00,04:48:00,06:00:00,06:02:00,08:23:00,08:30:00,13:21:00,13:24:00,15:46:00,15:48:00,17:33:00,17:49:00,20:23:00,20:29:00,22:22:00,22:27:00,24:05:00,24:26:00,28:20:00,28:34:00,31:32:00,31:38:00,34:03:00,34:03:00,35:34:30
30,27,22,Blake,Wood,male,49,NM,US,00:00:00,02:22:00,02:22:00,04:31:00,04:32:00,05:36:00,05:40:00,07:51:00,08:11:00,12:30:00,12:40:00,14:45:00,14:50:00,16:59:00,17:19:00,19:53:00,20:04:00,21:49:00,21:54:00,23:22:00,23:57:00,28:10:00,28:39:00,31:29:00,31:39:00,34:09:00,34:12:00,35:46:37
31,28,168,Brian,Robinson,male,46,CA,US,00:00:00,02:27:00,02:28:00,04:33:00,04:36:00,05:35:00,05:37:00,07:49:00,07:53:00,12:15:00,12:27:00,14:38:00,14:38:00,16:51:00,17:06:00,19:39:00,19:49:00,21:30:00,21:37:00,22:56:00,23:15:00,27:09:00,27:28:00,30:24:00,31:38:00,34:06:00,34:09:00,35:55:44
32,4,2,Betsy,Kalmeyer,female,46,CO,US,00:00:00,02:22:00,02:22:00,04:28:00,04:30:00,05:30:00,05:33:00,07:48:00,07:54:00,12:12:00,12:31:00,14:49:00,14:51:00,17:09:00,18:03:00,20:49:00,21:18:00,22:54:00,22:55:00,24:36:00,25:06:00,28:55:00,29:03:00,32:02:00,32:12:00,34:35:00,34:35:00,36:14:08
33,29,9,Billy,Simpson,male,52,TN,US,00:00:00,02:34:00,02:34:00,04:55:00,04:57:00,06:04:00,06:05:00,08:28:00,08:37:00,14:16:00,15:15:00,17:35:00,17:43:00,19:39:00,19:48:00,22:03:00,22:10:00,23:44:00,23:49:00,24:57:00,25:11:00,28:50:00,29:03:00,32:05:00,32:10:00,34:54:00,34:56:00,36:34:30
34,30,133,John,Hallsten,male,51,MT,US,00:00:00,02:13:00,02:13:00,04:06:00,04:08:00,05:04:00,05:06:00,07:08:00,07:16:00,11:23:00,11:39:00,13:53:00,14:01:00,16:25:00,17:05:00,20:11:00,20:20:00,22:22:00,22:29:00,24:05:00,24:28:00,28:21:00,28:47:00,32:10:00,32:16:00,34:58:00,34:59:00,36:45:20
35,31,24,Mike,Dobies,male,46,MI,US,00:00:00,02:37:00,02:40:00,04:54:00,04:56:00,06:04:00,06:05:00,08:24:00,08:33:00,13:20:00,13:31:00,15:38:00,15:41:00,17:57:00,18:26:00,21:23:00,21:31:00,23:22:00,23:25:00,24:51:00,25:07:00,29:04:00,29:14:00,32:31:00,32:34:00,35:15:00,35:16:00,36:49:35
36,32,188,Bill,Geist,male,37,NM,US,00:00:00,02:20:00,02:20:00,04:24:00,04:25:00,05:24:00,05:27:00,07:32:00,07:42:00,12:00:00,12:15:00,14:25:00,14:28:00,16:35:00,17:02:00,19:55:00,20:12:00,21:54:00,21:58:00,23:25:00,23:58:00,28:16:00,28:34:00,31:59:00,32:10:00,35:17:00,35:28:00,36:58:56
37,33,23,Scott,Olmer,male,36,CO,US,00:00:00,02:29:00,02:29:00,04:39:00,04:39:00,05:42:00,05:43:00,08:00:00,08:02:00,12:47:00,12:50:00,15:23:00,15:28:00,16:59:00,17:19:00,21:16:00,21:20:00,23:07:00,23:10:00,24:36:00,24:52:00,29:10:00,29:15:00,32:43:00,32:47:00,35:23:00,35:24:00,37:05:42
38,34,170,Paul,Schoenlaub,male,48,MO,US,00:00:00,02:27:00,02:27:00,04:38:00,04:38:00,05:43:00,05:44:00,08:07:00,08:20:00,12:48:00,12:51:00,15:09:00,15:12:00,17:28:00,18:02:00,21:06:00,21:15:00,23:16:00,23:18:00,24:48:00,25:27:00,29:33:00,29:42:00,32:44:00,32:48:00,35:36:00,35:38:00,37:09:58
39,35,19,Dennis,Drey,male,56,NM,US,00:00:00,02:44:00,02:44:00,04:53:00,04:55:00,05:58:00,05:59:00,08:09:00,08:20:00,12:46:00,12:57:00,15:10:00,15:14:00,17:38:00,17:57:00,20:44:00,20:55:00,22:40:00,22:44:00,24:15:00,24:42:00,28:27:00,28:46:00,32:01:00,32:12:00,35:11:00,35:16:00,37:19:25
40,36,21,James,Nelson,male,47,UT,US,00:00:00,02:17:00,02:18:00,04:16:00,04:17:00,05:18:00,05:20:00,07:35:00,07:41:00,12:15:00,12:24:00,14:24:00,14:25:00,16:33:00,16:54:00,19:55:00,20:08:00,22:32:00,22:34:00,24:32:00,24:57:00,28:45:00,28:59:00,31:58:00,32:14:00,35:20:00,35:23:00,37:26:08
41,37,14,Randy,Isler,male,50,NM,US,00:00:00,02:24:00,02:24:00,04:37:00,04:37:00,05:44:00,05:47:00,08:06:00,08:11:00,13:06:00,13:12:00,15:37:00,15:40:00,18:10:00,18:22:00,21:27:00,21:34:00,23:30:00,23:32:00,25:00:00,25:08:00,29:30:00,29:34:00,33:01:00,33:04:00,35:55:00,35:55:00,37:27:26
42,38,20,Kurt,Coonrod,male,47,NM,US,00:00:00,02:43:00,02:43:00,04:53:00,04:56:00,05:58:00,05:59:00,08:09:00,08:18:00,12:46:00,12:57:00,15:10:00,15:14:00,17:38:00,17:57:00,20:44:00,20:55:00,22:40:00,22:44:00,24:15:00,24:42:00,28:57:00,29:04:00,32:22:00,32:27:00,35:31:00,35:34:00,37:27:26
43,39,184,David,Williams,male,54,CA,US,00:00:00,02:37:00,02:37:00,04:59:00,05:00:00,06:11:00,06:15:00,08:31:00,08:41:00,13:20:00,13:23:00,15:40:00,15:44:00,17:55:00,18:26:00,21:23:00,21:33:00,23:23:00,23:25:00,24:47:00,25:01:00,29:04:00,29:15:00,32:40:00,32:48:00,35:59:00,36:01:00,37:43:48
44,40,151,Mark,Melvin,male,47,CA,US,00:00:00,02:27:00,02:27:00,04:43:00,04:45:00,05:51:00,05:53:00,08:03:00,08:10:00,12:56:00,13:13:00,15:32:00,15:36:00,17:47:00,18:15:00,21:23:00,21:40:00,23:34:00,23:39:00,24:55:00,25:25:00,29:58:00,30:08:00,33:19:00,33:33:00,36:29:00,36:31:00,37:56:37
45,41,140,Darrell,Jensen,male,40,WA,US,00:00:00,02:14:00,02:14:00,04:26:00,04:27:00,05:38:00,05:40:00,08:14:00,08:33:00,13:18:00,13:40:00,15:48:00,15:51:00,17:40:00,18:33:00,21:08:00,21:22:00,22:55:00,23:01:00,24:14:00,24:45:00,28:54:00,29:44:00,33:22:00,33:33:00,36:48:00,36:53:00,37:57:00
46,42,178,Paul,Tidmore,male,39,TX,US,00:00:00,02:27:00,02:27:00,04:40:00,04:41:00,05:49:00,05:52:00,08:16:00,08:22:00,13:05:00,13:09:00,15:23:00,15:24:00,18:08:00,18:08:00,21:09:00,21:19:00,23:08:00,23:10:00,24:47:00,24:58:00,29:16:00,29:35:00,33:06:00,33:13:00,36:14:00,36:16:00,37:57:52
47,43,25,Flavio,Dalbosco,male,43,,IT,00:00:00,02:34:00,02:35:00,04:46:00,04:47:00,05:51:00,05:52:00,08:17:00,08:24:00,13:10:00,13:28:00,15:42:00,15:44:00,18:15:00,19:02:00,21:45:00,22:02:00,23:27:00,23:43:00,25:12:00,25:33:00,30:07:00,30:18:00,33:31:00,33:31:00,36:26:00,36:26:00,38:04:25
48,44,8,Kirk,Apt,male,45,CO,US,00:00:00,02:24:00,02:24:00,04:24:00,04:27:00,05:27:00,05:30:00,07:39:00,07:52:00,11:55:00,11:57:00,14:05:00,14:15:00,16:13:00,16:32:00,18:59:00,19:18:00,21:08:00,21:18:00,22:44:00,23:05:00,27:22:00,27:45:00,31:21:00,31:48:00,35:21:00,35:33:00,38:25:28
49,45,12,Mike,Ehrlich,male,44,CO,US,00:00:00,02:30:00,02:30:00,04:41:00,04:43:00,05:46:00,05:48:00,07:59:00,08:13:00,12:39:00,12:48:00,15:02:00,15:05:00,17:21:00,17:38:00,20:48:00,20:51:00,22:34:00,22:37:00,24:12:00,24:38:00,29:05:00,29:15:00,32:56:00,33:06:00,36:31:00,36:34:00,38:49:40
50,46,17,Kristen,Kern,male,43,NM,US,00:00:00,02:29:00,02:29:00,04:46:00,04:49:00,06:00:00,06:01:00,08:16:00,08:29:00,13:26:00,13:49:00,16:17:00,16:20:00,18:48:00,19:17:00,22:02:00,22:14:00,23:59:00,24:03:00,25:27:00,25:49:00,30:29:00,30:44:00,33:58:00,34:09:00,37:10:00,37:15:00,38:59:15
51,47,130,Paul,Grimm,male,39,CO,US,00:00:00,02:34:00,02:34:00,04:36:00,04:39:00,05:37:00,05:41:00,07:49:00,08:04:00,12:32:00,12:42:00,14:45:00,14:57:00,17:26:00,18:10:00,20:45:00,20:51:00,22:30:00,22:38:00,24:10:00,24:38:00,29:03:00,29:14:00,32:53:00,33:06:00,36:28:00,36:31:00,39:09:25
52,48,123,Scott,Gala,male,41,MI,US,00:00:00,02:30:00,02:30:00,04:29:00,04:30:00,05:27:00,05:28:00,07:39:00,07:41:00,11:53:00,11:57:00,13:57:00,13:59:00,15:54:00,16:03:00,18:50:00,18:58:00,20:34:00,20:37:00,22:22:00,22:45:00,27:34:00,28:31:00,32:25:00,32:48:00,36:12:00,36:25:00,39:15:13
53,49,135,Greg,Hartman,male,34,CO,US,00:00:00,02:43:00,02:43:00,05:09:00,05:16:00,06:27:00,06:35:00,09:14:00,09:29:00,14:47:00,15:20:00,17:35:00,17:43:00,19:48:00,20:21:00,23:14:00,23:28:00,25:00:00,25:05:00,26:31:00,27:08:00,31:18:00,31:35:00,34:38:00,34:48:00,37:44:00,37:46:00,39:15:15
54,5,27,Susan,Gebhart,female,52,CO,US,00:00:00,02:45:00,02:45:00,05:09:00,05:10:00,06:14:00,06:17:00,08:33:00,08:44:00,13:31:00,13:38:00,16:08:00,16:15:00,19:03:00,19:15:00,22:11:00,22:19:00,24:03:00,24:04:00,25:40:00,25:56:00,30:52:00,31:04:00,34:35:00,34:39:00,37:31:00,37:36:00,39:22:00
55,50,29,Brett,Gosney,male,48,CO,US,00:00:00,02:44:00,02:44:00,04:59:00,05:00:00,06:11:00,06:13:00,08:38:00,08:50:00,13:51:00,14:17:00,16:36:00,16:36:00,19:40:00,20:37:00,23:35:00,23:35:00,25:15:00,25:18:00,26:54:00,27:25:00,31:37:00,31:48:00,35:15:00,35:26:00,38:15:00,38:21:00,40:35:21
56,51,183,Jeffrey,Mark Wilbur,male,48,VA,US,00:00:00,02:35:00,02:36:00,04:59:00,05:00:00,06:17:00,06:19:00,08:32:00,08:36:00,13:43:00,13:53:00,16:34:00,16:38:00,19:16:00,19:35:00,22:39:00,22:58:00,24:44:00,24:49:00,26:05:00,26:21:00,30:58:00,31:07:00,34:52:00,34:59:00,38:21:00,38:24:00,40:35:52
57,52,192,Cory,Johnson,male,43,UT,US,00:00:00,02:34:00,02:35:00,05:05:00,05:06:00,06:20:00,06:25:00,08:47:00,08:51:00,13:47:00,13:54:00,16:31:00,16:34:00,18:57:00,19:12:00,22:11:00,22:16:00,24:06:00,24:10:00,25:38:00,25:50:00,30:51:00,31:07:00,34:52:00,34:57:00,38:21:00,38:23:00,40:35:52
58,53,124,Devin,Gardiner,male,30,CO,US,00:00:00,02:39:00,02:39:00,05:10:00,05:11:00,06:24:00,06:26:00,09:04:00,09:17:00,14:18:00,14:21:00,17:21:00,17:32:00,20:03:00,21:18:00,24:16:00,24:20:00,25:55:00,25:59:00,27:23:00,27:39:00,32:40:00,32:42:00,36:07:00,36:13:00,39:09:00,39:10:00,40:42:50
59,54,33,Roger,Wrublik,male,50,CO,US,00:00:00,02:51:00,02:51:00,05:19:00,05:21:00,06:35:00,06:36:00,09:07:00,09:20:00,14:36:00,14:47:00,17:20:00,17:29:00,19:56:00,20:07:00,23:45:00,23:59:00,25:53:00,25:57:00,27:34:00,27:59:00,32:55:00,33:12:00,36:22:00,36:26:00,39:19:00,39:19:00,41:00:15
60,55,169,Murray,Schart,male,48,UT,US,00:00:00,02:27:00,02:27:00,04:46:00,04:51:00,06:04:00,06:04:00,08:23:00,08:45:00,13:08:00,14:03:00,16:17:00,16:19:00,19:04:00,20:26:00,24:05:00,24:48:00,26:05:00,26:06:00,27:28:00,27:49:00,32:27:00,32:47:00,36:22:00,36:29:00,39:20:00,39:20:00,41:06:01
61,56,149,Ryan,McDermott,male,31,,,00:00:00,02:43:00,02:43:00,05:05:00,05:05:00,06:14:00,06:16:00,08:35:00,08:46:00,13:33:00,13:47:00,16:02:00,16:07:00,18:34:00,18:59:00,22:01:00,22:13:00,24:10:00,24:15:00,25:49:00,27:01:00,31:55:00,32:09:00,35:42:00,35:50:00,39:08:00,39:11:00,41:11:20
62,6,127,Carol,Gerber,female,44,CO,US,00:00:00,02:47:00,02:51:00,05:25:00,05:28:00,06:37:00,06:39:00,09:03:00,09:12:00,13:54:00,14:10:00,16:38:00,16:47:00,19:47:00,20:12:00,22:59:00,23:13:00,24:54:00,25:00:00,26:38:00,27:01:00,31:45:00,32:07:00,35:57:00,36:20:00,39:48:00,39:51:00,42:06:40
63,57,156,Lyle,Nay,male,46,UT,US,00:00:00,02:35:00,02:40:00,04:50:00,04:53:00,06:06:00,06:08:00,08:23:00,08:36:00,13:02:00,13:39:00,15:52:00,15:57:00,18:18:00,19:34:00,22:12:00,22:38:00,24:05:00,24:10:00,25:33:00,26:18:00,30:53:00,31:59:00,35:26:00,35:29:00,39:13:00,39:23:00,42:17:24
64,7,26,Rickie,Redland-McManus,female,53,CO,US,00:00:00,02:43:00,02:43:00,05:01:00,05:04:00,06:12:00,06:15:00,08:35:00,08:44:00,13:32:00,13:37:00,16:08:00,16:15:00,19:05:00,19:19:00,22:12:00,22:21:00,24:08:00,24:12:00,25:59:00,26:13:00,31:00:00,31:12:00,35:30:00,35:41:00,39:38:00,39:41:00,42:20:40
65,8,179,Diane,Van Deren,female,47,CO,US,00:00:00,02:24:00,02:35:00,04:56:00,04:56:00,06:04:00,06:05:00,08:28:00,08:36:00,13:31:00,13:37:00,16:08:00,16:15:00,19:03:00,19:06:00,22:11:00,22:19:00,24:12:00,24:14:00,25:40:00,25:56:00,31:00:00,31:12:00,35:30:00,35:40:00,39:38:00,39:42:00,42:20:40
66,58,38,Chris,Twiggs,male,36,FL,US,00:00:00,02:31:00,02:31:00,05:10:00,05:10:00,06:27:00,06:28:00,09:14:00,09:21:00,15:57:00,16:09:00,18:35:00,18:41:00,21:31:00,21:48:00,24:46:00,24:53:00,26:33:00,26:35:00,27:58:00,28:09:00,32:34:00,32:40:00,36:34:00,36:37:00,40:23:00,40:24:00,42:22:00
67,59,125,Randy,Gehrke,male,50,ID,US,00:00:00,02:44:00,02:44:00,05:01:00,05:03:00,06:13:00,06:17:00,08:46:00,08:50:00,14:07:00,14:19:00,16:47:00,16:54:00,19:30:00,19:58:00,22:58:00,23:13:00,24:52:00,24:54:00,26:37:00,27:00:00,31:50:00,32:10:00,36:00:00,36:16:00,39:52:00,39:53:00,42:35:07
68,60,126,Jean-Francois,Geiss,male,54,,FR,00:00:00,02:24:00,02:34:00,04:53:00,04:57:00,06:08:00,06:11:00,08:38:00,08:54:00,14:38:00,15:01:00,18:11:00,18:18:00,21:22:00,21:51:00,24:38:00,24:48:00,26:33:00,26:34:00,28:13:00,28:43:00,33:23:00,33:44:00,37:18:00,37:30:00,40:47:00,40:51:00,43:02:04
69,61,18,Todd,Salzer,male,33,CO,US,00:00:00,02:22:00,02:23:00,04:37:00,04:37:00,05:46:00,05:49:00,08:03:00,08:13:00,12:59:00,13:09:00,15:23:00,15:31:00,17:44:00,18:14:00,21:26:00,22:50:00,24:31:00,24:39:00,25:55:00,26:21:00,31:37:00,31:51:00,36:16:00,36:45:00,40:44:00,40:55:00,43:06:22
70,62,42,Mark,Heaphy,male,45,MT,US,00:00:00,03:10:00,03:17:00,05:59:00,06:05:00,07:27:00,07:28:00,09:48:00,10:03:00,14:50:00,15:27:00,18:13:00,18:17:00,21:06:00,21:36:00,24:49:00,24:53:00,26:38:00,26:38:00,28:01:00,28:21:00,33:00:00,33:08:00,36:58:00,37:04:00,40:19:00,40:35:00,43:20:47
