Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Burrows In,Burrows Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
70,64,189,Kendall,Wimmer,male,50,UT,US,00:00:00,03:19:00,03:22:00,05:37:00,05:40:00,09:10:00,09:23:00,12:32:00,12:37:00,13:20:00,13:22:00,15:07:00,15:30:00,19:39:00,20:01:00,22:49:00,23:41:00,28:08:00,28:16:00,29:25:00,29:41:00,33:42:00,33:53:00,35:42:00,35:46:00,38:45:00,38:59:00,43:46:42
71,7,33,Liz,Bauer,female,55,GA,US,00:00:00,03:48:00,03:50:00,06:21:00,06:24:00,09:55:00,10:02:00,12:55:00,12:56:00,13:50:00,13:52:00,15:47:00,16:22:00,20:35:00,20:45:00,23:37:00,24:00:00,28:47:00,29:01:00,30:11:00,30:46:00,35:00:00,35:14:00,36:58:00,37:08:00,39:52:00,40:01:00,43:49:30
72,65,42,Kuni,Yamagata,male,61,CA,US,00:00:00,03:52:00,03:54:00,06:19:00,06:22:00,09:34:00,09:41:00,12:34:00,12:37:00,13:27:00,13:27:00,15:12:00,15:26:00,19:25:00,19:38:00,22:22:00,22:49:00,27:53:00,27:54:00,29:08:00,29:23:00,33:39:00,33:44:00,35:45:00,35:52:00,39:01:00,39:30:00,44:12:19
73,66,45,Chris,Gerber,male,41,CO,US,00:00:00,03:35:00,03:37:00,06:04:00,06:07:00,09:55:00,10:04:00,13:12:00,13:21:00,14:10:00,14:12:00,15:47:00,16:09:00,20:10:00,20:16:00,23:01:00,23:29:00,28:17:00,28:17:00,29:31:00,30:12:00,34:00:00,34:13:00,36:16:00,36:26:00,39:43:00,39:52:00,44:22:37
74,67,192,Roger,Jensen,male,64,CO,US,00:00:00,03:40:00,03:45:00,06:17:00,06:26:00,09:50:00,09:59:00,12:35:00,12:40:00,13:26:00,13:36:00,15:08:00,15:26:00,19:13:00,19:29:00,22:03:00,22:41:00,27:57:00,28:16:00,29:27:00,29:59:00,34:02:00,34:12:00,36:05:00,36:25:00,39:45:00,40:10:00,44:23:38
75,68,30,Chad,Piala,male,38,CO,US,00:00:00,03:14:00,03:15:00,05:23:00,05:24:00,08:31:00,08:36:00,11:12:00,11:15:00,12:07:00,12:10:00,13:42:00,13:57:00,17:36:00,17:52:00,20:38:00,21:44:00,26:59:00,27:11:00,28:28:00,28:55:00,33:28:00,33:41:00,35:41:00,35:46:00,39:21:00,39:31:00,44:31:29
76,69,28,Paul,Schoenlaub,male,55,MO,US,00:00:00,03:14:00,03:16:00,05:30:00,05:30:00,09:10:00,09:15:00,12:05:00,12:14:00,12:57:00,12:57:00,"","",19:07:00,20:22:00,23:18:00,24:25:00,29:08:00,29:19:00,30:25:00,30:45:00,34:49:00,34:59:00,36:51:00,37:04:00,40:03:00,40:10:00,44:33:44
77,70,35,Will,Carlton,male,40,CO,US,00:00:00,03:20:00,03:24:00,05:47:00,05:55:00,09:20:00,09:24:00,11:59:00,12:01:00,13:03:00,13:15:00,15:05:00,15:26:00,19:25:00,19:48:00,22:32:00,23:23:00,28:12:00,28:19:00,29:27:00,29:54:00,34:00:00,34:07:00,36:04:00,36:25:00,39:38:00,40:11:00,44:33:44
78,71,164,Scott,Olmer,male,43,CO,US,00:00:00,03:26:00,03:28:00,05:57:00,05:58:00,09:28:00,09:32:00,12:29:00,12:52:00,13:24:00,13:27:00,15:09:00,15:21:00,19:22:00,19:35:00,22:08:00,22:25:00,27:21:00,27:32:00,28:37:00,28:50:00,33:15:00,33:21:00,35:23:00,35:30:00,38:40:00,38:58:00,44:42:37
79,8,31,Kim,Gimenez,female,50,CA,US,00:00:00,03:14:00,03:18:00,05:26:00,05:33:00,08:37:00,08:47:00,11:21:00,11:26:00,12:21:00,12:23:00,13:59:00,14:19:00,18:04:00,18:15:00,20:35:00,22:11:00,27:17:00,27:32:00,28:44:00,29:08:00,33:24:00,33:36:00,35:27:00,35:45:00,39:18:00,39:25:00,44:43:46
80,72,41,Eric,Hodges,male,65,CO,US,00:00:00,03:41:00,03:44:00,06:05:00,06:08:00,09:34:00,10:06:00,12:37:00,12:42:00,13:38:00,13:44:00,15:38:00,16:26:00,19:55:00,20:00:00,22:33:00,23:34:00,28:11:00,28:17:00,29:22:00,30:00:00,34:00:00,34:02:00,35:49:00,36:00:00,38:14:00,38:33:00,44:48:15
81,73,145,Jeff,Jones,male,52,AZ,US,00:00:00,04:11:00,04:16:00,06:51:00,06:55:00,10:35:00,10:47:00,13:31:00,13:41:00,14:37:00,14:42:00,16:44:00,17:16:00,21:31:00,21:44:00,24:27:00,24:48:00,29:20:00,29:22:00,30:29:00,30:52:00,34:54:00,35:05:00,36:52:00,37:07:00,40:14:00,40:31:00,44:49:12
82,74,184,Robert,Villani,male,56,NY,US,00:00:00,03:38:00,03:40:00,06:18:00,06:22:00,09:56:00,09:56:00,13:05:00,13:15:00,14:17:00,14:25:00,16:23:00,16:56:00,21:51:00,22:00:00,24:34:00,24:45:00,29:40:00,29:50:00,30:55:00,31:11:00,35:07:00,35:14:00,36:53:00,37:04:00,40:09:00,40:40:00,45:13:20
83,75,36,Julian,Smith,male,48,CO,US,00:00:00,03:30:00,03:32:00,06:11:00,06:12:00,10:05:00,10:14:00,13:32:00,13:40:00,14:31:00,14:40:00,16:32:00,17:02:00,20:44:00,20:52:00,23:19:00,23:59:00,28:48:00,29:02:00,30:06:00,30:32:00,34:40:00,34:49:00,36:36:00,36:47:00,40:02:00,40:32:00,45:21:28
84,76,107,Andy,Black,male,56,CA,US,00:00:00,03:35:00,03:40:00,06:13:00,06:20:00,10:07:00,10:15:00,12:34:00,12:41:00,13:39:00,13:45:00,15:55:00,16:00:00,19:25:00,19:43:00,22:29:00,23:07:00,28:03:00,28:07:00,29:14:00,29:40:00,33:39:00,34:00:00,35:53:00,36:04:00,39:54:00,40:00:00,45:24:44
85,77,120,Josh,Dickson,male,30,DC,US,00:00:00,03:06:00,03:09:00,05:12:00,05:17:00,08:21:00,08:32:00,11:00:00,11:11:00,11:57:00,12:00:00,13:25:00,13:45:00,17:05:00,17:11:00,19:39:00,20:13:00,26:36:00,26:56:00,27:59:00,28:35:00,33:09:00,33:17:00,35:32:00,35:41:00,39:38:00,39:54:00,45:25:16
86,78,27,Jean-Francois,Geiss,male,61,,FR,00:00:00,03:23:00,03:31:00,06:00:00,06:03:00,09:38:00,09:50:00,12:28:00,12:31:00,13:24:00,13:30:00,15:33:00,15:53:00,19:45:00,19:52:00,22:40:00,23:25:00,28:16:00,28:24:00,29:35:00,30:12:00,34:26:00,34:38:00,36:43:00,36:51:00,40:11:00,40:30:00,45:30:18
87,79,32,Scott,Brockmeier,male,52,GA,US,00:00:00,03:50:00,03:53:00,06:21:00,06:24:00,10:05:00,10:20:00,13:12:00,13:24:00,14:14:00,14:14:00,15:53:00,16:31:00,20:55:00,21:03:00,23:49:00,24:18:00,28:47:00,29:01:00,30:11:00,30:46:00,35:00:00,35:14:00,36:58:00,37:17:00,40:11:00,40:38:00,45:40:40
88,80,103,Dennis,Ahern,male,56,ID,US,00:00:00,03:50:00,03:54:00,06:21:00,06:25:00,10:12:00,10:22:00,13:02:00,13:10:00,13:58:00,14:00:00,15:53:00,16:31:00,20:36:00,20:50:00,23:36:00,24:13:00,28:47:00,28:47:00,30:11:00,30:46:00,35:01:00,35:16:00,37:04:00,37:15:00,40:11:00,40:38:00,45:40:58
89,81,43,Mark,Heaphy,male,52,MT,US,00:00:00,03:24:00,03:30:00,05:47:00,05:53:00,09:23:00,09:24:00,12:07:00,12:10:00,12:57:00,12:59:00,14:50:00,16:23:00,21:12:00,21:30:00,24:36:00,25:12:00,30:06:00,30:09:00,31:32:00,32:21:00,36:11:00,36:13:00,37:58:00,38:00:00,41:15:00,41:33:00,46:18:46
90,82,158,Ryan,Martin,male,45,CO,US,00:00:00,03:22:00,03:29:00,06:11:00,06:17:00,09:58:00,10:11:00,13:21:00,13:30:00,14:34:00,14:36:00,16:48:00,17:31:00,21:23:00,21:33:00,24:07:00,24:24:00,28:59:00,29:03:00,30:02:00,30:37:00,34:49:00,35:05:00,36:53:00,37:06:00,40:54:00,41:08:00,46:23:44
91,9,110,Patty,Bryant,female,55,CA,US,00:00:00,03:51:00,03:54:00,06:27:00,06:33:00,10:06:00,10:17:00,12:55:00,13:00:00,13:58:00,14:00:00,16:02:00,16:33:00,20:33:00,20:45:00,23:44:00,24:29:00,29:27:00,29:43:00,30:43:00,30:58:00,35:03:00,35:13:00,37:03:00,37:08:00,40:54:00,41:24:00,46:34:00
92,83,111,Levi,Burford,male,33,NH,US,00:00:00,03:22:00,03:25:00,05:45:00,05:50:00,09:26:00,09:45:00,13:00:00,13:10:00,13:58:00,14:06:00,15:54:00,16:25:00,20:45:00,21:09:00,23:51:00,24:20:00,29:14:00,29:42:00,30:45:00,31:09:00,35:55:00,36:06:00,37:59:00,38:17:00,41:39:00,41:53:00,46:36:53
93,84,175,Edward,Sandor,male,32,MN,US,00:00:00,03:31:00,03:34:00,06:13:00,06:18:00,10:02:00,10:04:00,13:35:00,14:01:00,15:12:00,16:01:00,18:24:00,19:15:00,23:54:00,24:24:00,26:54:00,27:10:00,31:57:00,32:08:00,33:14:00,33:32:00,37:18:00,37:30:00,39:18:00,39:29:00,42:47:00,42:52:00,46:44:36
94,10,129,Susan,Gardner,female,50,NM,US,00:00:00,04:07:00,04:10:00,07:01:00,07:08:00,11:09:00,11:20:00,14:08:00,14:14:00,15:20:00,15:27:00,17:44:00,18:05:00,22:06:00,22:14:00,25:28:00,25:31:00,30:38:00,30:43:00,31:57:00,32:27:00,36:19:00,36:27:00,38:13:00,38:20:00,41:47:00,41:59:00,46:46:24
95,85,140,Pat,Homelvig,male,55,CO,US,00:00:00,03:49:00,03:52:00,06:37:00,06:43:00,10:45:00,10:59:00,14:00:00,14:06:00,15:08:00,15:14:00,17:18:00,17:44:00,21:39:00,21:51:00,24:47:00,25:06:00,30:16:00,30:21:00,31:33:00,31:49:00,36:08:00,36:12:00,37:57:00,38:03:00,41:42:00,41:55:00,46:48:50
96,86,118,Ferdinand,De Souza,male,61,NM,US,00:00:00,03:49:00,03:53:00,06:27:00,06:39:00,10:48:00,11:02:00,13:58:00,14:06:00,15:01:00,15:09:00,17:11:00,17:31:00,21:37:00,21:39:00,24:10:00,24:28:00,29:26:00,29:33:00,30:51:00,31:11:00,35:36:00,35:42:00,37:45:00,37:58:00,41:45:00,41:54:00,47:04:30
97,87,193,Roger,Kane,male,58,CO,US,00:00:00,03:22:00,03:30:00,05:44:00,05:57:00,09:25:00,09:48:00,12:09:00,12:15:00,13:10:00,13:21:00,15:17:00,15:40:00,19:14:00,19:35:00,22:01:00,22:39:00,27:45:00,28:06:00,29:22:00,29:42:00,34:04:00,34:20:00,36:12:00,36:25:00,39:58:00,40:10:00,47:23:44
98,88,46,Robert,Andrulis,male,47,AZ,US,00:00:00,03:50:00,03:53:00,06:41:00,06:45:00,10:59:00,11:14:00,14:25:00,14:30:00,15:31:00,15:35:00,17:31:00,18:22:00,22:26:00,22:31:00,25:19:00,25:42:00,30:30:00,30:32:00,31:46:00,32:40:00,36:55:00,36:58:00,38:58:00,39:03:00,42:25:00,42:36:00,47:31:09
98,88,38,Bob,Combs,male,47,CO,US,00:00:00,03:22:00,03:23:00,05:45:00,05:50:00,09:34:00,09:46:00,12:57:00,13:02:00,13:50:00,13:51:00,15:47:00,16:11:00,20:45:00,20:50:00,23:53:00,24:24:00,29:39:00,29:46:00,30:57:00,31:25:00,35:43:00,35:56:00,37:50:00,38:00:00,41:36:00,41:45:00,47:31:09
100,11,136,Amanda,Grimes,female,35,CO,US,00:00:00,03:59:00,04:03:00,06:53:00,07:00:00,10:35:00,10:48:00,13:30:00,13:35:00,14:36:00,14:39:00,16:44:00,17:16:00,21:00:00,21:13:00,24:07:00,24:24:00,29:42:00,29:50:00,30:59:00,31:57:00,36:37:00,36:44:00,38:45:00,38:51:00,43:05:00,43:15:00,47:50:35
101,12,191,Allie,Wood,female,53,MT,US,00:00:00,04:12:00,04:14:00,07:05:00,07:12:00,11:16:00,11:33:00,15:07:00,15:14:00,16:27:00,16:35:00,18:56:00,19:14:00,23:38:00,23:50:00,26:31:00,26:49:00,31:51:00,31:51:00,33:07:00,33:40:00,38:05:00,38:06:00,40:11:00,40:31:00,45:02:00,45:02:00,""
102,90,137,Ray,Gruenewald,male,54,WA,US,00:00:00,04:36:00,04:40:00,08:10:00,08:17:00,12:52:00,13:02:00,16:06:00,16:13:00,17:22:00,17:31:00,19:19:00,19:36:00,23:45:00,23:50:00,26:32:00,26:44:00,32:35:00,32:42:00,33:42:00,33:57:00,38:36:00,38:48:00,41:05:00,41:06:00,45:16:00,45:16:00,""
103,13,126,Diana,Finkel,female,43,CO,US,00:00:00,02:35:00,02:35:00,04:11:00,04:12:00,06:27:00,06:28:00,08:14:00,08:14:00,08:45:00,08:45:00,09:52:00,09:53:00,12:16:00,12:17:00,13:49:00,13:50:00,17:11:00,17:11:00,18:02:00,18:07:00,21:47:00,21:59:00,24:13:00,24:13:00,"","",""
104,91,141,Gary,Horn,male,57,TX,US,00:00:00,04:02:00,04:05:00,06:52:00,06:58:00,10:58:00,11:11:00,14:16:00,14:22:00,15:27:00,15:33:00,17:26:00,17:46:00,22:11:00,22:13:00,25:24:00,26:26:00,31:49:00,31:50:00,33:07:00,33:34:00,38:06:00,38:16:00,40:35:00,40:35:00,"","",""
105,14,172,Rickie,Redland,female,60,CO,US,00:00:00,03:58:00,04:01:00,06:52:00,06:55:00,10:48:00,11:03:00,13:59:00,14:07:00,15:27:00,15:34:00,17:32:00,17:49:00,22:21:00,22:30:00,25:09:00,25:21:00,31:38:00,31:46:00,33:05:00,33:48:00,39:14:00,39:28:00,42:41:00,42:41:00,"","",""
106,15,153,Kathie,Lang,female,65,OR,US,00:00:00,04:16:00,04:19:00,07:18:00,07:24:00,11:18:00,11:27:00,14:53:00,15:00:00,15:58:00,16:03:00,18:05:00,18:27:00,22:20:00,22:28:00,25:09:00,25:28:00,31:22:00,31:30:00,32:56:00,33:23:00,40:00:00,40:00:00,"","","","",""
107,92,24,Mike,James,male,43,CO,US,00:00:00,03:00:00,03:01:00,05:09:00,05:13:00,08:01:00,08:06:00,10:24:00,10:27:00,11:05:00,11:07:00,12:27:00,12:36:00,15:38:00,15:52:00,18:02:00,18:26:00,22:59:00,23:10:00,24:17:00,24:29:00,"","","","","","",""
108,93,177,Terry,Sentinella,male,50,WA,US,00:00:00,03:09:00,03:10:00,05:12:00,05:18:00,08:21:00,08:28:00,11:00:00,11:05:00,11:57:00,11:58:00,13:23:00,13:30:00,16:42:00,16:46:00,19:08:00,19:27:00,24:09:00,24:17:00,25:20:00,25:32:00,"","","","","","",""
109,94,149,Jason,Koop,male,36,CO,US,00:00:00,02:29:00,02:30:00,04:01:00,04:02:00,06:17:00,06:17:00,08:01:00,08:01:00,08:30:00,08:30:00,09:31:00,09:31:00,11:52:00,11:52:00,13:26:00,13:26:00,18:11:00,19:50:00,"",26:07:00,"","","","","","",""
110,95,105,Chad,Armstrong,male,46,TX,US,00:00:00,03:14:00,03:16:00,05:41:00,05:43:00,09:26:00,09:28:00,12:07:00,12:11:00,12:56:00,12:58:00,14:29:00,14:41:00,18:01:00,18:05:00,20:31:00,21:56:00,27:06:00,27:19:00,29:43:00,33:03:00,"","","","","","",""
111,96,166,Rick,Pearcy,male,61,CO,US,00:00:00,04:00:00,04:02:00,06:48:00,06:55:00,11:07:00,11:16:00,14:02:00,14:05:00,15:12:00,15:17:00,17:58:00,18:16:00,22:21:00,22:26:00,25:40:00,26:06:00,31:39:00,31:44:00,33:13:00,33:28:00,"","","","","","",""
112,97,170,Mauricio,Puerto,male,42,CA,US,00:00:00,04:25:00,04:28:00,07:24:00,07:30:00,11:39:00,11:48:00,15:33:00,15:36:00,16:31:00,16:32:00,18:40:00,19:04:00,23:31:00,23:31:00,26:20:00,26:43:00,32:46:00,32:46:00,"","","","","","","","",""
113,98,100,Fred,Abramowitz,male,63,CO,US,00:00:00,04:02:00,04:04:00,06:57:00,07:00:00,10:58:00,11:04:00,13:59:00,14:05:00,15:14:00,15:17:00,17:19:00,17:33:00,21:48:00,21:57:00,24:56:00,25:18:00,33:55:00,33:55:00,"","","","","","","","",""
114,99,182,David,Tosch,male,65,AL,US,00:00:00,04:15:00,04:20:00,07:11:00,07:15:00,11:19:00,11:33:00,14:50:00,15:01:00,16:39:00,16:50:00,19:09:00,19:36:00,24:20:00,24:30:00,27:32:00,27:46:00,34:08:00,34:08:00,"","","","","","","","",""
115,100,1,Sebastien,Chaigneau,male,42,,FR,00:00:00,02:20:00,02:21:00,03:48:00,03:48:00,05:53:00,05:56:00,07:28:00,07:29:00,07:56:00,07:57:00,08:55:00,08:59:00,11:17:00,11:17:00,12:41:00,12:41:00,"","","","","","","","","","",""
116,101,144,Dakota,Jones,male,24,CO,US,00:00:00,02:20:00,02:21:00,03:46:00,03:46:00,05:50:00,05:51:00,07:25:00,07:25:00,07:54:00,07:54:00,08:56:00,08:57:00,11:22:00,11:23:00,12:58:00,13:01:00,"","","","","","","","","","",""
117,102,132,Joe,Grant,male,31,CO,US,00:00:00,02:20:00,02:21:00,03:48:00,03:48:00,05:55:00,05:56:00,07:39:00,07:42:00,08:11:00,08:12:00,09:16:00,09:21:00,13:12:00,13:24:00,15:23:00,15:23:00,"","","","","","","","","","",""
118,103,131,Brett,Gosney,male,55,CO,US,00:00:00,02:50:00,02:52:00,04:44:00,04:46:00,07:28:00,07:29:00,09:38:00,09:42:00,10:22:00,10:23:00,11:47:00,11:57:00,15:56:00,16:24:00,18:41:00,18:41:00,"","","","","","","","","","",""
119,104,168,Erich,Peitzsch,male,36,MT,US,00:00:00,03:01:00,03:02:00,05:00:00,05:04:00,07:58:00,08:04:00,10:25:00,10:26:00,11:13:00,11:14:00,12:40:00,13:06:00,16:53:00,17:02:00,19:30:00,19:30:00,"","","","","","","","","","",""
120,105,12,Rob,Erskine,male,44,CO,US,00:00:00,03:08:00,03:08:00,05:12:00,05:15:00,08:23:00,08:25:00,11:14:00,11:19:00,12:08:00,12:09:00,13:33:00,13:55:00,17:55:00,18:33:00,21:13:00,21:13:00,"","","","","","","","","","",""
121,106,176,Murray,Schart,male,55,ID,US,00:00:00,03:33:00,03:41:00,05:59:00,06:12:00,09:25:00,09:32:00,11:51:00,12:00:00,12:57:00,13:02:00,14:36:00,15:38:00,19:05:00,19:24:00,22:01:00,22:01:00,"","","","","","","","","","",""
122,107,48,Ian,Farris,male,33,UT,US,00:00:00,03:14:00,03:16:00,05:19:00,05:22:00,08:06:00,08:09:00,10:20:00,10:22:00,11:09:00,11:11:00,12:41:00,12:45:00,17:06:00,19:30:00,22:13:00,22:13:00,"","","","","","","","","","",""
123,108,125,James,Ficke,male,53,MD,US,00:00:00,03:21:00,03:26:00,05:35:00,05:41:00,09:10:00,09:27:00,12:19:00,12:25:00,13:13:00,13:17:00,15:01:00,15:35:00,19:18:00,19:50:00,22:46:00,22:46:00,"","","","","","","","","","",""
124,109,108,Howie,Breinan,male,46,CT,US,00:00:00,03:19:00,03:21:00,05:26:00,05:33:00,08:45:00,09:05:00,11:36:00,11:41:00,12:35:00,12:43:00,14:29:00,14:56:00,19:17:00,19:40:00,23:43:00,23:43:00,"","","","","","","","","","",""
125,110,174,Todd,Salzer,male,40,CO,US,00:00:00,03:18:00,03:22:00,05:53:00,06:02:00,09:34:00,09:44:00,12:45:00,12:55:00,13:50:00,14:12:00,15:53:00,16:23:00,20:33:00,20:44:00,24:06:00,24:06:00,"","","","","","","","","","",""
126,111,171,Paul,Ralyea,male,47,DC,US,00:00:00,04:05:00,04:10:00,07:01:00,07:02:00,11:03:00,11:14:00,13:50:00,13:52:00,15:05:00,15:11:00,17:03:00,17:26:00,21:04:00,21:10:00,24:08:00,24:08:00,"","","","","","","","","","",""
127,16,187,Rosie,Warfield,female,31,HI,US,00:00:00,03:57:00,04:00:00,06:35:00,06:41:00,10:36:00,10:52:00,13:44:00,13:55:00,15:02:00,15:10:00,17:20:00,17:48:00,22:19:00,22:32:00,25:10:00,25:10:00,"","","","","","","","","","",""
128,112,119,Rich,Desimone,male,63,MT,US,00:00:00,04:15:00,04:18:00,07:17:00,07:24:00,11:17:00,11:27:00,14:35:00,14:45:00,16:00:00,16:04:00,18:06:00,18:29:00,22:37:00,23:05:00,25:56:00,25:56:00,"","","","","","","","","","",""
129,17,142,Kristina,Irvin,female,56,CA,US,00:00:00,04:23:00,04:26:00,07:26:00,07:32:00,11:42:00,11:54:00,14:53:00,15:00:00,16:01:00,16:09:00,18:24:00,18:28:00,22:50:00,23:01:00,26:10:00,26:10:00,"","","","","","","","","","",""
130,113,157,Gary,Lukacs,male,57,PA,US,00:00:00,03:55:00,03:56:00,06:45:00,06:48:00,10:58:00,11:08:00,15:09:00,15:16:00,16:32:00,16:33:00,19:02:00,19:02:00,24:01:00,24:07:00,26:34:00,26:51:00,"","","","","","","","","","",""
131,114,6,Adam,Hewey,male,47,WA,US,00:00:00,03:06:00,03:08:00,05:12:00,05:13:00,08:14:00,08:23:00,10:36:00,10:46:00,11:41:00,11:44:00,13:34:00,13:34:00,"","","","","","","","","","","","","","",""
132,115,7,Glenn,Mackie,male,52,TX,US,00:00:00,03:13:00,03:13:00,05:23:00,05:28:00,08:36:00,09:07:00,11:26:00,11:30:00,12:14:00,12:16:00,13:47:00,14:09:00,"","","","","","","","","","","","","","",""
133,116,139,Wolfgang,Hoefle,male,54,,DE,00:00:00,04:06:00,04:11:00,06:58:00,07:05:00,11:04:00,11:21:00,14:40:00,14:50:00,16:00:00,16:07:00,18:56:00,18:56:00,"","","","","","","","","","","","","","",""
134,117,127,Chihping,Fu,male,48,CA,US,00:00:00,04:49:00,04:59:00,08:14:00,08:31:00,13:28:00,13:57:00,17:42:00,17:48:00,19:00:00,19:00:00,21:38:00,21:38:00,"","","","","","","","","","","","","","",""
135,118,154,Joseph,Lea,male,44,NC,US,00:00:00,03:14:00,03:15:00,05:29:00,05:33:00,08:52:00,08:52:00,"","","","","","","","","","","","","","","","","","","","",""
136,119,115,David,Clark,male,43,CO,US,00:00:00,03:14:00,03:16:00,05:23:00,05:24:00,09:12:00,09:12:00,"","","","","","","","","","","","","","","","","","","","",""
137,18,135,Jaclyn,Greenhill,female,37,GA,US,00:00:00,03:38:00,03:38:00,06:20:00,06:27:00,10:43:00,10:43:00,"","","","","","","","","","","","","","","","","","","","",""
138,120,134,Douglas,Gray,male,40,MA,US,00:00:00,04:21:00,04:28:00,08:17:00,08:36:00,15:00:00,15:00:00,"","","","","","","","","","","","","","","","","","","","",""
139,121,102,Christopher,Agbay,male,37,MA,US,00:00:00,04:10:00,04:16:00,08:17:00,08:36:00,15:00:00,15:00:00,"","","","","","","","","","","","","","","","","","","","",""
140,122,169,Rollin,Perry,male,75,IA,US,00:00:00,05:49:00,05:54:00,10:17:00,10:17:00,"","","","","","","","","","","","","","","","","","","","","","",""
