Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
76,67,103,James,Ballard,male,54,OR,US,00:00:00,03:50:00,03:53:00,06:49:00,07:00:00,10:39:00,10:58:00,13:49:00,13:53:00,14:47:00,14:49:00,17:00:00,17:25:00,21:46:00,21:56:00,24:56:00,25:20:00,31:58:00,32:20:00,36:31:00,36:37:00,38:44:00,38:54:00,42:37:00,42:48:00,47:42:21
77,68,31,Ulrich,Kamm,male,57,CO,US,00:00:00,03:50:00,03:57:00,06:49:00,07:00:00,10:39:00,10:56:00,13:40:00,13:50:00,14:42:00,14:47:00,16:54:00,17:20:00,21:16:00,21:27:00,24:06:00,24:20:00,30:39:00,30:57:00,35:07:00,35:16:00,37:33:00,37:42:00,41:35:00,41:48:00,47:45:20
78,69,154,Tom,Nyce,male,45,AZ,US,00:00:00,04:06:00,04:10:00,07:19:00,07:27:00,10:55:00,11:13:00,14:02:00,14:10:00,15:00:00,15:09:00,17:05:00,17:23:00,21:07:00,21:25:00,24:10:00,25:20:00,31:54:00,32:18:00,36:29:00,36:42:00,38:35:00,38:54:00,42:40:00,42:55:00,47:47:33
79,10,163,Jennifer,Roach,female,51,CO,US,00:00:00,03:53:00,03:55:00,06:50:00,06:58:00,10:41:00,10:47:00,13:44:00,13:49:00,14:54:00,14:57:00,17:19:00,17:33:00,22:33:00,22:41:00,25:30:00,25:43:00,31:54:00,32:10:00,36:25:00,36:33:00,38:39:00,38:53:00,42:49:00,43:00:00,47:50:03
80,11,36,Margaret,Heaphy,female,49,MT,US,00:00:00,03:55:00,03:58:00,06:43:00,06:55:00,10:35:00,10:53:00,13:59:00,14:06:00,14:59:00,15:04:00,17:24:00,18:55:00,23:36:00,23:49:00,26:40:00,27:05:00,33:11:00,33:33:00,37:46:00,37:54:00,39:56:00,40:06:00,43:58:00,43:58:00,47:54:13
81,70,193,Skye,Thompson,male,28,CO,US,00:00:00,02:47:00,02:49:00,05:03:00,05:09:00,07:38:00,07:54:00,10:22:00,10:27:00,11:01:00,11:06:00,12:21:00,12:30:00,15:14:00,15:19:00,17:21:00,18:01:00,23:36:00,24:02:00,27:25:00,27:30:00,28:59:00,28:59:00,32:05:00,"",""
82,71,111,Brian,Clark,male,51,NC,US,00:00:00,03:39:00,03:47:00,06:26:00,06:33:00,10:10:00,10:25:00,13:05:00,13:13:00,14:15:00,14:18:00,16:25:00,16:51:00,21:12:00,21:37:00,24:40:00,24:56:00,31:28:00,31:38:00,36:06:00,36:08:00,37:57:00,38:02:00,43:42:00,"",""
83,12,30,Molly,Gibb,female,43,CO,US,00:00:00,03:44:00,03:45:00,06:49:00,06:58:00,11:15:00,11:29:00,14:29:00,14:39:00,15:51:00,16:05:00,18:36:00,19:04:00,24:28:00,24:49:00,27:29:00,27:36:00,33:54:00,34:05:00,38:36:00,38:44:00,41:04:00,41:08:00,44:35:00,"",""
84,72,171,Jim,Sweatt,male,49,AR,US,00:00:00,04:00:00,04:05:00,07:04:00,07:10:00,10:54:00,11:06:00,14:22:00,14:31:00,15:47:00,15:50:00,17:59:00,18:26:00,22:49:00,23:04:00,26:00:00,26:35:00,33:54:00,34:05:00,38:38:00,38:45:00,40:59:00,41:02:00,44:35:00,"",""
85,73,132,Gordon,Hardman,male,53,CO,US,00:00:00,03:48:00,03:48:00,06:15:00,06:17:00,09:27:00,09:32:00,12:09:00,12:12:00,12:55:00,13:00:00,14:38:00,14:56:00,18:43:00,18:48:00,21:07:00,21:19:00,27:31:00,27:53:00,32:14:00,32:19:00,34:18:00,"","","",""
86,74,173,Mike,Thomas,male,43,CO,US,00:00:00,03:25:00,03:28:00,06:00:00,06:05:00,09:25:00,09:46:00,12:27:00,12:32:00,13:19:00,13:22:00,14:57:00,15:27:00,19:10:00,19:19:00,22:10:00,22:50:00,28:52:00,29:25:00,33:17:00,33:25:00,35:58:00,"","","",""
87,75,102,Roger,Ackerman,male,58,GA,US,00:00:00,04:09:00,04:11:00,07:17:00,07:22:00,11:31:00,11:42:00,14:41:00,14:50:00,15:55:00,16:04:00,18:07:00,18:28:00,22:36:00,22:43:00,25:32:00,25:35:00,33:15:00,33:32:00,37:46:00,37:55:00,40:33:00,41:13:00,"","",""
88,76,109,John,Cappis,male,62,CO,US,00:00:00,04:05:00,04:08:00,07:07:00,07:17:00,11:15:00,11:28:00,14:16:00,14:26:00,15:39:00,15:49:00,18:10:00,18:34:00,22:37:00,22:44:00,25:37:00,25:55:00,33:21:00,34:15:00,39:42:00,40:04:00,43:26:00,"","","",""
89,77,1,Karl,Meltzer,male,37,UT,US,00:00:00,02:37:00,02:37:00,04:14:00,04:14:00,06:34:00,06:36:00,08:40:00,08:40:00,09:07:00,09:07:00,10:15:00,10:17:00,12:58:00,13:04:00,14:49:00,16:21:00,20:07:00,21:08:00,"","","","","","",""
90,78,188,Bob,Combs,male,37,OH,US,00:00:00,03:29:00,03:30:00,05:57:00,06:07:00,09:42:00,09:54:00,13:24:00,13:30:00,14:22:00,14:24:00,16:10:00,16:22:00,21:04:00,21:12:00,24:13:00,24:26:00,30:40:00,"","","","","","","",""
91,79,180,Chuck,Wilson,male,56,CA,US,00:00:00,03:41:00,03:42:00,06:30:00,06:32:00,10:32:00,10:40:00,13:35:00,13:37:00,14:39:00,14:41:00,16:40:00,16:54:00,21:00:00,21:14:00,24:15:00,24:59:00,32:30:00,"","","","","","","",""
92,80,160,Hans,Put,male,44,NY,US,00:00:00,02:51:00,02:51:00,04:42:00,04:43:00,07:06:00,07:09:00,09:00:00,09:02:00,09:40:00,09:41:00,10:53:00,10:57:00,13:25:00,13:29:00,15:51:00,"","","","","","","","","",""
93,13,115,Kathy,D'Onofrio,female,40,CA,US,00:00:00,02:57:00,02:57:00,05:09:00,05:11:00,07:56:00,07:59:00,10:12:00,10:16:00,11:07:00,11:08:00,12:22:00,12:48:00,16:16:00,16:23:00,20:22:00,"","","","","","","","","",""
94,81,161,Robb,Reece,male,40,CO,US,00:00:00,03:20:00,03:21:00,05:37:00,05:42:00,08:58:00,09:43:00,11:47:00,11:48:00,12:33:00,12:33:00,14:12:00,14:30:00,17:49:00,17:53:00,20:51:00,"","","","","","","","","",""
95,82,9,John,Robinson,male,39,OR,US,00:00:00,03:20:00,03:24:00,05:53:00,06:00:00,09:05:00,09:16:00,12:18:00,12:25:00,13:10:00,13:14:00,14:46:00,15:12:00,18:35:00,18:40:00,21:11:00,"","","","","","","","","",""
96,83,158,Steve,Pero,male,53,NH,US,00:00:00,03:20:00,03:21:00,05:28:00,05:32:00,08:32:00,08:39:00,11:16:00,11:21:00,12:12:00,12:13:00,13:53:00,14:09:00,18:01:00,18:17:00,21:29:00,"","","","","","","","","",""
97,84,12,Murray,Schart,male,45,UT,US,00:00:00,03:07:00,03:09:00,05:25:00,05:35:00,08:41:00,09:06:00,11:22:00,11:24:00,12:09:00,12:14:00,13:47:00,14:24:00,18:12:00,18:48:00,21:31:00,"","","","","","","","","",""
98,85,105,Brad,Bennett,male,45,MT,US,00:00:00,03:27:00,03:29:00,05:52:00,05:55:00,09:11:00,09:16:00,11:50:00,11:54:00,12:54:00,12:57:00,14:39:00,14:54:00,18:43:00,18:47:00,21:35:00,"","","","","","","","","",""
99,86,185,Kevin,Black,male,45,VA,US,00:00:00,03:27:00,03:29:00,05:57:00,06:05:00,09:15:00,09:24:00,12:13:00,12:15:00,13:06:00,13:15:00,14:45:00,15:17:00,18:35:00,18:40:00,22:51:00,"","","","","","","","","",""
100,87,101,Fred,Abramowitz,male,53,CO,US,00:00:00,03:31:00,03:33:00,05:53:00,05:56:00,09:03:00,09:08:00,11:49:00,11:56:00,12:50:00,12:50:00,14:15:00,14:29:00,18:22:00,18:27:00,22:54:00,"","","","","","","","","",""
101,88,129,Lance,Goss,male,59,CO,US,00:00:00,03:48:00,03:49:00,06:18:00,06:19:00,09:25:00,09:39:00,12:11:00,12:18:00,13:10:00,13:13:00,15:05:00,15:27:00,18:52:00,18:57:00,23:24:00,"","","","","","","","","",""
102,89,157,Steve,Pattillo,male,54,NM,US,00:00:00,03:44:00,03:45:00,06:22:00,06:25:00,10:07:00,10:23:00,12:58:00,13:09:00,14:14:00,14:19:00,16:31:00,16:50:00,21:08:00,21:45:00,25:09:00,"","","","","","","","","",""
103,90,174,Dennis,Thompson,male,57,TX,US,00:00:00,03:55:00,03:55:00,06:54:00,07:00:00,10:51:00,10:52:00,13:53:00,14:00:00,15:18:00,15:28:00,17:52:00,18:27:00,22:51:00,22:59:00,25:35:00,"","","","","","","","","",""
104,91,140,Mick,Justin,male,56,MN,US,00:00:00,03:59:00,04:04:00,06:50:00,06:57:00,10:52:00,11:07:00,14:08:00,14:14:00,15:33:00,15:37:00,17:56:00,18:18:00,22:33:00,22:48:00,26:19:00,"","","","","","","","","",""
105,92,141,Ed,Kimm,male,44,CO,US,00:00:00,03:41:00,03:44:00,06:22:00,06:33:00,10:11:00,10:33:00,13:23:00,13:31:00,14:42:00,14:52:00,17:05:00,17:37:00,22:30:00,22:41:00,26:51:00,"","","","","","","","","",""
106,93,26,Rollin,Perry,male,65,IA,US,00:00:00,04:34:00,04:37:00,07:51:00,08:01:00,12:16:00,12:23:00,15:54:00,16:01:00,17:05:00,17:14:00,19:33:00,20:13:00,25:09:00,25:26:00,28:15:00,"","","","","","","","","",""
107,94,202,Leonard,Martin,male,51,TN,US,00:00:00,04:36:00,04:42:00,07:48:00,07:59:00,12:07:00,12:22:00,15:48:00,16:00:00,17:16:00,17:24:00,20:06:00,20:28:00,25:48:00,"","","","","","","","","","","",""
108,95,128,Scott,Gordon,male,43,NM,US,00:00:00,02:52:00,02:53:00,04:54:00,04:57:00,07:47:00,07:53:00,10:13:00,10:17:00,11:24:00,11:37:00,13:46:00,"","","","","","","","","","","","","",""
109,96,18,Glen,Turner,male,45,CO,US,00:00:00,03:21:00,03:24:00,05:45:00,05:52:00,09:03:00,09:14:00,11:45:00,11:49:00,12:33:00,12:35:00,14:43:00,"","","","","","","","","","","","","",""
110,97,150,Steve,McClung,male,42,CO,US,00:00:00,03:21:00,03:24:00,05:40:00,05:52:00,08:57:00,09:12:00,12:13:00,12:50:00,13:45:00,14:02:00,15:56:00,"","","","","","","","","","","","","",""
111,14,29,Nancy,Halpin,female,44,NM,US,00:00:00,03:41:00,03:43:00,06:20:00,06:25:00,10:10:00,10:18:00,13:27:00,13:31:00,14:27:00,14:31:00,16:36:00,"","","","","","","","","","","","","",""
112,98,127,Randy,Gehrke,male,47,ID,US,00:00:00,03:55:00,04:00:00,07:04:00,07:17:00,11:05:00,11:26:00,14:38:00,14:48:00,15:58:00,16:08:00,18:11:00,"","","","","","","","","","","","","",""
113,15,125,Susan,Gardner,female,40,CA,US,00:00:00,04:05:00,04:08:00,07:08:00,07:15:00,11:16:00,11:29:00,14:14:00,14:25:00,15:39:00,15:47:00,18:12:00,"","","","","","","","","","","","","",""
114,99,33,Duane,Nelson,male,48,OR,US,00:00:00,03:41:00,03:42:00,06:26:00,06:27:00,10:10:00,10:16:00,13:55:00,13:59:00,15:05:00,"","","","","","","","","","","","","","","",""
115,16,114,Vickie,DeVita,female,51,CA,US,00:00:00,04:09:00,04:15:00,07:35:00,07:40:00,12:08:00,12:22:00,15:48:00,15:59:00,17:18:00,17:24:00,"","","","","","","","","","","","","","",""
116,100,2,Curtis,Anderson,male,41,CO,US,00:00:00,02:51:00,02:51:00,04:42:00,04:43:00,07:58:00,"","","","","","","","","","","","","","","","","","","",""
117,101,130,Jerry,Gray,male,58,CO,US,00:00:00,03:24:00,03:28:00,05:46:00,05:56:00,09:05:00,"","","","","","","","","","","","","","","","","","","",""
118,102,124,Jim,Fisher,male,53,CO,US,00:00:00,03:38:00,03:42:00,06:18:00,06:28:00,10:26:00,"","","","","","","","","","","","","","","","","","","",""
119,103,144,Brett,Lehigh,male,44,CA,US,00:00:00,03:40:00,03:41:00,06:47:00,06:50:00,11:05:00,"","","","","","","","","","","","","","","","","","","",""
120,17,35,Deb,Pero,female,50,NH,US,00:00:00,04:13:00,04:17:00,07:30:00,07:37:00,11:29:00,"","","","","","","","","","","","","","","","","","","",""
121,104,191,Paul,Stone,male,43,TX,US,00:00:00,04:05:00,04:09:00,07:24:00,07:41:00,12:22:00,"","","","","","","","","","","","","","","","","","","",""
122,105,181,Hal,Winton,male,73,CA,US,00:00:00,05:05:00,05:08:00,08:49:00,08:56:00,13:22:00,"","","","","","","","","","","","","","","","","","","",""
123,18,177,Melody,Varner,female,54,AZ,US,00:00:00,04:12:00,04:16:00,07:48:00,"","","","","","","","","","","","","","","","","","","","","",""
124,106,179,Jeffrey Mark,Wilbur,male,45,VA,US,00:00:00,04:51:00,"","","","","","","","","","","","","","","","","","","","","","","",""
