Overall rank,Gender rank,Bib number,First name,Last name,Gender,Age,State code,Country code,Start Offset,Kamm Traverse In,Kamm Traverse Out,Chapman In,Chapman Out,Telluride In,Telluride Out,Kroger In,Kroger Out,Governor In,Governor Out,Ouray In,Ouray Out,Engineer In,Engineer Out,Grouse In,Grouse Out,Sherman In,Sherman Out,Pole Creek In,Pole Creek Out,Maggie In,Maggie Out,Cunningham In,Cunningham Out,Finish
11,10,192,Peter,Bakwin,male,42,CO,US,00:00:00,03:01:00,03:03:00,05:02:00,05:02:00,07:44:00,07:46:00,10:00:00,10:02:00,10:36:00,10:37:00,11:51:00,11:57:00,14:43:00,14:44:00,16:45:00,16:52:00,22:59:00,23:14:00,26:54:00,26:59:00,28:53:00,28:58:00,31:24:00,31:24:00,34:32:00
12,11,8,Mike,Burke,male,54,OR,US,00:00:00,03:20:00,03:21:00,05:32:00,05:33:00,08:43:00,08:49:00,10:58:00,11:02:00,11:52:00,11:59:00,13:24:00,13:40:00,16:45:00,17:02:00,19:19:00,19:37:00,24:22:00,24:39:00,27:51:00,28:07:00,29:38:00,29:40:00,31:58:00,31:58:00,34:40:57
13,12,189,John,Hallsten,male,48,MT,US,00:00:00,02:52:00,02:53:00,04:52:00,04:54:00,07:18:00,07:23:00,09:20:00,09:22:00,10:03:00,10:06:00,11:29:00,11:43:00,14:25:00,14:33:00,16:45:00,17:29:00,23:07:00,23:33:00,27:01:00,27:10:00,28:51:00,28:59:00,31:35:00,31:42:00,34:58:36
14,13,118,Rob,Edde,male,34,CA,US,00:00:00,03:01:00,03:03:00,05:01:00,05:03:00,07:43:00,07:51:00,10:02:00,10:05:00,10:48:00,10:50:00,12:19:00,12:31:00,15:15:00,15:20:00,17:48:00,18:05:00,23:58:00,24:11:00,27:22:00,27:27:00,29:06:00,29:09:00,31:53:00,31:55:00,35:38:05
15,14,152,James,Miller,male,49,CO,US,00:00:00,03:50:00,03:56:00,06:13:00,06:23:00,09:17:00,09:30:00,11:42:00,11:43:00,12:30:00,12:35:00,14:03:00,14:35:00,17:42:00,17:48:00,19:49:00,20:18:00,25:27:00,25:43:00,28:28:00,28:56:00,30:24:00,30:35:00,32:56:00,33:02:00,36:05:51
16,15,133,Dennis,Herr,male,57,VA,US,00:00:00,03:18:00,03:19:00,05:28:00,05:28:00,08:19:00,08:25:00,11:08:00,11:09:00,11:55:00,11:59:00,13:34:00,13:54:00,17:12:00,17:27:00,19:40:00,19:57:00,25:27:00,25:35:00,28:55:00,29:01:00,30:30:00,30:34:00,32:53:00,32:56:00,36:07:38
17,16,121,Scott,Eppelman,male,38,TX,US,00:00:00,03:21:00,03:22:00,05:31:00,05:34:00,08:23:00,08:31:00,10:49:00,10:53:00,11:35:00,11:38:00,13:00:00,13:12:00,16:14:00,16:20:00,18:26:00,18:40:00,24:22:00,24:33:00,27:46:00,27:53:00,29:25:00,29:36:00,32:18:00,32:26:00,36:12:15
18,17,201,Billy,Simpson,male,,,,00:00:00,03:24:00,03:28:00,05:35:00,05:40:00,08:22:00,08:32:00,10:51:00,10:54:00,11:35:00,11:37:00,13:00:00,13:12:00,16:14:00,16:20:00,18:25:00,18:38:00,24:20:00,24:35:00,27:53:00,28:07:00,29:53:00,30:06:00,33:00:00,33:09:00,36:38:46
19,18,172,Bill,Thomas,male,47,WA,US,00:00:00,03:29:00,03:30:00,05:45:00,05:48:00,08:37:00,08:43:00,11:01:00,11:03:00,11:48:00,11:50:00,13:06:00,13:17:00,16:27:00,16:35:00,18:45:00,19:28:00,24:40:00,24:56:00,28:12:00,28:24:00,30:07:00,30:15:00,32:55:00,33:05:00,36:51:28
20,2,145,Emily,Baer,female,28,CO,US,00:00:00,03:11:00,03:14:00,05:23:00,05:25:00,08:20:00,08:29:00,10:46:00,10:50:00,11:39:00,11:42:00,13:19:00,13:32:00,16:44:00,16:52:00,19:11:00,19:35:00,25:29:00,25:36:00,28:59:00,29:06:00,30:58:00,31:11:00,33:42:00,33:45:00,36:57:07
21,19,4,Jan,Fiala,male,51,NM,US,00:00:00,02:53:00,02:55:00,04:48:00,04:50:00,07:21:00,07:29:00,09:33:00,09:34:00,10:10:00,10:12:00,11:28:00,11:37:00,14:32:00,14:35:00,16:44:00,16:44:00,23:18:00,24:02:00,27:46:00,27:54:00,29:42:00,29:54:00,32:56:00,32:59:00,37:04:00
22,20,155,Robert,Orr,male,50,AR,US,00:00:00,03:02:00,03:03:00,05:10:00,05:11:00,08:10:00,08:20:00,10:51:00,10:56:00,11:37:00,11:38:00,13:00:00,13:12:00,16:14:00,16:20:00,18:26:00,18:44:00,24:20:00,24:35:00,27:59:00,28:07:00,29:55:00,30:06:00,33:22:00,33:22:00,37:36:29
23,21,162,William,Rideg,male,39,MT,US,00:00:00,03:24:00,03:26:00,05:35:00,05:43:00,08:36:00,08:39:00,11:03:00,11:06:00,11:52:00,11:56:00,13:20:00,13:29:00,16:56:00,17:00:00,19:33:00,19:59:00,25:58:00,26:07:00,29:25:00,29:30:00,31:16:00,31:20:00,34:17:00,34:24:00,38:08:14
24,22,108,Jared,Campbell,male,25,UT,US,00:00:00,03:09:00,03:14:00,05:15:00,05:42:00,08:08:00,08:24:00,10:29:00,10:34:00,11:10:00,11:12:00,12:43:00,12:59:00,15:53:00,16:03:00,18:40:00,19:25:00,25:53:00,27:09:00,30:15:00,30:26:00,32:06:00,32:26:00,35:02:00,35:21:00,38:09:11
25,23,15,Keith,Baker,male,49,CO,US,00:00:00,03:13:00,03:16:00,05:32:00,05:40:00,08:46:00,08:49:00,11:23:00,11:28:00,12:24:00,12:28:00,14:03:00,14:14:00,17:52:00,18:08:00,20:46:00,21:09:00,26:33:00,26:54:00,30:23:00,30:30:00,32:05:00,32:20:00,34:50:00,35:08:00,38:21:37
26,3,119,Stephanie,Ehret,female,,,,00:00:00,03:21:00,03:23:00,05:59:00,06:03:00,09:04:00,09:13:00,11:45:00,11:50:00,12:33:00,12:36:00,13:56:00,14:11:00,17:23:00,17:32:00,19:41:00,19:43:00,25:29:00,25:46:00,29:31:00,29:36:00,31:27:00,31:31:00,34:43:00,34:43:00,38:30:30
27,24,153,Christopher,Nute,male,36,CO,US,00:00:00,03:13:00,03:14:00,05:29:00,05:36:00,08:37:00,08:51:00,11:06:00,11:10:00,11:59:00,12:03:00,13:34:00,13:52:00,17:11:00,17:21:00,19:45:00,20:00:00,25:14:00,26:13:00,29:42:00,29:50:00,31:33:00,31:49:00,35:08:00,35:08:00,38:53:17
28,25,13,Randy,Isler,male,47,NM,US,00:00:00,03:02:00,03:03:00,04:59:00,05:00:00,07:47:00,07:49:00,10:02:00,10:06:00,10:50:00,10:50:00,12:22:00,12:22:00,15:31:00,15:35:00,18:05:00,18:44:00,25:24:00,25:52:00,29:40:00,29:42:00,31:34:00,31:42:00,34:43:00,34:50:00,38:56:43
29,26,137,Hiroki,Ishikawa,male,29,,,00:00:00,03:01:00,03:03:00,05:07:00,05:11:00,08:00:00,08:13:00,10:38:00,10:45:00,11:30:00,11:35:00,13:06:00,13:40:00,17:08:00,18:59:00,21:31:00,22:04:00,27:51:00,28:21:00,31:44:00,31:55:00,33:41:00,33:55:00,36:16:00,36:29:00,38:59:30
30,27,21,Craig,Wilson,male,55,ME,US,00:00:00,03:18:00,03:19:00,05:32:00,05:39:00,08:42:00,08:51:00,11:26:00,11:31:00,12:22:00,12:26:00,14:03:00,14:12:00,17:48:00,18:01:00,20:39:00,21:10:00,26:48:00,27:04:00,30:37:00,30:42:00,32:28:00,32:33:00,35:19:00,35:28:00,39:11:17
31,28,116,Dennis,Drey,male,53,NM,US,00:00:00,03:32:00,03:34:00,05:52:00,05:59:00,08:58:00,09:00:00,11:23:00,11:27:00,12:14:00,12:17:00,13:50:00,14:09:00,17:32:00,17:45:00,20:11:00,20:32:00,26:26:00,26:44:00,30:11:00,30:26:00,32:08:00,32:23:00,35:28:00,35:29:00,39:26:36
32,29,112,Kurt,Coonrod,male,44,NM,US,00:00:00,03:32:00,03:34:00,05:52:00,05:59:00,08:58:00,09:09:00,11:24:00,11:28:00,12:14:00,12:19:00,13:50:00,14:09:00,17:32:00,17:45:00,20:11:00,20:32:00,26:26:00,26:57:00,30:20:00,30:26:00,32:08:00,32:23:00,35:28:00,35:29:00,39:26:36
33,30,134,Bruce,Hoff,male,42,CA,US,00:00:00,03:24:00,03:28:00,05:43:00,05:48:00,08:49:00,09:00:00,11:10:00,11:14:00,12:05:00,12:08:00,13:35:00,13:54:00,17:05:00,17:08:00,19:33:00,19:45:00,26:20:00,26:33:00,30:29:00,30:34:00,32:30:00,32:34:00,36:14:00,36:14:00,40:10:01
34,31,25,Bud,Phillips,male,57,CA,US,00:00:00,03:25:00,03:27:00,05:37:00,05:40:00,08:36:00,08:49:00,11:11:00,11:15:00,12:02:00,12:06:00,13:34:00,13:47:00,17:16:00,17:21:00,19:54:00,20:18:00,26:34:00,26:54:00,30:40:00,30:50:00,32:48:00,33:00:00,36:11:00,36:29:00,40:52:20
35,32,122,Russ,Evans,male,45,VA,US,00:00:00,03:32:00,03:33:00,06:04:00,06:15:00,09:30:00,09:40:00,12:04:00,12:14:00,13:00:00,13:08:00,14:35:00,15:00:00,18:32:00,18:47:00,21:08:00,21:40:00,27:11:00,27:37:00,31:17:00,31:21:00,33:15:00,33:35:00,36:31:00,36:47:00,40:56:40
36,33,186,Scott,Brockmeier,male,42,NC,US,00:00:00,03:20:00,03:22:00,05:42:00,05:50:00,09:03:00,09:12:00,12:02:00,12:13:00,13:04:00,13:06:00,14:35:00,14:45:00,18:24:00,18:40:00,21:08:00,21:48:00,27:37:00,28:11:00,31:35:00,31:37:00,33:20:00,33:35:00,36:31:00,36:50:00,40:56:40
37,34,17,Don,Platt,male,50,CO,US,00:00:00,03:11:00,03:12:00,05:22:00,05:27:00,08:18:00,08:29:00,11:08:00,11:09:00,11:55:00,11:56:00,13:27:00,13:44:00,17:50:00,17:58:00,20:29:00,20:49:00,27:01:00,27:20:00,30:58:00,31:05:00,32:58:00,33:17:00,36:36:00,37:00:00,40:58:09
38,35,184,Gary,Cuffin,male,53,CO,US,00:00:00,03:18:00,03:19:00,05:39:00,05:44:00,08:49:00,08:56:00,11:27:00,11:31:00,12:22:00,12:26:00,13:56:00,14:15:00,17:39:00,17:51:00,20:22:00,20:40:00,26:54:00,27:04:00,30:57:00,31:02:00,33:02:00,33:04:00,36:34:00,36:47:00,41:23:04
39,36,20,Mark,Heaphy,male,42,MT,US,00:00:00,03:55:00,03:58:00,06:43:00,06:54:00,10:35:00,10:53:00,13:59:00,14:05:00,14:59:00,15:04:00,17:24:00,17:59:00,21:27:00,21:38:00,24:02:00,24:27:00,29:12:00,29:35:00,32:51:00,32:58:00,34:34:00,34:37:00,37:05:00,37:17:00,41:28:40
40,37,16,Charlie,Thorn,male,58,NM,US,00:00:00,03:20:00,03:22:00,05:41:00,05:45:00,08:49:00,09:01:00,11:04:00,11:08:00,12:01:00,12:06:00,14:10:00,14:39:00,17:53:00,18:01:00,21:00:00,21:10:00,26:59:00,27:31:00,31:05:00,31:08:00,33:15:00,33:24:00,36:31:00,36:40:00,41:57:38
41,38,38,Hans,Dieter-Weisshaar,male,64,,,00:00:00,03:50:00,03:53:00,06:14:00,06:15:00,09:22:00,09:26:00,12:08:00,12:13:00,13:05:00,13:06:00,14:48:00,14:59:00,18:59:00,19:12:00,22:00:00,22:15:00,28:06:00,28:20:00,32:18:00,32:21:00,34:15:00,34:20:00,37:20:00,37:34:00,41:57:52
42,39,107,Jeb,Burchenal,male,42,CO,US,00:00:00,03:20:00,03:23:00,05:29:00,05:36:00,08:33:00,08:45:00,11:17:00,11:22:00,12:14:00,12:19:00,14:03:00,14:17:00,17:46:00,18:00:00,20:37:00,21:14:00,27:22:00,27:55:00,31:34:00,31:42:00,33:30:00,33:43:00,36:42:00,37:05:00,42:00:52
43,40,19,Eric,Hodges,male,55,CA,US,00:00:00,03:37:00,03:41:00,05:57:00,06:02:00,09:03:00,09:16:00,11:34:00,11:38:00,12:36:00,12:39:00,14:54:00,15:18:00,18:49:00,18:57:00,21:36:00,22:12:00,28:15:00,28:50:00,32:13:00,32:27:00,34:12:00,34:26:00,37:20:00,37:35:00,42:03:58
44,41,178,Ken,Ward,male,47,OR,US,00:00:00,03:18:00,03:20:00,05:32:00,05:40:00,08:47:00,09:08:00,11:41:00,11:44:00,12:30:00,12:33:00,14:03:00,14:29:00,17:39:00,17:48:00,20:34:00,20:52:00,27:07:00,27:21:00,31:05:00,31:21:00,33:24:00,33:35:00,36:58:00,37:24:00,42:14:45
45,42,14,Kristen,Kern,male,40,NM,US,00:00:00,03:18:00,03:19:00,05:30:00,05:35:00,08:30:00,08:38:00,11:10:00,11:16:00,12:08:00,12:22:00,14:03:00,14:15:00,17:42:00,18:01:00,20:37:00,21:29:00,27:48:00,28:08:00,31:56:00,32:08:00,34:08:00,34:18:00,37:35:00,37:43:00,42:47:30
46,43,117,Greg,Eason,male,34,AK,US,00:00:00,03:21:00,03:22:00,05:37:00,05:39:00,09:20:00,10:06:00,13:01:00,13:07:00,14:06:00,14:12:00,15:58:00,16:28:00,20:03:00,20:06:00,22:22:00,22:44:00,27:54:00,28:12:00,32:12:00,32:20:00,34:16:00,34:26:00,38:00:00,38:00:00,43:08:52
47,44,104,James,Benike,male,55,MN,US,00:00:00,03:38:00,03:39:00,06:19:00,06:21:00,09:53:00,10:00:00,12:40:00,12:46:00,13:37:00,13:39:00,15:05:00,15:20:00,18:55:00,19:02:00,21:38:00,21:59:00,27:52:00,28:19:00,32:17:00,32:29:00,34:28:00,34:37:00,37:53:00,38:11:00,43:10:45
48,45,142,Thomas,Knutson,male,54,MN,US,00:00:00,03:41:00,03:43:00,06:19:00,06:22:00,09:38:00,09:43:00,12:25:00,12:29:00,13:21:00,13:24:00,15:05:00,15:20:00,18:55:00,19:02:00,21:38:00,21:58:00,27:52:00,28:19:00,32:17:00,32:29:00,34:28:00,34:37:00,37:53:00,38:11:00,43:10:45
49,46,190,Jim,Baker,male,54,OK,US,00:00:00,03:25:00,03:27:00,05:49:00,05:53:00,08:46:00,09:07:00,11:33:00,11:33:00,12:34:00,12:37:00,14:26:00,14:35:00,18:07:00,18:14:00,20:56:00,21:30:00,28:08:00,28:28:00,32:27:00,32:36:00,34:40:00,34:52:00,38:16:00,38:34:00,43:30:47
50,4,22,Rickie,Redland,female,50,CO,US,00:00:00,03:27:00,03:30:00,05:57:00,06:03:00,09:11:00,09:23:00,11:55:00,12:00:00,12:54:00,13:02:00,14:46:00,15:07:00,18:48:00,19:01:00,21:54:00,22:10:00,28:10:00,28:28:00,32:22:00,32:30:00,34:31:00,34:39:00,38:14:00,38:31:00,43:46:34
51,5,123,Andrea,Feucht,female,30,NM,US,00:00:00,03:45:00,03:47:00,06:19:00,06:25:00,09:51:00,10:01:00,12:46:00,12:54:00,13:59:00,14:03:00,15:56:00,16:20:00,20:13:00,20:24:00,23:17:00,23:39:00,29:40:00,30:05:00,33:59:00,34:03:00,35:41:00,35:55:00,38:51:00,39:02:00,43:52:57
52,6,156,Roberta,Orr,female,38,AR,US,00:00:00,03:44:00,03:48:00,06:26:00,06:31:00,10:13:00,10:26:00,13:01:00,13:09:00,14:06:00,14:12:00,15:58:00,16:28:00,20:12:00,20:34:00,23:28:00,24:01:00,29:37:00,29:46:00,33:26:00,33:33:00,35:28:00,35:37:00,39:02:00,39:24:00,43:55:21
53,7,136,Kristina,Irvin,female,46,CA,US,00:00:00,03:55:00,03:58:00,06:48:00,06:55:00,10:27:00,10:38:00,12:56:00,13:00:00,14:07:00,14:10:00,16:15:00,16:29:00,20:07:00,20:11:00,22:54:00,23:14:00,29:06:00,29:19:00,33:32:00,33:36:00,35:37:00,35:43:00,38:55:00,39:11:00,44:01:00
54,47,110,Odin,Christensen,male,57,CO,US,00:00:00,03:20:00,03:24:00,05:42:00,05:52:00,08:57:00,09:13:00,11:42:00,11:47:00,12:36:00,12:41:00,14:23:00,14:38:00,18:45:00,19:01:00,22:26:00,23:11:00,29:17:00,29:29:00,33:19:00,33:33:00,35:25:00,35:37:00,38:52:00,39:33:00,44:06:29
55,48,164,Tom,Rowe,male,56,MT,US,00:00:00,03:27:00,03:30:00,05:56:00,06:01:00,09:10:00,09:20:00,11:53:00,11:58:00,12:54:00,13:02:00,14:46:00,15:13:00,19:09:00,19:23:00,22:17:00,22:45:00,29:02:00,29:30:00,33:17:00,33:30:00,35:26:00,35:37:00,38:45:00,39:04:00,44:36:17
56,8,147,Sherry Kae,Mahieu,female,49,NM,US,00:00:00,03:27:00,03:30:00,05:47:00,05:48:00,08:57:00,09:12:00,11:27:00,11:32:00,12:30:00,12:37:00,14:19:00,14:50:00,18:21:00,18:30:00,21:38:00,24:14:00,30:14:00,31:02:00,34:18:00,34:32:00,36:26:00,36:33:00,40:03:00,40:03:00,44:36:52
57,49,149,Andrew,Matulionis,male,39,MT,US,00:00:00,03:20:00,03:22:00,05:36:00,05:46:00,08:47:00,08:49:00,11:36:00,11:41:00,12:36:00,12:39:00,14:28:00,15:12:00,19:26:00,19:48:00,22:56:00,24:52:00,30:20:00,30:38:00,34:27:00,34:37:00,36:39:00,36:57:00,40:10:00,40:10:00,44:41:22
58,50,37,Chuck,Kroger,male,58,CO,US,00:00:00,04:00:00,04:06:00,06:55:00,07:02:00,10:35:00,10:50:00,13:44:00,13:49:00,14:47:00,14:50:00,17:05:00,17:22:00,21:07:00,21:26:00,24:28:00,25:02:00,30:50:00,31:07:00,34:39:00,34:49:00,36:40:00,36:56:00,39:56:00,40:14:00,44:48:10
59,51,135,Richard,Huff,male,45,CO,US,00:00:00,03:50:00,03:55:00,06:26:00,06:41:00,10:02:00,10:24:00,12:56:00,13:01:00,13:59:00,14:08:00,16:01:00,16:36:00,20:42:00,20:59:00,23:30:00,23:59:00,30:00:00,30:18:00,34:12:00,34:20:00,36:22:00,36:45:00,39:48:00,40:21:00,44:49:26
60,52,187,Jon,MacManus,male,53,CO,US,00:00:00,03:24:00,03:29:00,05:55:00,05:59:00,09:21:00,09:31:00,12:20:00,12:28:00,13:10:00,13:16:00,14:46:00,15:12:00,19:55:00,20:20:00,23:14:00,23:52:00,30:12:00,30:48:00,34:33:00,34:43:00,36:27:00,36:52:00,39:38:00,40:04:00,44:58:11
61,9,176,Diane,Van Deren,female,44,CO,US,00:00:00,03:27:00,03:29:00,06:05:00,06:13:00,09:45:00,10:01:00,12:47:00,12:54:00,13:59:00,14:03:00,15:55:00,16:13:00,20:12:00,20:26:00,23:14:00,23:34:00,29:56:00,30:19:00,33:59:00,34:05:00,36:04:00,36:14:00,39:44:00,39:56:00,45:06:31
62,53,24,John,DeWalt,male,68,PA,US,00:00:00,03:44:00,03:45:00,06:41:00,06:47:00,10:33:00,10:49:00,13:53:00,14:02:00,14:58:00,15:09:00,17:19:00,17:38:00,21:53:00,22:02:00,24:49:00,25:10:00,30:54:00,31:10:00,35:01:00,35:12:00,37:01:00,37:12:00,40:22:00,40:39:00,45:06:33
63,54,169,Mark,Swanson,male,50,CA,US,00:00:00,03:39:00,03:43:00,06:11:00,06:13:00,09:20:00,09:33:00,12:10:00,12:14:00,13:05:00,13:09:00,14:55:00,15:32:00,18:55:00,19:01:00,21:23:00,21:41:00,28:07:00,28:52:00,33:47:00,33:59:00,35:58:00,36:03:00,39:45:00,39:56:00,45:28:16
64,55,32,Kerry,Collings,male,55,UT,US,00:00:00,03:44:00,03:46:00,06:26:00,06:37:00,10:00:00,10:24:00,13:05:00,13:14:00,14:13:00,14:20:00,16:37:00,16:55:00,20:58:00,21:08:00,24:04:00,24:28:00,30:21:00,30:37:00,34:37:00,34:42:00,36:43:00,36:52:00,40:22:00,40:40:00,45:28:18
65,56,143,Damon,Lease,male,43,VT,US,00:00:00,03:53:00,03:57:00,06:39:00,06:44:00,10:30:00,10:52:00,13:27:00,13:35:00,14:40:00,14:48:00,17:05:00,17:20:00,21:09:00,21:17:00,24:15:00,24:53:00,30:54:00,31:05:00,34:42:00,34:46:00,36:45:00,37:04:00,40:34:00,40:41:00,45:37:30
66,57,146,Bill,Losey,male,33,OH,US,00:00:00,03:25:00,03:27:00,05:55:00,06:08:00,09:42:00,09:59:00,13:27:00,13:33:00,14:37:00,14:42:00,16:38:00,16:58:00,20:45:00,21:08:00,23:26:00,23:46:00,30:19:00,30:54:00,34:40:00,34:58:00,36:56:00,37:04:00,40:22:00,40:31:00,45:39:30
67,58,168,Scott,Sullivan,male,45,CA,US,00:00:00,03:59:00,04:03:00,06:50:00,06:57:00,10:22:00,10:37:00,13:19:00,13:30:00,14:33:00,14:37:00,16:36:00,17:05:00,21:06:00,21:29:00,24:07:00,24:28:00,30:16:00,30:31:00,34:23:00,34:31:00,36:34:00,36:45:00,40:47:00,40:56:00,45:52:16
68,59,113,Dick,Curtis,male,59,CO,US,00:00:00,03:11:00,03:14:00,05:34:00,05:40:00,08:58:00,09:17:00,11:53:00,11:57:00,13:00:00,13:05:00,15:14:00,15:45:00,20:02:00,20:18:00,23:23:00,23:48:00,30:08:00,30:33:00,34:48:00,35:00:00,36:57:00,37:09:00,40:39:00,40:51:00,46:14:10
69,60,120,Mike,Ehrlich,male,41,CO,US,00:00:00,03:06:00,03:07:00,05:20:00,05:25:00,08:20:00,08:29:00,11:17:00,11:20:00,12:00:00,12:01:00,13:39:00,13:51:00,18:05:00,18:16:00,21:26:00,22:51:00,30:08:00,30:33:00,34:48:00,34:58:00,36:59:00,37:07:00,41:01:00,41:03:00,46:29:55
70,61,27,Joe,Prusaitis,male,50,TX,US,00:00:00,03:44:00,03:44:00,06:40:00,06:51:00,10:16:00,10:32:00,13:26:00,13:27:00,14:21:00,14:21:00,16:01:00,16:32:00,20:56:00,20:59:00,23:46:00,24:08:00,30:16:00,30:40:00,35:03:00,35:11:00,37:04:00,37:26:00,41:35:00,41:48:00,46:42:03
71,62,148,Matt,Mahoney,male,49,FL,US,00:00:00,03:59:00,04:02:00,06:58:00,07:07:00,10:36:00,10:50:00,13:38:00,13:40:00,14:39:00,14:42:00,16:40:00,16:43:00,20:59:00,21:08:00,23:40:00,23:53:00,30:13:00,30:31:00,34:47:00,34:59:00,36:58:00,37:03:00,41:20:00,41:24:00,47:21:30
72,63,183,Rich,Haefele,male,37,CO,US,00:00:00,03:44:00,03:47:00,06:49:00,07:07:00,10:39:00,10:59:00,"","",14:36:00,14:48:00,16:54:00,17:18:00,20:58:00,21:12:00,23:48:00,24:18:00,30:11:00,30:46:00,34:43:00,34:50:00,36:40:00,37:04:00,40:58:00,41:40:00,47:28:41
73,64,23,Jim,Drummond,male,52,,,00:00:00,03:25:00,03:27:00,06:05:00,06:13:00,09:45:00,10:01:00,12:49:00,12:55:00,13:58:00,14:07:00,15:55:00,16:13:00,20:14:00,20:26:00,23:29:00,24:16:00,30:57:00,31:16:00,35:38:00,35:45:00,37:57:00,38:01:00,42:04:00,42:09:00,47:33:52
74,65,159,Steve,Peterson,male,50,OR,US,00:00:00,03:41:00,03:45:00,06:43:00,06:47:00,10:39:00,10:48:00,14:02:00,14:10:00,15:17:00,15:28:00,17:09:00,18:19:00,22:32:00,22:44:00,25:28:00,25:40:00,31:54:00,32:07:00,36:10:00,36:12:00,38:02:00,38:12:00,42:12:00,42:15:00,47:41:41
75,66,166,Shihab,Shamma,male,50,DC,US,00:00:00,03:48:00,03:52:00,06:43:00,06:50:00,10:27:00,10:49:00,14:05:00,14:12:00,15:19:00,15:28:00,17:55:00,18:19:00,22:57:00,23:02:00,25:15:00,25:27:00,31:55:00,32:07:00,36:08:00,36:08:00,38:07:00,38:12:00,42:11:00,42:15:00,47:42:04
